Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.824,4.058,1.198,-11.710,5.099,94.184,2.226,0.657,2.321,343.549,51.653,
1.955,4.050,1.212,-9.984,6.722,91.602,-0.064,0.108,0.125,30.620,-19.698,
2.081,4.049,1.215,-13.058,7.747,93.315,-0.009,0.024,0.025,20.660,13.501,
2.206,4.045,1.217,-13.934,8.551,93.118,-0.029,0.013,0.032,65.688,-1.577,
2.332,4.042,1.220,-12.642,7.940,92.455,-0.020,0.023,0.030,41.452,-5.250,
2.456,4.042,1.221,-12.071,7.550,92.429,-0.000,0.009,0.009,0.582,-0.215,
2.583,4.044,1.223,-14.252,7.998,92.461,0.013,0.011,0.017,318.537,0.256,
2.709,4.044,1.223,-13.032,7.458,92.451,0.001,0.004,0.004,283.809,-0.079,
2.840,4.044,1.224,-13.003,8.025,92.438,0.002,0.006,0.006,283.862,-0.100,
2.974,4.046,1.223,-14.026,8.222,92.563,0.009,-0.005,0.010,242.060,0.934,
3.101,4.046,1.222,-13.231,7.483,92.526,-0.000,-0.007,0.007,92.033,-0.295,
3.231,4.045,1.222,-12.884,7.249,92.398,-0.001,-0.003,0.003,109.572,-0.977,
3.347,4.046,1.221,-13.756,7.551,92.448,0.006,-0.007,0.010,220.987,0.429,
3.475,4.047,1.219,-13.419,7.732,92.595,0.010,-0.015,0.017,213.534,1.149,
