Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
3.859,4.051,1.277,2.853,-14.181,-4.717,1.050,0.331,1.101,342.511,-1.222,
3.988,4.045,1.287,1.828,-16.619,-1.200,-0.050,0.079,0.094,32.301,27.296,
4.104,4.051,1.293,-1.297,-14.987,1.964,0.053,0.057,0.078,312.956,27.219,
4.223,4.050,1.297,-1.774,-10.128,2.812,-0.007,0.026,0.027,14.757,7.153,
4.342,4.049,1.300,0.298,-10.429,2.862,-0.012,0.028,0.031,23.037,0.421,
4.465,4.049,1.303,0.401,-10.261,2.612,0.004,0.029,0.030,277.801,-2.038,
4.609,4.045,1.304,-0.029,-9.985,2.565,-0.030,0.002,0.031,86.713,-0.326,
4.729,4.043,1.304,0.678,-9.637,2.451,-0.018,0.006,0.019,72.120,-0.949,
4.853,4.044,1.305,0.861,-10.044,2.363,0.013,0.004,0.014,342.617,-0.708,
4.972,4.045,1.306,0.560,-9.110,2.222,0.008,0.008,0.012,315.527,-1.185,
5.092,4.046,1.306,0.374,-9.945,2.053,0.005,0.003,0.005,330.625,-1.414,
5.217,4.044,1.307,0.818,-9.611,1.930,-0.012,0.004,0.012,71.791,-0.987,
5.357,4.043,1.306,0.232,-9.778,1.796,-0.009,-0.004,0.010,157.548,-0.950,
5.486,4.033,1.320,-6.196,-19.457,-2.567,-0.075,0.110,0.133,34.431,-33.760,
