Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,0.165,0,1.237,0.067,-0.092,1.232,0.107,-0.275,-0.010,
1,0.292,0,1.239,0.068,-0.092,1.233,0.114,-0.278,-0.007,
2,0.394,0,1.240,0.070,-0.091,1.235,0.122,-0.282,-0.004,
3,0.484,0,1.242,0.071,-0.090,1.237,0.119,-0.280,-0.004,
4,0.574,0,1.245,0.072,-0.089,1.240,0.116,-0.274,-0.005,
5,0.695,0,1.255,0.074,-0.087,1.250,0.124,-0.279,-0.004,
6,0.833,0,1.269,0.078,-0.079,1.264,0.119,-0.255,0.004,
7,0.969,0,1.265,0.078,-0.080,1.260,0.124,-0.249,0.005,
8,1.102,0,1.264,0.078,-0.081,1.259,0.123,-0.244,0.006,
9,1.293,0,1.263,0.078,-0.082,1.258,0.118,-0.243,0.005,
10,1.417,0,1.263,0.077,-0.083,1.258,0.108,-0.242,0.006,
11,1.551,0,1.261,0.075,-0.084,1.256,0.117,-0.239,0.004,
12,1.682,0,1.258,0.077,-0.087,1.253,0.079,-0.211,0.009,
13,1.806,0,1.251,0.078,-0.093,1.245,0.063,-0.189,0.015,
14,1.937,0,1.240,0.075,-0.104,1.233,0.082,-0.219,0.006,
15,2.073,0,1.231,0.067,-0.114,1.223,0.073,-0.209,-0.002,
