Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.155,0,1.121,0.137,-0.104,1.108,-0.082,0.202,-3.003,
1,2.282,0,1.143,0.133,-0.106,1.131,-0.081,0.261,-3.030,
2,2.536,0,1.162,0.128,-0.115,1.149,-0.066,0.253,-3.061,
3,2.734,0,1.168,0.128,-0.116,1.155,-0.039,0.220,-3.063,
4,3.071,0,1.162,0.129,-0.118,1.149,-0.068,0.247,-3.060,
5,3.199,0,1.165,0.130,-0.117,1.152,-0.048,0.217,-3.060,
6,3.328,0,1.159,0.130,-0.116,1.146,-0.074,0.224,-3.053,
7,3.453,0,1.157,0.131,-0.115,1.144,-0.077,0.222,-3.052,
8,3.583,0,1.162,0.129,-0.120,1.149,-0.049,0.216,-3.065,
9,3.702,0,1.153,0.132,-0.121,1.139,-0.060,0.213,-3.062,
