Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,0.114,0,0.517,0.043,-0.016,0.515,-0.272,-0.024,3.125,
1,0.202,0,0.518,0.043,-0.016,0.516,-0.265,-0.005,3.137,
2,0.283,0,0.517,0.044,-0.015,0.515,-0.270,-0.008,3.141,
3,0.353,0,0.516,0.043,-0.014,0.514,-0.272,-0.023,3.140,
4,0.426,0,0.515,0.043,-0.013,0.513,-0.271,-0.047,3.138,
5,0.518,0,0.513,0.042,-0.011,0.511,-0.281,-0.129,3.118,
6,0.762,0,0.508,0.035,-0.004,0.507,-0.207,-0.026,3.093,
7,0.874,0,0.508,0.033,-0.004,0.507,-0.260,-0.082,3.080,
8,1.162,0,0.509,0.028,-0.001,0.508,-0.260,-0.114,3.059,
9,1.295,0,0.510,0.033,0.004,0.509,-0.158,-0.083,3.066,
10,1.415,0,0.510,0.032,0.006,0.509,-0.146,-0.097,3.065,
11,1.543,0,0.509,0.031,0.006,0.508,-0.120,-0.090,3.066,
12,1.664,0,0.508,0.029,0.006,0.507,-0.131,-0.097,3.059,
13,1.775,0,0.511,0.028,0.005,0.511,-0.124,-0.073,3.064,
14,1.901,0,0.513,0.028,0.006,0.512,-0.168,-0.099,3.053,
15,2.028,0,0.513,0.028,0.006,0.513,-0.144,-0.080,3.057,
16,2.153,0,0.514,0.027,0.006,0.513,-0.162,-0.091,3.051,
17,2.261,0,0.514,0.023,0.007,0.514,-0.185,-0.083,3.046,
18,2.381,0,0.513,0.021,0.010,0.512,-0.155,-0.096,3.037,
19,2.514,0,0.515,0.018,0.011,0.515,-0.070,-0.042,3.040,
20,2.628,0,0.515,0.015,0.013,0.514,-0.094,-0.093,3.030,
21,2.746,0,0.497,0.009,0.040,0.496,-0.000,0.048,3.050,
22,2.982,0,0.475,0.018,0.049,0.472,-0.020,0.075,3.096,
23,3.099,0,0.482,0.030,0.035,0.480,0.014,0.066,3.109,
24,3.210,0,0.485,0.034,0.030,0.483,-0.003,0.054,3.117,
25,3.324,0,0.489,0.033,0.025,0.488,-0.004,0.036,3.123,
26,3.440,0,0.489,0.031,0.024,0.488,-0.015,0.040,3.123,
27,3.563,0,0.490,0.029,0.026,0.488,-0.008,0.034,3.109,
28,3.685,0,0.488,0.026,0.031,0.487,-0.021,0.047,3.089,
29,3.809,0,0.485,0.023,0.036,0.483,-0.011,0.051,3.075,
30,3.928,0,0.485,0.023,0.036,0.483,-0.012,0.026,3.074,
31,4.050,0,0.485,0.024,0.031,0.483,-0.006,0.038,3.077,
32,4.205,0,0.485,0.028,0.029,0.484,-0.039,0.022,3.079,
33,4.360,0,0.484,0.027,0.026,0.482,-0.012,0.028,3.084,
34,4.497,0,0.485,0.024,0.027,0.484,0.007,0.023,3.082,
35,4.764,0,0.486,0.019,0.025,0.485,-0.016,0.025,3.075,
36,4.904,0,0.485,0.023,0.022,0.484,-0.010,-0.017,3.079,
37,5.047,0,0.483,0.023,0.022,0.482,-0.000,-0.024,3.072,
38,5.203,0,0.484,0.022,0.022,0.483,-0.013,-0.024,3.069,
39,5.338,0,0.484,0.021,0.022,0.483,-0.015,-0.030,3.065,
40,5.490,0,0.483,0.021,0.021,0.482,-0.013,-0.029,3.064,
41,5.622,0,0.483,0.021,0.021,0.482,-0.011,-0.027,3.063,
42,5.766,0,0.482,0.020,0.021,0.481,-0.012,-0.029,3.060,
43,5.907,0,0.482,0.020,0.020,0.481,-0.012,-0.031,3.059,
44,6.041,0,0.481,0.019,0.020,0.480,-0.006,-0.024,3.059,
45,6.178,0,0.481,0.019,0.019,0.480,-0.011,-0.036,3.056,
46,6.437,0,0.480,0.019,0.019,0.479,-0.003,-0.042,3.055,
47,6.580,0,0.479,0.018,0.019,0.479,-0.002,-0.043,3.054,
48,6.696,0,0.480,0.019,0.019,0.479,-0.009,-0.054,3.054,
49,6.840,0,0.479,0.018,0.018,0.478,-0.003,-0.041,3.052,
50,6.987,0,0.479,0.018,0.019,0.478,0.000,-0.041,3.051,
51,7.128,0,0.479,0.017,0.018,0.478,-0.004,-0.043,3.051,
52,7.255,0,0.478,0.018,0.018,0.478,0.001,-0.044,3.051,
53,7.376,0,0.478,0.017,0.018,0.477,-0.007,-0.048,3.049,
54,7.489,0,0.478,0.017,0.017,0.477,-0.003,-0.049,3.048,
55,7.618,0,0.477,0.017,0.017,0.477,-0.003,-0.048,3.049,
56,7.730,0,0.472,0.011,0.030,0.471,0.021,-0.045,3.031,
57,7.849,0,0.463,0.005,0.027,0.462,0.043,0.017,3.026,
58,7.966,0,0.464,0.010,0.023,0.464,0.031,-0.063,3.031,
59,8.094,0,0.463,0.010,0.021,0.463,0.048,-0.059,3.038,
