Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
4.295,4.143,1.215,-8.538,-12.372,88.566,0.965,0.283,1.005,343.653,20.620,
4.430,4.116,1.207,-12.381,-8.207,89.251,-0.201,-0.064,0.211,162.182,5.108,
4.568,4.077,1.202,-13.747,-7.887,89.034,-0.281,-0.033,0.283,173.347,-1.564,
4.702,4.071,1.191,-14.615,-6.504,89.958,-0.049,-0.081,0.095,121.252,6.920,
4.843,4.070,1.187,-15.615,-5.646,90.333,-0.009,-0.028,0.029,107.430,2.658,
4.997,4.066,1.183,-13.925,-5.338,90.983,-0.024,-0.028,0.037,130.529,4.218,
5.137,4.060,1.180,-14.533,-5.638,91.037,-0.045,-0.020,0.049,155.820,0.386,
5.276,4.054,1.175,-13.749,-5.555,91.040,-0.041,-0.036,0.055,139.287,0.021,
5.412,4.051,1.172,-13.947,-5.601,91.129,-0.019,-0.021,0.029,132.184,0.650,
5.552,4.049,1.171,-13.402,-5.443,91.212,-0.017,-0.007,0.018,156.270,0.598,
5.699,4.048,1.171,-13.519,-5.351,91.339,-0.003,-0.002,0.003,152.594,0.861,
5.842,4.048,1.171,-13.358,-5.180,91.392,-0.000,-0.001,0.001,107.691,0.368,
5.983,4.053,1.168,-13.688,-5.228,91.733,0.029,-0.023,0.037,231.423,2.420,
6.129,4.049,1.168,-12.968,-5.162,91.689,-0.023,0.003,0.024,83.907,-0.298,
6.263,4.053,1.164,-13.387,-5.194,92.054,0.030,-0.034,0.045,222.128,2.730,
6.402,4.052,1.163,-12.949,-4.603,92.076,-0.010,-0.004,0.011,156.887,0.159,
6.543,4.052,1.160,-12.751,-5.640,92.316,0.004,-0.019,0.020,192.841,1.696,
6.708,4.056,1.156,-11.616,-4.833,92.528,0.024,-0.022,0.033,226.662,1.282,
6.843,4.073,1.130,-8.488,-5.911,94.161,0.126,-0.199,0.235,212.246,12.067,
