Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.769,3.979,1.130,-14.572,1.511,89.740,2.250,0.639,2.339,344.145,50.736,
1.902,3.974,1.144,-9.639,6.006,87.245,-0.043,0.106,0.115,22.197,-18.799,
2.030,3.997,1.141,-13.955,4.276,87.958,0.186,-0.027,0.188,261.911,5.562,
2.168,4.015,1.137,-17.884,3.533,89.070,0.124,-0.025,0.126,258.775,8.043,
2.297,4.029,1.134,-17.705,3.113,89.331,0.113,-0.028,0.117,256.317,2.032,
2.420,4.036,1.132,-17.187,2.728,89.279,0.054,-0.019,0.057,251.077,-0.424,
2.548,4.037,1.132,-16.473,2.880,89.197,0.009,0.003,0.010,344.020,-0.638,
2.685,4.040,1.133,-16.910,2.897,89.023,0.023,0.005,0.024,347.650,-1.272,
2.814,4.041,1.132,-17.243,3.134,88.829,0.004,-0.007,0.008,210.020,-1.510,
2.950,4.041,1.131,-17.029,3.219,88.905,-0.001,-0.008,0.008,98.057,0.560,
3.083,4.042,1.127,-16.594,3.272,89.455,0.013,-0.030,0.033,202.689,4.163,
3.209,4.050,1.123,-15.836,6.613,92.648,0.063,-0.031,0.070,243.728,25.137,
3.332,4.125,1.133,-9.459,11.517,108.815,0.613,0.080,0.618,352.567,132.183,
3.454,4.176,1.147,-1.583,14.613,127.374,0.415,0.121,0.432,343.767,151.350,
3.574,4.204,1.141,4.624,14.354,141.895,0.236,-0.051,0.241,257.860,121.981,
3.689,4.252,1.147,4.773,13.669,159.946,0.416,0.050,0.419,353.217,157.092,
3.808,4.295,1.166,10.502,14.032,170.437,0.359,0.160,0.393,336.012,87.813,
3.923,4.304,1.145,14.562,15.403,171.840,0.079,-0.181,0.198,203.601,12.128,
4.174,4.313,1.117,21.601,17.009,171.955,0.035,-0.114,0.119,197.076,0.460,
4.296,4.321,1.139,24.070,5.367,174.696,0.069,0.180,0.193,290.862,22.462,
4.417,4.319,1.151,15.542,3.932,176.130,-0.022,0.099,0.101,12.590,11.844,
4.546,4.326,1.149,17.169,3.758,176.065,0.061,-0.013,0.062,257.697,-0.507,
4.674,4.333,1.147,18.663,5.481,175.840,0.055,-0.014,0.057,255.911,-1.759,
4.791,4.330,1.150,15.881,4.628,176.134,-0.026,0.028,0.038,43.627,2.520,
4.902,4.334,1.149,16.806,5.237,175.946,0.034,-0.014,0.037,248.362,-1.688,
5.025,4.335,1.149,17.489,4.683,175.954,0.008,0.001,0.008,352.561,0.065,
5.143,4.334,1.153,17.166,2.385,176.160,-0.008,0.031,0.032,14.807,1.748,
5.277,4.354,1.160,16.875,3.349,176.588,0.148,0.051,0.157,340.853,3.184,
5.396,4.396,1.176,11.703,10.044,177.974,0.353,0.138,0.379,338.613,11.611,
5.529,4.432,1.189,11.542,11.936,179.252,0.276,0.100,0.294,340.053,9.713,
5.654,4.489,1.209,8.934,15.870,-178.841,0.451,0.158,0.478,340.682,-2834.316,
5.791,4.514,1.221,8.349,15.228,-178.271,0.182,0.087,0.202,334.455,4.177,
6.371,4.198,1.028,-27.860,5.039,95.109,-0.545,-0.334,0.639,148.512,471.390,
6.499,4.184,1.042,-26.067,-1.151,87.599,-0.115,0.109,0.159,46.398,-58.386,
6.647,4.184,1.044,-23.474,-7.676,80.105,0.003,0.018,0.018,279.882,-50.648,
6.794,4.172,1.060,-23.697,-9.574,77.575,-0.086,0.107,0.137,38.712,-17.181,
6.940,4.159,1.066,-24.349,-10.718,76.013,-0.086,0.044,0.096,62.905,-10.753,
7.085,4.145,1.065,-23.776,-10.180,75.499,-0.094,-0.010,0.095,174.210,-3.547,
7.234,4.138,1.057,-24.322,-12.168,74.813,-0.053,-0.051,0.074,136.015,-4.594,
7.377,4.137,1.048,-24.569,-12.094,75.760,-0.002,-0.067,0.067,91.616,6.611,
7.522,4.129,1.050,-23.949,-10.211,76.406,-0.054,0.017,0.057,72.701,4.469,
7.663,4.130,1.056,-23.894,-9.562,76.804,0.002,0.038,0.038,273.166,2.814,
7.806,4.138,1.043,-25.310,-11.100,77.485,0.061,-0.092,0.111,213.541,4.791,
7.940,4.135,1.036,-25.293,-10.210,77.657,-0.025,-0.048,0.054,117.342,1.275,
8.083,4.132,1.043,-24.036,-9.906,77.616,-0.024,0.046,0.052,27.531,-0.286,
8.228,4.136,1.039,-24.136,-9.844,77.631,0.032,-0.024,0.040,233.452,0.106,
8.371,4.128,1.033,-24.167,-9.409,77.192,-0.056,-0.046,0.073,140.635,-3.067,
8.514,4.135,1.039,-23.324,-9.617,77.573,0.051,0.046,0.068,317.870,2.666,
8.652,4.137,1.051,-25.294,-12.307,75.869,0.013,0.084,0.085,278.545,-12.343,
