Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,3.859,0,1.203,0.071,-0.054,1.199,0.050,-0.247,-0.082,
1,3.988,0,1.231,0.074,-0.068,1.227,0.032,-0.290,-0.021,
2,4.104,0,1.224,0.063,-0.079,1.219,-0.023,-0.262,0.034,
3,4.222,0,1.219,0.063,-0.083,1.214,-0.031,-0.177,0.049,
4,4.342,0,1.221,0.064,-0.086,1.217,0.005,-0.182,0.050,
5,4.465,0,1.223,0.064,-0.090,1.218,0.007,-0.179,0.046,
6,4.609,0,1.225,0.068,-0.090,1.220,-0.001,-0.174,0.045,
7,4.729,0,1.226,0.071,-0.091,1.221,0.012,-0.168,0.043,
8,4.853,0,1.225,0.069,-0.091,1.220,0.015,-0.175,0.041,
9,4.972,0,1.224,0.068,-0.092,1.218,0.010,-0.159,0.039,
10,5.092,0,1.224,0.068,-0.092,1.218,0.007,-0.174,0.036,
11,5.217,0,1.223,0.070,-0.092,1.218,0.014,-0.168,0.034,
12,5.357,0,1.221,0.071,-0.091,1.216,0.004,-0.171,0.031,
13,5.486,0,1.238,0.088,-0.100,1.231,-0.108,-0.340,-0.045,
