Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
3.124,4.058,1.180,-6.991,-1.215,89.862,1.299,0.378,1.353,343.787,28.763,
3.249,4.061,1.182,-10.545,-2.732,89.425,0.027,0.019,0.033,325.430,-3.509,
3.368,4.063,1.180,-11.666,-3.620,89.609,0.017,-0.018,0.025,223.386,1.544,
3.500,4.063,1.180,-11.330,-3.402,89.724,0.003,-0.004,0.005,214.224,0.871,
3.626,4.064,1.179,-11.040,-3.487,89.979,0.004,-0.004,0.005,226.972,2.027,
3.756,4.064,1.179,-11.069,-3.387,90.128,0.004,0.000,0.004,353.236,1.146,
3.897,4.065,1.179,-10.850,-3.331,90.133,0.001,0.002,0.002,306.686,0.035,
4.013,4.065,1.180,-10.592,-2.859,90.270,-0.000,0.004,0.004,1.679,1.171,
4.134,4.065,1.180,-10.800,-2.595,90.305,0.003,-0.002,0.003,237.983,0.287,
4.257,4.065,1.180,-10.533,-2.720,90.336,0.000,0.005,0.005,274.994,0.255,
4.376,4.064,1.181,-10.410,-2.265,90.339,-0.009,0.009,0.013,47.550,0.031,
4.504,4.063,1.181,-10.439,-2.176,90.390,-0.005,-0.003,0.006,143.154,0.391,
4.630,4.063,1.180,-10.413,-2.119,90.472,0.000,-0.008,0.008,180.809,0.655,
4.761,4.063,1.180,-10.938,-2.083,90.473,-0.000,-0.002,0.002,96.152,0.005,
4.886,4.063,1.180,-10.512,-1.935,90.449,-0.002,0.000,0.002,79.690,-0.190,
5.013,4.063,1.180,-10.834,-2.006,90.472,-0.001,-0.000,0.001,147.012,0.182,
5.138,4.063,1.180,-10.961,-1.705,90.485,-0.001,0.002,0.002,27.850,0.106,
5.266,4.064,1.179,-10.938,-1.631,90.702,0.010,-0.006,0.012,237.872,1.698,
5.383,4.064,1.179,-10.595,-1.368,90.778,0.001,-0.003,0.003,194.439,0.645,
5.513,4.064,1.178,-10.852,-1.193,90.986,-0.001,-0.009,0.009,93.842,1.596,
5.642,4.065,1.177,-10.604,-1.273,91.040,0.004,-0.001,0.004,260.553,0.424,
5.766,4.064,1.178,-10.878,-1.196,91.031,-0.002,0.002,0.003,38.443,-0.074,
5.892,4.065,1.177,-10.212,-0.910,91.234,0.002,-0.004,0.004,200.923,1.611,
6.015,4.064,1.177,-10.299,-0.698,91.235,-0.001,-0.001,0.002,123.561,0.013,
6.146,4.065,1.175,-11.041,-0.985,91.375,0.001,-0.012,0.012,187.001,1.066,
6.267,4.063,1.173,-9.861,-0.392,91.635,-0.011,-0.018,0.021,120.236,2.146,
6.382,4.058,1.165,-4.835,2.371,92.669,-0.044,-0.074,0.086,120.689,8.983,
