Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,1.823,0,0.495,0.014,-0.060,0.491,-0.204,0.089,1.644,
1,1.954,0,0.496,0.003,-0.067,0.492,-0.174,0.117,1.599,
2,2.081,0,0.491,-0.002,-0.068,0.486,-0.228,0.135,1.629,
3,2.206,0,0.491,-0.004,-0.072,0.486,-0.243,0.149,1.625,
4,2.332,0,0.495,-0.006,-0.074,0.489,-0.221,0.139,1.614,
5,2.456,0,0.496,-0.007,-0.074,0.490,-0.211,0.132,1.613,
6,2.583,0,0.493,-0.009,-0.073,0.488,-0.249,0.140,1.614,
7,2.709,0,0.495,-0.009,-0.072,0.490,-0.227,0.130,1.614,
8,2.840,0,0.497,-0.010,-0.072,0.491,-0.227,0.140,1.613,
9,2.973,0,0.496,-0.009,-0.071,0.490,-0.245,0.143,1.616,
10,3.100,0,0.496,-0.008,-0.071,0.491,-0.231,0.131,1.615,
11,3.231,0,0.496,-0.008,-0.071,0.491,-0.225,0.127,1.613,
12,3.347,0,0.495,-0.007,-0.071,0.490,-0.240,0.132,1.614,
13,3.475,0,0.495,-0.005,-0.069,0.490,-0.234,0.135,1.616,
