Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
3.761,4.014,1.167,-16.756,-10.872,84.422,1.067,0.310,1.111,343.783,22.449,
3.893,4.026,1.173,-19.297,-11.541,83.841,0.094,0.041,0.103,336.414,-4.392,
4.015,4.047,1.186,-14.450,-8.784,83.487,0.176,0.113,0.209,327.254,-2.907,
4.283,4.050,1.190,-10.260,-5.769,84.009,0.010,0.015,0.018,304.743,1.943,
4.428,4.050,1.190,-10.740,-6.379,83.888,-0.002,-0.001,0.003,155.665,-0.841,
4.556,4.048,1.191,-12.341,-7.234,83.696,-0.012,0.002,0.013,80.474,-1.490,
4.683,4.046,1.190,-11.156,-5.763,83.985,-0.015,-0.007,0.017,157.038,2.274,
4.818,4.044,1.189,-12.565,-6.872,83.957,-0.014,-0.006,0.015,154.734,-0.206,
4.947,4.045,1.188,-11.465,-6.366,84.000,0.003,-0.004,0.005,213.272,0.332,
5.075,4.044,1.187,-11.780,-6.754,83.906,-0.008,-0.009,0.012,129.131,-0.736,
5.210,4.035,1.183,-12.165,-6.764,84.025,-0.063,-0.028,0.069,155.869,0.879,
5.337,4.032,1.186,-11.298,-4.692,84.168,-0.024,0.023,0.034,46.293,1.127,
