Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
4.468,4.079,1.439,6.415,-11.420,5.003,0.913,0.322,0.968,340.564,1.120,
4.590,4.089,1.440,7.020,-11.975,4.878,0.085,0.009,0.085,354.186,-1.022,
4.719,4.095,1.447,7.272,-13.132,4.366,0.043,0.047,0.064,311.886,-3.954,
4.841,4.102,1.446,7.801,-12.259,3.731,0.063,-0.003,0.063,267.035,-5.249,
4.961,4.106,1.445,7.343,-11.514,3.494,0.028,-0.005,0.029,259.465,-1.961,
5.093,4.113,1.422,2.518,-9.971,4.389,0.054,-0.175,0.184,197.039,6.802,
5.243,4.120,1.383,2.552,-10.678,4.694,0.049,-0.263,0.267,190.600,2.033,
5.395,4.131,1.331,1.580,-10.212,3.359,0.073,-0.345,0.352,191.966,-8.768,
5.530,4.137,1.318,1.519,-9.318,2.653,0.043,-0.095,0.104,204.600,-5.226,
5.658,4.137,1.320,2.424,-8.006,2.554,-0.006,0.017,0.018,18.428,-0.770,
5.786,4.138,1.320,2.759,-9.243,2.281,0.010,-0.003,0.010,253.830,-2.132,
5.923,4.140,1.320,3.108,-8.748,1.521,0.018,0.001,0.018,356.493,-5.550,
6.056,4.142,1.320,2.815,-9.433,1.476,0.013,0.003,0.014,346.034,-0.337,
6.192,4.144,1.321,2.321,-9.871,1.057,0.013,0.007,0.015,331.334,-3.071,
6.327,4.144,1.323,2.496,-9.242,1.067,0.004,0.012,0.012,290.759,0.071,
6.450,4.142,1.327,1.914,-9.228,1.902,-0.018,0.038,0.042,25.780,6.838,
6.585,4.130,1.347,-1.019,-7.917,7.769,-0.088,0.145,0.170,31.321,43.399,
6.715,4.092,1.370,3.523,-3.676,16.879,-0.295,0.176,0.343,59.133,69.734,
7.017,4.019,1.295,0.752,9.707,42.327,-0.240,-0.249,0.346,133.973,84.268,
7.188,4.004,1.267,2.147,14.008,49.510,-0.088,-0.160,0.183,118.839,42.226,
7.334,4.001,1.204,-4.593,10.881,62.500,-0.019,-0.433,0.434,92.480,88.465,
7.573,4.005,1.166,-3.008,12.315,68.950,0.014,-0.158,0.159,184.899,27.085,
7.751,4.011,1.113,-5.682,10.625,78.554,0.038,-0.301,0.303,187.126,53.935,
7.906,4.017,1.099,-4.161,10.266,80.128,0.038,-0.086,0.094,203.821,10.164,
8.056,4.032,1.087,-5.429,9.927,82.292,0.099,-0.080,0.127,230.977,14.423,
8.220,4.036,1.082,-6.561,9.292,82.983,0.025,-0.030,0.039,219.563,4.209,
8.389,4.038,1.081,-7.131,8.480,83.229,0.010,-0.011,0.015,222.924,1.450,
8.543,4.039,1.082,-7.934,8.295,83.159,0.010,0.006,0.012,328.767,-0.452,
8.707,4.040,1.084,-7.916,8.219,82.894,0.001,0.017,0.017,273.088,-1.615,
8.868,4.039,1.088,-8.319,7.808,82.573,-0.005,0.023,0.024,13.349,-1.999,
9.031,4.039,1.088,-8.465,8.421,82.559,0.005,0.001,0.005,349.992,-0.089,
9.194,4.039,1.088,-8.377,7.979,82.479,0.000,-0.003,0.003,182.978,-0.492,
9.428,4.039,1.091,-8.611,7.799,82.235,-0.000,0.015,0.015,0.692,-1.041,
9.940,4.039,1.093,-8.734,7.165,81.939,-0.001,0.004,0.004,11.436,-0.579,
10.112,4.036,1.103,-9.144,5.769,79.268,-0.017,0.057,0.059,16.213,-15.476,
10.269,4.034,1.099,-10.499,3.601,75.903,-0.011,-0.025,0.027,114.291,-21.522,
10.611,4.035,1.095,-10.824,-7.538,56.629,0.002,-0.011,0.012,190.858,-56.270,
10.780,4.058,1.300,7.421,9.216,-3.703,0.136,1.214,1.222,276.374,-357.730,
10.932,4.062,1.301,7.346,7.936,-4.111,0.027,0.005,0.027,350.126,-2.682,
11.116,4.063,1.302,7.335,8.197,-4.046,0.005,0.008,0.009,302.682,0.355,
11.291,4.065,1.306,7.297,7.677,-4.188,0.012,0.018,0.022,302.085,-0.813,
11.471,4.068,1.302,5.419,-4.913,-3.854,0.015,-0.020,0.025,216.185,1.853,
11.645,4.065,1.305,4.984,-5.190,-3.407,-0.016,0.017,0.023,43.597,2.569,
12.112,4.031,1.319,3.178,-5.001,-1.866,-0.073,0.030,0.079,67.944,3.296,
12.276,4.025,1.320,2.538,-5.351,-1.568,-0.038,0.006,0.038,80.917,1.821,
12.443,4.026,1.321,2.788,-5.061,-1.509,0.008,0.009,0.011,311.234,0.353,
12.762,4.035,1.320,2.864,-4.769,-1.504,0.027,-0.005,0.028,259.447,0.016,
12.918,4.035,1.321,2.756,-4.878,-1.355,0.000,0.009,0.009,272.306,0.957,
13.075,4.037,1.380,0.723,-2.250,0.435,0.013,0.377,0.378,272.021,11.366,
