Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.804,4.075,1.308,0.702,-9.283,3.580,2.259,0.725,2.372,342.200,1.984,
1.939,4.120,1.287,-7.824,-16.706,4.581,0.335,-0.157,0.370,244.909,7.436,
2.059,4.123,1.278,-3.791,-13.024,6.268,0.024,-0.080,0.083,196.892,14.049,
2.195,4.125,1.281,-10.030,-12.817,4.384,0.015,0.025,0.029,301.785,-13.860,
2.320,4.133,1.281,-2.737,-12.986,3.128,0.071,0.004,0.071,357.086,-10.064,
2.442,4.158,1.275,-8.220,-8.618,0.450,0.200,-0.049,0.206,256.170,-21.947,
2.551,4.164,1.274,-9.542,-8.017,0.201,0.060,-0.010,0.061,260.767,-2.262,
2.658,4.161,1.272,-10.010,-10.136,0.303,-0.036,-0.024,0.044,146.047,0.950,
2.765,4.155,1.268,-7.659,-9.186,0.882,-0.049,-0.034,0.060,145.135,5.430,
2.910,4.153,1.268,-7.169,-7.629,1.221,-0.016,-0.003,0.017,170.246,2.338,
3.023,4.151,1.269,-7.133,-8.054,1.473,-0.018,0.010,0.020,61.011,2.223,
3.140,4.151,1.269,-6.561,-7.254,1.394,0.001,0.004,0.004,276.711,-0.682,
3.253,4.151,1.271,-6.812,-7.251,1.197,-0.001,0.018,0.018,4.644,-1.746,
3.355,4.151,1.271,-6.745,-7.575,1.085,0.005,-0.003,0.005,239.816,-1.096,
3.489,4.149,1.272,-6.358,-7.573,1.290,-0.019,0.006,0.020,73.600,1.541,
3.742,4.147,1.272,-6.083,-7.402,1.330,-0.008,0.003,0.008,70.155,0.158,
3.852,4.147,1.272,-5.779,-7.067,1.307,0.000,-0.004,0.004,182.487,-0.211,
3.967,4.147,1.272,-5.882,-7.047,1.256,-0.001,-0.001,0.002,153.925,-0.443,
4.075,4.146,1.273,-5.827,-6.959,1.229,-0.005,0.006,0.007,39.135,-0.251,
4.184,4.146,1.273,-5.560,-7.111,1.242,-0.001,-0.000,0.001,173.987,0.127,
4.284,4.146,1.272,-5.648,-7.089,1.156,0.003,-0.001,0.003,243.679,-0.866,
4.406,4.145,1.273,-5.657,-7.004,1.189,-0.009,0.002,0.010,78.042,0.268,
4.515,4.145,1.273,-5.442,-7.365,1.212,-0.001,-0.001,0.001,149.504,0.209,
4.628,4.145,1.273,-5.851,-7.323,1.141,-0.000,0.000,0.000,35.992,-0.628,
4.736,4.145,1.273,-5.459,-7.347,1.134,0.003,0.001,0.003,341.711,-0.065,
4.853,4.146,1.273,-5.835,-7.458,1.084,0.002,-0.001,0.003,238.009,-0.429,
4.970,4.145,1.273,-5.785,-7.060,1.138,-0.003,0.003,0.004,45.142,0.457,
5.108,4.145,1.273,-5.586,-7.211,1.136,-0.003,0.002,0.004,60.617,-0.013,
5.245,4.145,1.273,-5.577,-7.032,1.130,-0.002,0.001,0.003,74.429,-0.043,
