Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.755,0,1.047,0.077,-0.185,1.028,-0.304,0.500,-3.056,
1,2.879,0,1.093,0.077,-0.178,1.076,-0.248,0.473,-3.050,
2,2.995,0,1.112,0.075,-0.180,1.095,-0.211,0.472,-3.056,
3,3.108,0,1.111,0.078,-0.179,1.094,-0.210,0.456,-3.048,
4,3.238,0,1.099,0.083,-0.173,1.082,-0.237,0.466,-3.028,
5,3.349,0,1.093,0.085,-0.172,1.076,-0.252,0.473,-3.015,
6,3.470,0,1.095,0.086,-0.172,1.077,-0.250,0.467,-3.014,
7,3.586,0,1.096,0.088,-0.172,1.079,-0.240,0.470,-3.016,
8,3.718,0,1.095,0.089,-0.173,1.078,-0.248,0.467,-3.011,
9,3.838,0,1.096,0.090,-0.173,1.078,-0.241,0.465,-3.012,
10,3.966,0,1.096,0.091,-0.173,1.078,-0.240,0.460,-3.009,
11,4.086,0,1.089,0.096,-0.172,1.071,-0.226,0.450,-3.015,
