Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
6.013,4.175,1.235,-3.290,11.097,-92.630,0.694,0.205,0.724,343.526,-15.405,
6.146,4.169,1.228,-4.869,10.684,-93.216,-0.046,-0.048,0.067,133.360,-4.411,
6.268,4.143,1.200,4.242,4.140,-96.764,-0.209,-0.233,0.313,131.826,-28.996,
6.380,4.132,1.190,11.927,-0.923,-97.108,-0.098,-0.090,0.133,137.534,-3.066,
6.508,4.147,1.206,1.286,3.217,-94.736,0.112,0.133,0.173,310.062,18.588,
6.623,4.164,1.223,6.569,1.519,-92.151,0.152,0.143,0.209,316.882,22.541,
6.745,4.165,1.227,1.757,3.429,-91.330,0.012,0.030,0.032,291.654,6.712,
6.845,4.165,1.229,4.883,2.566,-90.764,-0.005,0.030,0.030,9.503,5.663,
6.955,4.165,1.232,3.139,3.004,-90.631,-0.004,0.024,0.024,9.387,1.205,
7.063,4.167,1.236,5.649,1.735,-90.189,0.026,0.038,0.045,304.309,4.098,
7.181,4.168,1.238,3.218,3.328,-90.060,0.009,0.018,0.020,295.400,1.086,
7.296,4.166,1.238,6.207,2.450,-91.364,-0.024,-0.001,0.024,178.705,-11.425,
7.409,4.161,1.238,6.780,3.860,-92.851,-0.045,-0.002,0.045,177.216,-13.095,
7.525,4.163,1.239,10.721,2.916,-92.798,0.026,0.005,0.026,349.569,0.459,
7.634,4.163,1.239,10.519,3.074,-92.713,-0.001,0.002,0.002,33.062,0.782,
7.739,4.170,1.246,4.664,1.495,-86.230,0.062,0.066,0.090,313.076,61.622,
