Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.428,0.050,-0.017,5.075,-4.445,-97.212,0.020,-0.007,0.022,251.586,-40.035,
2.776,0.024,0.039,12.462,12.381,-94.960,-0.073,0.161,0.177,24.527,6.476,
2.885,0.024,0.038,13.358,10.100,-95.727,0.004,-0.010,0.011,199.580,-7.061,
2.999,0.008,0.047,15.975,7.787,-91.345,-0.146,0.074,0.164,63.300,38.285,
3.126,0.007,0.047,15.581,7.348,-90.693,-0.006,-0.000,0.006,178.360,5.120,
3.243,0.009,0.045,14.053,3.498,-91.582,0.022,-0.012,0.025,241.303,-7.600,
3.371,0.010,0.046,15.541,4.027,-92.267,0.008,0.007,0.010,319.182,-5.364,
3.493,0.010,0.046,12.341,6.482,-91.911,-0.005,-0.005,0.007,132.824,2.910,
3.610,0.011,0.044,13.684,4.879,-92.526,0.014,-0.011,0.018,231.734,-5.275,
3.725,0.015,0.042,12.698,4.478,-93.611,0.030,-0.016,0.034,241.248,-9.449,
3.845,0.015,0.042,14.261,4.610,-94.018,0.001,-0.003,0.003,198.007,-3.401,
3.976,0.014,0.043,13.999,4.820,-93.724,-0.006,0.008,0.010,33.768,2.232,
4.091,0.014,0.043,13.702,4.035,-93.630,-0.004,0.003,0.005,59.062,0.825,
4.207,0.013,0.043,13.270,4.647,-93.468,-0.003,-0.001,0.003,158.139,1.392,
4.328,0.013,0.044,13.541,3.472,-93.210,-0.004,0.004,0.006,45.290,2.135,
4.438,0.013,0.043,13.442,4.288,-93.290,-0.002,-0.006,0.006,108.342,-0.734,
4.555,0.012,0.044,13.307,3.986,-93.133,-0.003,0.005,0.006,31.005,1.339,
4.680,0.012,0.044,13.407,3.454,-92.899,-0.003,0.003,0.005,43.602,1.868,
4.799,0.011,0.045,13.189,4.590,-92.810,-0.008,0.003,0.009,72.994,0.748,
4.908,0.011,0.045,13.267,4.126,-92.742,0.000,0.000,0.000,298.231,0.623,
5.025,0.011,0.044,12.849,4.292,-92.919,0.004,-0.008,0.009,207.187,-1.503,
5.153,0.011,0.044,12.792,4.915,-92.900,-0.002,0.002,0.003,49.037,0.144,
5.269,0.011,0.044,12.911,3.715,-92.655,-0.001,0.003,0.003,10.049,2.123,
5.389,0.010,0.044,12.608,4.638,-92.680,-0.005,0.001,0.005,75.041,-0.208,
5.515,0.010,0.044,12.553,4.290,-92.643,0.000,-0.001,0.001,182.070,0.290,
5.630,0.011,0.044,12.594,3.855,-92.630,0.003,-0.004,0.005,212.808,0.111,
5.744,0.011,0.044,12.326,3.807,-92.600,-0.001,0.000,0.001,80.370,0.268,
5.870,0.010,0.043,12.266,3.589,-92.615,-0.001,-0.003,0.003,102.878,-0.122,
5.988,0.010,0.044,12.213,3.872,-92.554,-0.001,0.001,0.002,35.431,0.515,
6.107,0.010,0.044,12.061,3.750,-92.531,-0.001,-0.000,0.001,167.124,0.197,
6.222,0.010,0.044,12.199,3.805,-92.530,0.000,0.001,0.001,276.073,0.005,
6.381,0.010,0.044,12.184,3.654,-92.440,-0.001,0.003,0.003,23.063,0.566,
6.522,0.010,0.044,12.056,3.832,-92.530,0.001,-0.003,0.003,206.966,-0.636,
6.659,0.010,0.044,12.061,3.454,-92.487,0.000,0.002,0.002,272.990,0.316,
6.786,0.010,0.044,12.012,3.925,-92.551,0.000,-0.001,0.001,190.751,-0.509,
6.905,0.010,0.045,12.084,3.604,-92.394,-0.004,0.008,0.009,27.438,1.327,
7.037,0.010,0.045,12.101,3.609,-92.415,0.001,-0.002,0.002,214.097,-0.160,
7.158,0.010,0.045,12.083,3.751,-92.347,-0.003,0.002,0.004,58.683,0.568,
7.290,0.010,0.045,12.013,3.759,-92.353,0.001,-0.001,0.002,213.315,-0.048,
7.415,0.010,0.045,12.154,3.636,-92.346,-0.000,0.001,0.001,10.807,0.055,
