Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,4.036,0,0.523,0.028,-0.068,0.518,0.349,0.170,-1.529,
1,4.152,0,0.533,0.037,-0.067,0.527,0.324,0.186,-1.543,
2,4.265,0,0.552,0.044,-0.072,0.546,0.308,0.143,-1.577,
3,4.378,0,0.556,0.045,-0.074,0.549,0.289,0.129,-1.585,
4,4.486,0,0.563,0.046,-0.075,0.556,0.295,0.095,-1.587,
5,4.609,0,0.567,0.046,-0.074,0.560,0.308,0.089,-1.577,
6,4.711,0,0.567,0.046,-0.073,0.560,0.303,0.091,-1.569,
7,4.802,0,0.566,0.047,-0.072,0.559,0.310,0.100,-1.573,
8,4.900,0,0.561,0.050,-0.069,0.555,0.298,0.164,-1.560,
9,5.002,0,0.560,0.050,-0.070,0.553,0.291,0.188,-1.583,
10,5.107,0,0.558,0.053,-0.069,0.551,0.323,0.220,-1.580,
11,5.206,0,0.562,0.052,-0.070,0.555,0.345,0.198,-1.581,
12,5.307,0,0.562,0.052,-0.069,0.556,0.341,0.207,-1.575,
13,5.411,0,0.562,0.053,-0.068,0.555,0.347,0.211,-1.573,
14,5.507,0,0.562,0.054,-0.068,0.556,0.345,0.212,-1.566,
15,5.610,0,0.562,0.054,-0.067,0.556,0.348,0.214,-1.565,
16,5.714,0,0.563,0.055,-0.067,0.556,0.345,0.205,-1.560,
17,5.813,0,0.563,0.055,-0.067,0.556,0.347,0.208,-1.559,
18,5.914,0,0.564,0.056,-0.067,0.557,0.327,0.211,-1.554,
19,6.024,0,0.563,0.056,-0.066,0.556,0.345,0.208,-1.556,
20,6.132,0,0.562,0.056,-0.066,0.556,0.346,0.211,-1.556,
21,6.233,0,0.562,0.056,-0.066,0.555,0.344,0.213,-1.555,
22,6.332,0,0.563,0.056,-0.066,0.557,0.328,0.211,-1.552,
23,6.434,0,0.560,0.056,-0.066,0.553,0.346,0.228,-1.556,
24,6.542,0,0.560,0.056,-0.066,0.554,0.345,0.224,-1.557,
25,6.642,0,0.561,0.056,-0.066,0.554,0.348,0.218,-1.558,
26,6.745,0,0.561,0.055,-0.065,0.554,0.342,0.217,-1.557,
27,6.843,0,0.568,0.050,-0.059,0.563,0.358,0.196,-1.622,
28,7.060,0,0.569,0.030,-0.005,0.568,0.273,0.406,-2.136,
29,7.166,0,0.577,0.025,0.001,0.577,0.126,0.385,-2.378,
30,7.279,0,0.580,0.034,-0.004,0.579,-0.021,0.490,-2.775,
31,7.386,0,0.582,0.034,-0.008,0.581,-0.021,0.423,-2.871,
32,7.494,0,0.587,0.032,-0.015,0.586,-0.016,0.375,-2.946,
33,7.595,0,0.584,0.032,-0.023,0.582,-0.048,0.383,-3.009,
34,7.744,0,0.581,0.035,-0.024,0.580,-0.049,0.364,-3.021,
35,7.859,0,0.577,0.040,-0.028,0.574,-0.084,0.364,-3.078,
36,7.967,0,0.577,0.044,-0.033,0.575,-0.108,0.311,-3.115,
37,8.065,0,0.576,0.044,-0.034,0.573,-0.095,0.320,-3.115,
38,8.187,0,0.575,0.044,-0.034,0.572,-0.099,0.328,-3.109,
39,8.295,0,0.574,0.045,-0.036,0.571,-0.100,0.304,-3.113,
40,8.403,0,0.574,0.044,-0.036,0.571,-0.089,0.327,-3.108,
41,8.502,0,0.573,0.044,-0.036,0.570,-0.074,0.325,-3.103,
42,8.603,0,0.570,0.043,-0.037,0.567,-0.049,0.293,-3.080,
43,8.716,0,0.573,0.039,-0.029,0.571,-0.003,0.324,-3.036,
44,8.838,0,0.580,0.031,-0.016,0.579,0.047,0.315,-2.947,
45,9.056,0,0.547,-0.002,0.012,0.547,0.151,0.266,-2.402,
46,9.155,0,0.529,-0.007,0.009,0.529,0.189,0.267,-2.179,
47,9.264,0,0.510,0.001,-0.013,0.510,0.153,0.038,-1.786,
48,9.368,0,0.501,0.009,-0.021,0.500,0.112,0.001,-1.649,
49,9.473,0,0.502,0.028,-0.028,0.500,0.111,-0.025,-1.491,
50,9.568,0,0.503,0.033,-0.031,0.501,0.101,-0.055,-1.471,
51,9.664,0,0.496,0.042,-0.038,0.493,0.177,0.034,-1.465,
52,9.771,0,0.494,0.041,-0.045,0.491,0.189,0.053,-1.472,
