Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,8.868,0,0.474,-0.000,-0.077,0.468,0.094,0.139,2.877,
1,9.188,0,0.486,0.015,-0.049,0.483,0.009,0.118,3.065,
2,9.299,0,0.488,0.016,-0.048,0.486,-0.016,0.121,3.067,
3,9.415,0,0.490,0.018,-0.048,0.487,-0.024,0.124,3.071,
4,9.535,0,0.491,0.019,-0.049,0.488,-0.033,0.128,3.075,
5,9.648,0,0.493,0.021,-0.049,0.491,-0.016,0.148,3.084,
6,9.771,0,0.493,0.021,-0.050,0.490,0.004,0.129,3.084,
7,9.886,0,0.493,0.021,-0.051,0.490,-0.001,0.130,3.087,
8,10.006,0,0.491,0.021,-0.053,0.488,0.021,0.103,3.086,
9,10.117,0,0.492,0.021,-0.053,0.489,-0.013,0.129,3.084,
10,10.224,0,0.493,0.020,-0.053,0.490,-0.022,0.139,3.084,
11,10.346,0,0.493,0.019,-0.054,0.489,-0.033,0.147,3.085,
12,10.470,0,0.492,0.019,-0.053,0.488,-0.068,0.158,3.090,
13,10.597,0,0.493,0.019,-0.054,0.490,-0.030,0.147,3.084,
14,10.716,0,0.493,0.019,-0.054,0.490,-0.037,0.154,3.084,
15,10.829,0,0.493,0.019,-0.054,0.490,-0.032,0.152,3.085,
16,10.937,0,0.492,0.018,-0.055,0.489,-0.028,0.147,3.083,
17,11.053,0,0.492,0.018,-0.055,0.489,-0.029,0.149,3.079,
18,11.165,0,0.492,0.018,-0.055,0.489,-0.028,0.147,3.078,
19,11.280,0,0.492,0.018,-0.055,0.489,-0.034,0.153,3.078,
20,11.409,0,0.492,0.017,-0.055,0.488,-0.027,0.145,3.079,
21,11.523,0,0.491,0.018,-0.056,0.488,-0.015,0.134,3.079,
22,11.642,0,0.491,0.018,-0.056,0.488,-0.017,0.135,3.078,
23,11.753,0,0.492,0.018,-0.056,0.488,-0.026,0.145,3.076,
24,11.864,0,0.491,0.017,-0.056,0.488,-0.021,0.139,3.076,
25,11.980,0,0.492,0.017,-0.056,0.488,-0.029,0.147,3.074,
26,12.095,0,0.491,0.017,-0.056,0.488,-0.033,0.149,3.072,
27,12.221,0,0.491,0.017,-0.056,0.487,-0.025,0.137,3.071,
28,12.335,0,0.491,0.017,-0.056,0.487,-0.018,0.136,3.071,
29,12.451,0,0.490,0.017,-0.056,0.487,-0.015,0.133,3.072,
30,12.567,0,0.490,0.017,-0.057,0.487,-0.025,0.140,3.069,
31,12.688,0,0.491,0.017,-0.057,0.487,-0.038,0.158,3.066,
32,12.806,0,0.489,0.017,-0.058,0.486,-0.015,0.135,3.066,
33,12.922,0,0.489,0.017,-0.058,0.486,-0.015,0.135,3.067,
34,13.039,0,0.490,0.018,-0.058,0.486,-0.020,0.139,3.063,
35,13.149,0,0.490,0.017,-0.058,0.486,-0.028,0.147,3.054,
36,13.262,0,0.489,0.017,-0.059,0.485,-0.016,0.127,3.044,
37,13.376,0,0.488,0.017,-0.059,0.484,-0.016,0.121,3.029,
38,13.492,0,0.487,0.016,-0.060,0.483,-0.012,0.114,3.020,
39,13.608,0,0.487,0.015,-0.060,0.483,-0.008,0.118,3.019,
40,13.723,0,0.488,0.015,-0.060,0.484,-0.009,0.114,3.017,
41,13.842,0,0.488,0.016,-0.060,0.484,-0.012,0.120,3.012,
42,13.951,0,0.488,0.016,-0.060,0.484,-0.005,0.114,3.012,
43,14.077,0,0.487,0.016,-0.060,0.483,-0.004,0.112,3.012,
44,14.192,0,0.486,0.016,-0.060,0.482,-0.022,0.119,3.016,
45,14.307,0,0.487,0.016,-0.061,0.483,-0.024,0.123,3.015,
46,14.427,0,0.487,0.016,-0.061,0.483,-0.002,0.111,3.009,
47,14.542,0,0.487,0.016,-0.061,0.483,0.001,0.108,3.010,
48,14.658,0,0.487,0.015,-0.060,0.483,-0.002,0.113,3.008,
