Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.555,-0.010,0.040,7.552,8.384,-84.541,-0.007,0.026,0.027,14.407,-54.365,
1.674,-0.011,0.041,12.698,8.269,-85.688,-0.003,0.002,0.003,55.484,-9.679,
1.800,-0.014,0.040,6.005,8.426,-84.735,-0.026,-0.005,0.027,169.403,7.572,
1.923,-0.017,0.036,4.722,8.395,-84.928,-0.028,-0.029,0.040,133.914,-1.564,
2.049,-0.017,0.034,1.548,9.178,-84.539,0.001,-0.020,0.020,183.529,3.082,
2.168,-0.018,0.034,1.052,8.813,-84.343,-0.008,-0.001,0.008,172.036,1.644,
2.286,-0.019,0.033,5.436,8.727,-85.045,-0.005,-0.009,0.010,117.989,-5.976,
2.412,-0.017,0.032,5.781,9.197,-85.439,0.012,-0.007,0.013,240.834,-3.113,
2.541,-0.016,0.031,2.399,8.738,-84.995,0.008,-0.010,0.013,216.554,3.448,
2.658,-0.017,0.030,10.723,11.355,-86.779,-0.003,-0.003,0.004,136.665,-15.256,
2.774,-0.016,0.030,6.192,8.908,-85.742,0.006,-0.004,0.007,238.630,8.993,
2.886,-0.015,0.030,6.487,8.661,-85.863,0.005,-0.001,0.006,255.424,-1.082,
3.011,-0.015,0.030,5.973,8.900,-85.896,0.003,-0.001,0.003,243.564,-0.264,
3.127,-0.014,0.029,2.873,8.235,-85.560,0.011,-0.007,0.013,236.740,2.894,
3.254,-0.014,0.029,6.308,8.600,-86.102,-0.004,0.003,0.005,51.577,-4.266,
3.489,-0.014,0.029,3.405,7.754,-85.622,0.001,-0.002,0.002,205.960,2.035,
3.606,-0.014,0.029,7.232,8.139,-86.265,-0.002,0.002,0.003,47.562,-5.531,
3.732,-0.013,0.029,4.208,7.298,-85.665,0.006,-0.001,0.006,257.891,4.740,
3.859,-0.014,0.028,4.167,8.476,-85.986,-0.004,-0.007,0.008,118.464,-2.514,
3.976,-0.014,0.028,8.485,7.781,-86.545,0.000,0.005,0.005,270.515,-4.824,
4.106,-0.014,0.027,3.095,8.366,-85.872,0.001,-0.007,0.007,189.985,5.161,
4.223,-0.014,0.026,5.818,7.388,-86.442,0.002,-0.009,0.009,192.637,-4.860,
4.355,-0.013,0.026,5.158,7.699,-86.305,0.002,-0.001,0.002,232.682,1.044,
4.476,-0.014,0.026,7.967,8.370,-86.802,-0.007,0.001,0.007,79.712,-4.083,
4.595,-0.014,0.026,8.265,7.733,-86.861,0.005,-0.003,0.005,238.477,-0.504,
4.712,-0.013,0.026,7.700,7.930,-86.728,0.002,0.002,0.003,309.441,1.135,
4.831,-0.014,0.026,8.682,7.847,-86.895,-0.002,-0.001,0.003,164.273,-1.405,
4.950,-0.013,0.026,5.645,7.427,-86.471,0.005,-0.001,0.005,263.168,3.550,
5.081,-0.014,0.026,8.311,7.750,-86.798,-0.005,0.003,0.006,60.354,-2.499,
5.196,-0.013,0.026,8.505,7.713,-86.816,0.003,-0.001,0.003,245.876,-0.160,
5.313,-0.013,0.026,8.251,7.942,-86.795,-0.000,0.000,0.000,38.754,0.183,
5.430,-0.013,0.026,6.123,7.976,-86.762,0.006,-0.004,0.007,231.327,0.280,
5.546,-0.012,0.026,5.869,7.266,-86.670,0.003,-0.001,0.003,246.806,0.796,
5.684,-0.013,0.025,5.849,8.042,-86.796,-0.005,-0.003,0.005,146.301,-0.916,
5.827,-0.013,0.025,9.754,7.852,-87.388,-0.002,-0.001,0.002,152.998,-4.116,
5.968,-0.014,0.024,8.451,8.159,-87.170,-0.006,-0.006,0.008,135.397,1.542,
6.110,-0.014,0.023,9.258,7.595,-87.364,-0.002,-0.006,0.006,110.020,-1.360,
6.238,-0.015,0.023,9.195,7.586,-87.381,-0.002,-0.002,0.003,147.159,-0.136,
6.352,-0.016,0.023,8.449,7.541,-87.327,-0.007,-0.005,0.009,144.189,0.476,
6.472,-0.016,0.022,10.055,7.451,-87.648,-0.004,-0.007,0.008,123.087,-2.683,
6.611,-0.016,0.021,9.334,7.625,-87.574,0.001,-0.006,0.006,187.302,0.531,
6.744,-0.015,0.020,6.717,7.432,-87.222,0.011,-0.008,0.013,234.379,2.643,
6.879,-0.014,0.020,9.025,8.155,-87.638,0.001,0.000,0.001,358.907,-3.078,
6.995,-0.014,0.020,8.145,7.925,-87.525,0.004,-0.003,0.005,226.482,0.966,
7.112,-0.013,0.019,7.286,7.367,-87.332,0.012,-0.002,0.012,259.593,1.665,
7.229,-0.012,0.020,5.579,7.562,-87.050,0.006,0.001,0.006,347.495,2.405,
7.352,-0.009,0.021,5.116,7.143,-86.770,0.020,0.008,0.022,338.052,2.275,
7.470,-0.010,0.022,7.719,7.611,-87.241,-0.004,0.009,0.010,25.538,-3.987,
7.593,-0.010,0.022,7.589,7.198,-87.310,0.001,0.001,0.002,312.842,-0.559,
7.723,-0.010,0.022,7.867,7.221,-87.341,0.002,0.003,0.003,296.502,-0.244,
7.845,-0.009,0.022,3.199,7.498,-86.632,0.002,-0.001,0.002,238.927,5.821,
7.962,0.001,0.015,3.096,6.327,-89.433,0.092,-0.056,0.107,238.539,-23.900,
8.073,0.015,0.005,0.657,5.614,-92.379,0.120,-0.096,0.154,231.160,-26.664,
8.196,0.026,-0.002,-0.508,5.256,-93.884,0.091,-0.055,0.106,239.048,-12.172,
8.313,0.027,-0.002,1.647,4.426,-94.131,0.012,0.000,0.012,357.782,-2.114,
8.440,0.027,-0.003,5.591,3.009,-94.629,0.000,-0.006,0.006,180.244,-3.933,
8.561,0.027,-0.003,8.082,2.632,-94.584,-0.006,-0.002,0.006,159.401,0.368,
8.678,0.024,-0.004,9.600,2.005,-94.428,-0.018,-0.006,0.019,161.874,1.340,
8.786,0.027,-0.007,9.086,1.085,-94.160,0.020,-0.032,0.038,212.424,2.467,
