Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.078,3.982,1.053,-10.859,-2.603,95.066,1.916,0.507,1.982,345.186,45.749,
2.686,3.975,1.055,-13.707,-4.655,94.739,-0.011,0.003,0.011,72.233,-0.536,
3.048,4.002,1.046,-18.038,-5.981,95.332,0.076,-0.026,0.080,251.179,1.642,
3.697,4.031,1.039,-14.807,-5.373,97.318,0.043,-0.011,0.045,256.296,3.060,
7.350,3.951,1.055,-23.532,-1.553,94.955,-0.022,0.004,0.022,78.423,-0.647,
7.616,4.045,1.064,-18.382,-7.940,94.784,0.354,0.032,0.355,354.801,-0.641,
7.757,4.059,1.065,-16.751,-8.729,94.920,0.100,0.006,0.101,356.429,0.964,
8.443,4.096,1.069,-12.159,-9.537,94.653,0.053,0.006,0.054,353.099,-0.389,
8.578,4.098,1.075,-11.735,-9.885,94.241,0.015,0.047,0.049,288.164,-3.044,
9.679,4.083,1.080,-12.877,-8.773,92.283,-0.014,0.004,0.014,73.941,-1.778,
9.816,4.082,1.080,-13.038,-9.165,92.123,-0.005,0.001,0.006,77.526,-1.177,
10.244,4.042,1.100,-16.581,-9.889,83.431,-0.095,0.046,0.105,63.916,-20.288,
10.957,3.946,1.359,8.293,-22.816,-6.291,-0.135,0.364,0.388,20.290,-125.839,
11.102,3.949,1.360,5.713,-22.390,-6.979,0.023,0.004,0.023,350.259,-4.750,
11.260,3.949,1.358,7.243,-22.001,-6.114,-0.005,-0.013,0.014,109.163,5.496,
11.420,3.953,1.359,5.415,-21.425,-6.581,0.028,0.009,0.029,343.039,-2.903,
11.569,3.955,1.356,5.712,-21.107,-6.545,0.011,-0.021,0.023,207.633,0.242,
11.720,3.958,1.357,5.921,-21.476,-6.840,0.023,0.009,0.024,338.729,-1.944,
11.860,3.963,1.358,5.384,-21.202,-6.887,0.036,0.009,0.037,346.610,-0.337,
12.009,3.965,1.358,5.247,-21.345,-6.970,0.010,0.000,0.010,357.538,-0.562,
12.165,3.968,1.358,5.127,-21.964,-7.269,0.020,-0.002,0.020,264.959,-1.909,
12.473,3.971,1.359,5.006,-21.435,-7.345,0.011,0.002,0.012,349.764,-0.246,
12.617,3.971,1.359,4.991,-21.600,-7.333,-0.000,0.003,0.003,6.351,0.088,
12.757,3.971,1.359,5.155,-21.752,-7.211,-0.002,-0.004,0.005,121.556,0.867,
12.903,3.972,1.359,4.809,-21.583,-7.235,0.006,0.002,0.006,339.149,-0.161,
13.061,3.973,1.361,4.960,-21.600,-7.341,0.007,0.010,0.012,302.807,-0.667,
13.211,3.973,1.362,4.853,-21.221,-7.383,0.003,0.012,0.013,285.058,-0.283,
13.358,3.968,1.368,5.350,-20.929,-7.125,-0.033,0.038,0.051,40.739,1.754,
