Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.853,0,0.950,0.027,-0.056,0.948,-0.124,0.158,-1.397,
1,2.971,0,0.958,0.028,-0.056,0.956,-0.072,0.132,-1.401,
2,3.096,0,0.964,0.031,-0.056,0.962,-0.079,0.138,-1.399,
3,3.225,0,0.979,0.031,-0.050,0.977,-0.079,0.141,-1.399,
4,3.351,0,0.981,0.032,-0.047,0.980,-0.084,0.147,-1.399,
5,3.598,0,0.981,0.027,-0.051,0.979,-0.137,0.190,-1.391,
6,3.719,0,0.983,0.024,-0.055,0.981,-0.099,0.189,-1.403,
7,3.975,0,0.980,0.022,-0.060,0.978,-0.093,0.200,-1.405,
8,4.103,0,0.974,0.028,-0.064,0.972,-0.127,0.202,-1.398,
9,4.230,0,0.974,0.033,-0.066,0.971,-0.104,0.208,-1.400,
10,4.356,0,0.961,0.048,-0.070,0.957,-0.120,0.212,-1.387,
