Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.845,4.083,1.135,-4.010,1.796,-173.596,1.435,0.399,1.489,344.463,-61.010,
3.208,3.962,1.199,-5.447,-1.533,167.794,-0.334,0.177,0.378,62.055,942.154,
3.322,4.082,1.186,-3.571,3.654,175.914,1.055,-0.114,1.061,263.824,71.124,
3.446,4.092,1.194,-8.059,-2.417,174.601,0.077,0.061,0.099,321.503,-10.549,
3.559,4.107,1.203,1.283,3.473,177.884,0.134,0.080,0.156,329.210,29.207,
3.675,4.109,1.203,-0.191,3.062,178.514,0.013,0.000,0.013,358.338,5.433,
3.792,4.109,1.202,0.292,2.660,178.511,0.002,-0.006,0.006,203.950,-0.029,
4.037,4.112,1.201,-2.183,1.325,178.345,0.013,-0.004,0.013,254.416,-0.677,
4.162,4.118,1.198,-3.114,0.557,179.015,0.046,-0.024,0.051,242.666,5.348,
4.298,4.119,1.198,-3.665,0.096,179.159,0.013,-0.004,0.013,251.294,1.060,
4.439,4.122,1.197,-4.053,0.420,179.299,0.017,-0.003,0.017,260.225,0.996,
4.562,4.122,1.197,-3.914,-0.046,179.390,0.001,-0.001,0.002,218.385,0.742,
4.684,4.122,1.197,-3.856,0.379,179.395,-0.003,0.000,0.003,83.197,0.041,
4.821,4.122,1.196,-3.205,1.311,179.391,0.004,-0.008,0.009,207.645,-0.034,
4.937,4.122,1.196,-4.738,-0.844,179.489,-0.003,-0.006,0.006,117.962,0.848,
5.064,4.119,1.198,-5.381,-2.298,179.272,-0.022,0.023,0.032,43.390,-1.717,
5.178,4.114,1.209,-5.482,-2.281,177.664,-0.041,0.090,0.099,24.543,-14.044,
5.300,4.116,1.223,-3.032,-4.996,176.796,0.017,0.120,0.121,278.121,-7.104,
5.422,4.120,1.225,-0.647,-3.789,176.677,0.031,0.012,0.033,339.179,-0.976,
5.547,4.120,1.225,-0.206,-1.856,177.072,0.002,0.002,0.002,316.962,3.157,
5.675,4.123,1.224,-0.551,-2.257,177.153,0.021,-0.006,0.022,253.207,0.635,
5.795,4.129,1.221,-3.020,-3.794,177.835,0.050,-0.031,0.059,238.374,5.690,
5.913,4.126,1.220,-3.346,-3.683,177.552,-0.030,-0.006,0.030,168.859,-2.403,
6.026,4.124,1.220,-2.765,-3.347,177.419,-0.011,0.001,0.011,86.797,-1.176,
6.159,4.124,1.220,-2.476,-2.763,177.428,-0.005,0.001,0.006,75.211,0.064,
6.266,4.123,1.220,-2.377,-3.030,177.417,-0.007,-0.006,0.009,143.431,-0.098,
6.379,4.123,1.219,-3.203,-3.302,177.356,0.000,-0.004,0.004,184.254,-0.544,
6.633,4.123,1.219,-3.659,-3.501,177.187,-0.001,-0.001,0.002,136.025,-0.664,
6.746,4.122,1.218,-2.547,-2.687,177.502,-0.008,-0.003,0.009,157.728,2.768,
6.864,4.119,1.218,-3.527,-3.175,177.242,-0.019,-0.002,0.019,175.322,-2.208,
6.987,4.124,1.216,-3.966,-3.071,177.122,0.040,-0.019,0.044,244.890,-0.981,
7.111,4.130,1.212,-3.793,-3.796,178.220,0.050,-0.030,0.058,238.592,8.852,
7.226,4.132,1.211,-4.079,-4.359,178.331,0.010,-0.014,0.018,216.568,0.965,
