Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
7.348,4.134,1.209,-4.603,-5.174,178.435,0.018,-0.014,0.022,232.880,0.851,
7.463,4.134,1.208,-4.986,-5.500,178.594,-0.000,-0.006,0.006,90.221,1.379,
7.576,4.133,1.208,-4.911,-5.299,178.586,-0.009,-0.002,0.009,164.796,-0.065,
7.690,4.132,1.208,-5.152,-5.529,178.435,-0.006,-0.004,0.007,147.893,-1.331,
7.799,4.132,1.208,-5.359,-5.566,178.385,-0.002,0.000,0.002,72.686,-0.462,
7.915,4.132,1.207,-4.959,-5.200,178.467,0.003,-0.003,0.004,220.388,0.711,
8.034,4.132,1.207,-5.326,-5.405,178.383,-0.002,0.002,0.003,33.220,-0.706,
8.147,4.132,1.207,-5.088,-5.158,178.453,0.003,-0.001,0.003,253.117,0.618,
8.267,4.133,1.207,-5.288,-5.321,178.453,0.001,-0.002,0.002,222.943,0.001,
8.388,4.133,1.207,-5.251,-5.154,178.399,0.001,-0.000,0.001,265.198,-0.448,
8.502,4.133,1.207,-5.680,-5.301,178.370,0.000,-0.002,0.002,184.500,-0.253,
8.617,4.133,1.207,-5.262,-5.097,178.365,-0.002,0.001,0.002,51.492,-0.048,
8.728,4.132,1.207,-5.792,-5.263,178.256,-0.003,-0.000,0.003,176.001,-0.981,
8.843,4.132,1.207,-5.099,-4.857,178.366,-0.000,0.000,0.000,6.792,0.954,
8.959,4.132,1.207,-5.853,-5.298,178.247,-0.000,-0.001,0.001,94.525,-1.015,
9.072,4.133,1.207,-5.490,-5.329,178.366,0.002,-0.003,0.004,215.800,1.044,
9.179,4.132,1.207,-5.623,-5.039,178.283,-0.003,-0.000,0.003,179.385,-0.779,
9.287,4.132,1.207,-5.204,-5.045,178.278,-0.002,0.003,0.003,35.585,-0.045,
9.401,4.131,1.207,-5.650,-5.030,178.077,-0.006,0.001,0.006,76.698,-1.768,
9.511,4.131,1.207,-4.996,-4.653,178.157,-0.000,0.001,0.001,29.964,0.729,
9.624,4.131,1.207,-5.395,-4.669,178.072,-0.001,0.000,0.001,85.868,-0.749,
9.739,4.131,1.207,-5.103,-4.747,178.163,0.001,-0.002,0.003,204.627,0.794,
9.853,4.131,1.207,-5.547,-4.809,178.052,-0.002,0.000,0.002,74.779,-0.978,
9.969,4.131,1.207,-5.329,-4.806,178.175,0.002,-0.001,0.002,231.056,1.070,
10.083,4.131,1.207,-5.403,-4.743,178.148,0.000,0.000,0.000,320.448,-0.236,
10.196,4.132,1.207,-5.638,-4.997,178.093,0.005,-0.001,0.005,258.011,-0.493,
10.302,4.132,1.206,-5.476,-4.909,178.136,0.003,-0.001,0.003,244.036,0.413,
10.415,4.133,1.207,-5.697,-4.885,178.122,0.006,0.006,0.009,314.462,-0.129,
10.533,4.134,1.208,-5.358,-4.735,178.145,0.009,0.006,0.011,324.779,0.199,
10.650,4.134,1.208,-5.485,-4.600,178.240,0.004,-0.001,0.004,254.920,0.805,
10.770,4.135,1.208,-5.336,-4.566,178.360,0.008,0.006,0.010,323.777,1.005,
10.877,4.136,1.209,-5.613,-4.615,178.375,0.007,0.001,0.007,350.008,0.138,
10.989,4.136,1.208,-5.613,-4.789,178.407,0.003,-0.007,0.008,205.044,0.291,
11.105,4.135,1.207,-5.641,-4.787,178.321,-0.013,-0.006,0.014,153.835,-0.755,
11.228,4.134,1.207,-5.443,-4.641,178.247,-0.008,-0.004,0.009,156.405,-0.592,
11.354,4.134,1.206,-5.573,-4.776,178.138,-0.002,-0.001,0.003,150.788,-0.869,
11.470,4.133,1.206,-5.453,-4.652,178.045,-0.008,0.000,0.008,88.387,-0.804,
11.599,4.132,1.206,-5.605,-4.697,178.010,-0.002,-0.003,0.004,122.361,-0.270,
11.707,4.131,1.208,-4.914,-4.420,177.638,-0.015,0.018,0.023,40.684,-3.447,
11.856,4.124,1.214,-3.516,-2.590,176.562,-0.045,0.044,0.062,45.648,-7.237,
11.974,4.118,1.220,-0.884,0.228,175.669,-0.049,0.048,0.069,45.737,-7.532,
12.085,4.111,1.224,0.307,1.509,173.828,-0.064,0.035,0.073,61.435,-16.594,
12.208,4.119,1.221,0.603,0.937,174.809,0.063,-0.023,0.067,249.637,8.011,
12.326,4.118,1.222,-4.199,-1.369,174.684,-0.007,0.006,0.009,48.535,-1.065,
12.440,4.122,1.219,0.803,0.767,175.282,0.029,-0.022,0.036,233.575,5.232,
12.576,4.121,1.219,-1.573,-0.972,175.309,-0.003,-0.001,0.003,161.449,0.203,
12.702,4.121,1.219,-0.875,-0.145,175.260,-0.004,-0.003,0.004,144.759,-0.386,
12.809,4.121,1.218,-1.663,-0.710,175.249,0.001,-0.003,0.003,201.083,-0.107,
12.917,4.120,1.219,-1.579,-0.937,175.286,-0.009,0.004,0.010,63.793,0.344,
13.025,4.118,1.219,-1.513,-0.821,175.233,-0.018,0.001,0.018,88.208,-0.496,
13.155,4.121,1.218,-1.761,-1.315,175.175,0.023,-0.012,0.026,243.452,-0.448,
13.277,4.123,1.215,-4.223,-2.801,175.705,0.018,-0.020,0.027,221.622,4.308,
13.391,4.123,1.216,-1.393,-1.090,175.779,-0.005,0.009,0.010,29.388,0.656,
13.505,4.124,1.214,-3.810,-2.860,175.613,0.009,-0.014,0.017,210.755,-1.448,
13.616,4.123,1.215,-1.512,-1.011,175.929,-0.001,0.005,0.005,8.576,2.831,
13.729,4.122,1.215,-2.712,-1.869,175.733,-0.009,0.002,0.009,79.623,-1.740,
13.838,4.122,1.215,-2.582,-1.949,175.679,-0.002,-0.003,0.004,128.843,-0.496,
13.958,4.122,1.215,-2.233,-1.531,175.737,-0.002,0.003,0.004,35.178,0.478,
14.066,4.122,1.215,-2.672,-1.800,175.737,0.003,-0.002,0.004,235.747,0.004,
14.180,4.122,1.215,-2.191,-1.495,175.795,-0.000,-0.002,0.002,95.299,0.506,
14.304,4.122,1.215,-2.306,-1.470,175.813,0.001,-0.001,0.001,237.972,0.142,
14.418,4.123,1.215,-2.410,-1.651,175.821,0.003,0.000,0.003,353.313,0.075,
14.526,4.124,1.214,-2.671,-1.823,175.970,0.012,-0.005,0.013,247.727,1.373,
14.640,4.124,1.214,-2.840,-2.009,176.025,0.004,0.003,0.005,329.834,0.484,
14.764,4.126,1.213,-3.357,-2.138,176.331,0.015,-0.009,0.018,238.865,2.464,
14.886,4.126,1.212,-3.301,-2.189,176.431,-0.005,-0.011,0.012,112.801,0.827,
15.002,4.097,1.227,-0.270,5.835,173.710,-0.242,0.131,0.275,61.592,-23.325,
15.246,4.059,1.266,8.684,6.540,163.946,-0.158,0.158,0.224,45.011,-39.963,
15.481,4.050,1.258,8.747,5.828,164.658,-0.036,-0.035,0.050,135.823,3.032,
15.603,4.045,1.246,8.631,6.692,166.365,-0.043,-0.094,0.104,114.407,13.976,
