Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.051,0,0.463,-0.014,-0.000,0.463,0.479,0.238,-1.707,
1,2.216,0,0.479,-0.014,0.016,0.478,-0.050,0.080,-1.615,
2,2.375,0,0.491,-0.015,0.016,0.490,0.104,0.127,-1.629,
3,2.531,0,0.490,-0.015,0.016,0.490,0.075,0.111,-1.626,
4,2.685,0,0.492,-0.015,0.016,0.491,0.111,0.129,-1.633,
5,2.840,0,0.491,-0.015,0.017,0.491,0.046,0.094,-1.622,
6,2.996,0,0.492,-0.015,0.017,0.491,0.072,0.106,-1.627,
7,3.158,0,0.491,-0.015,0.017,0.491,0.051,0.097,-1.628,
8,3.318,0,0.493,-0.015,0.018,0.492,0.059,0.101,-1.630,
9,3.467,0,0.493,-0.015,0.018,0.493,0.055,0.097,-1.628,
10,3.630,0,0.493,-0.015,0.018,0.493,0.052,0.098,-1.633,
11,3.784,0,0.492,-0.015,0.016,0.491,0.063,0.104,-1.634,
12,3.936,0,0.492,-0.016,0.016,0.491,0.024,0.084,-1.629,
13,4.081,0,0.493,-0.018,0.016,0.493,0.057,0.098,-1.633,
14,4.226,0,0.490,-0.024,0.014,0.489,-0.017,0.059,-1.616,
15,4.399,0,0.483,-0.037,0.011,0.481,-0.081,0.048,-1.612,
16,4.544,0,0.481,-0.043,0.007,0.479,-0.025,0.076,-1.625,
17,4.845,0,0.432,-0.098,-0.064,0.416,-0.188,0.128,-1.375,
