Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
0.911,4.026,1.169,-26.013,0.628,89.447,4.421,1.283,4.604,343.814,98.218,
1.035,4.036,1.165,13.452,-5.507,92.510,0.076,-0.033,0.083,246.819,24.639,
1.183,4.044,1.172,-20.571,-4.912,89.926,0.057,0.048,0.075,320.016,-17.559,
1.319,4.051,1.181,-23.830,-6.251,89.375,0.048,0.069,0.084,304.683,-4.022,
1.439,4.056,1.183,-23.403,-8.172,88.940,0.047,0.012,0.048,345.146,-3.624,
1.600,4.056,1.182,-23.503,-8.427,89.047,-0.001,-0.004,0.004,97.558,0.666,
1.743,4.056,1.181,-23.700,-8.441,89.213,-0.005,-0.004,0.007,139.867,1.169,
2.438,4.049,1.186,-23.600,-7.271,88.548,-0.010,0.007,0.012,54.972,-0.956,
2.557,4.050,1.186,-24.156,-7.114,88.532,0.009,-0.002,0.010,255.344,-0.132,
2.907,4.051,1.186,-24.044,-7.731,88.233,0.005,-0.000,0.005,267.046,-0.854,
3.034,4.051,1.184,-23.802,-7.384,88.649,-0.003,-0.012,0.012,103.099,3.272,
3.143,4.050,1.182,-24.486,-7.267,88.710,-0.013,-0.023,0.026,119.207,0.557,
3.486,4.046,1.175,-25.126,-8.487,88.211,-0.010,-0.018,0.021,118.996,-1.454,
