Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
3.452,4.126,1.094,-5.669,15.178,174.732,1.195,0.317,1.237,345.156,50.619,
3.679,4.149,1.110,-1.965,7.897,179.415,0.102,0.072,0.125,324.999,20.624,
3.902,4.163,1.125,-2.582,7.998,-178.608,0.062,0.068,0.092,312.635,-1608.897,
4.141,4.164,1.132,-3.045,8.569,-178.279,0.006,0.031,0.032,281.530,1.375,
4.348,4.169,1.136,-6.521,9.000,-177.360,0.021,0.018,0.027,319.012,4.447,
4.574,4.164,1.133,-2.898,8.279,-178.128,-0.020,-0.014,0.024,144.453,-3.399,
4.807,4.166,1.132,-2.969,8.306,-178.101,0.006,-0.003,0.006,245.847,0.115,
5.044,4.167,1.133,-2.941,8.443,-177.966,0.007,0.002,0.007,344.331,0.569,
5.247,4.168,1.132,-3.001,8.469,-177.936,0.004,-0.002,0.004,244.127,0.148,
5.450,4.173,1.133,-3.223,7.782,-177.739,0.027,0.005,0.027,349.257,0.968,
