Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.867,0,0.462,0.087,-0.009,0.454,-0.207,0.230,3.036,
1,2.989,0,0.465,0.087,-0.007,0.457,-0.181,0.204,3.026,
2,3.115,0,0.462,0.086,-0.006,0.454,-0.203,0.202,3.046,
3,3.240,0,0.462,0.087,-0.005,0.454,-0.192,0.198,3.050,
4,3.363,0,0.464,0.087,-0.004,0.456,-0.183,0.177,3.047,
5,3.487,0,0.465,0.087,-0.004,0.457,-0.180,0.172,3.044,
6,3.614,0,0.465,0.088,-0.002,0.457,-0.219,0.152,3.029,
7,3.735,0,0.466,0.088,0.000,0.458,-0.223,0.164,3.033,
8,3.853,0,0.459,0.085,0.002,0.451,-0.261,0.183,3.052,
9,3.976,0,0.466,0.086,-0.000,0.458,-0.237,0.158,3.024,
