Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
10.406,4.227,1.377,-15.063,2.135,-83.805,0.406,0.132,0.427,341.952,-8.054,
10.539,4.230,1.365,-11.893,3.830,-84.502,0.029,-0.094,0.098,196.997,-5.218,
10.672,4.232,1.363,-9.912,3.504,-84.844,0.009,-0.016,0.018,209.322,-2.574,
10.807,4.228,1.365,-9.541,3.045,-84.607,-0.028,0.015,0.032,62.770,1.765,
10.940,4.227,1.367,-9.178,3.294,-84.347,-0.008,0.016,0.018,27.629,1.946,
11.088,4.229,1.370,-10.692,4.766,-84.135,0.017,0.022,0.028,307.104,1.432,
11.217,4.228,1.372,-11.022,4.781,-83.983,-0.009,0.013,0.016,34.666,1.181,
11.348,4.228,1.372,-11.173,4.436,-83.901,0.000,0.002,0.002,281.255,0.624,
11.489,4.228,1.371,-11.071,4.421,-84.003,-0.000,-0.003,0.003,97.038,-0.722,
11.630,4.229,1.370,-11.132,4.700,-84.046,0.004,-0.007,0.008,209.367,-0.307,
11.912,4.228,1.368,-11.033,4.559,-84.134,-0.002,-0.008,0.009,103.541,-0.312,
12.051,4.228,1.368,-10.900,4.779,-84.211,0.002,0.002,0.002,315.830,-0.547,
12.178,4.229,1.367,-10.707,4.465,-84.167,0.003,-0.009,0.009,196.879,0.351,
12.319,4.230,1.371,-11.211,4.811,-83.999,0.008,0.026,0.027,288.264,1.189,
12.456,4.231,1.373,-11.053,5.081,-84.002,0.011,0.013,0.017,308.615,-0.025,
12.587,4.231,1.374,-10.541,5.212,-84.084,-0.005,0.012,0.013,23.281,-0.618,
12.749,4.233,1.372,-10.376,5.139,-84.267,0.016,-0.014,0.021,227.979,-1.136,
12.878,4.238,1.369,-10.504,5.346,-84.513,0.041,-0.026,0.049,237.739,-1.913,
