Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,6.801,0,1.178,0.188,-0.190,1.148,-0.330,-0.204,1.498,
1,7.580,0,1.331,0.170,-0.218,1.302,0.153,0.008,1.475,
2,7.713,0,1.319,0.166,-0.181,1.296,-0.379,-0.122,1.479,
3,7.840,0,1.322,0.157,-0.169,1.302,-0.193,-0.100,1.558,
4,7.964,0,1.325,0.157,-0.167,1.305,-0.227,-0.118,1.560,
5,8.089,0,1.323,0.160,-0.164,1.303,-0.197,-0.119,1.563,
6,8.217,0,1.331,0.166,-0.162,1.311,-0.169,-0.101,1.574,
7,8.344,0,1.341,0.171,-0.162,1.320,-0.203,-0.104,1.572,
8,8.474,0,1.345,0.174,-0.163,1.324,-0.204,-0.101,1.576,
9,8.604,0,1.351,0.178,-0.166,1.329,-0.259,-0.112,1.588,
10,8.732,0,1.355,0.177,-0.166,1.333,-0.244,-0.104,1.592,
11,8.860,0,1.355,0.178,-0.165,1.333,-0.206,-0.099,1.590,
12,8.998,0,1.353,0.178,-0.165,1.331,-0.205,-0.094,1.590,
13,9.125,0,1.348,0.178,-0.165,1.326,-0.201,-0.096,1.589,
14,9.267,0,1.349,0.179,-0.165,1.327,-0.211,-0.094,1.590,
15,9.406,0,1.347,0.179,-0.164,1.325,-0.209,-0.091,1.591,
16,9.532,0,1.346,0.179,-0.164,1.324,-0.214,-0.094,1.591,
17,9.663,0,1.343,0.178,-0.164,1.321,-0.209,-0.094,1.589,
18,9.795,0,1.326,0.167,-0.172,1.304,-0.246,-0.117,1.589,
