Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
4.977,4.139,1.154,0.011,3.293,-175.730,0.832,0.232,0.863,344.422,-35.308,
5.089,4.130,1.164,-0.886,3.781,179.789,-0.085,0.093,0.126,42.320,3169.380,
5.193,4.128,1.166,-4.163,-4.811,-178.837,-0.015,0.018,0.023,39.334,-3442.369,
5.312,4.126,1.172,-2.183,-2.899,-178.928,-0.023,0.049,0.054,25.549,-0.766,
5.437,4.129,1.175,0.238,-4.922,178.591,0.027,0.022,0.034,321.148,2870.347,
5.553,4.137,1.181,-0.007,-1.824,179.387,0.066,0.057,0.088,318.990,6.842,
5.671,4.138,1.182,0.220,-0.637,179.161,0.015,0.007,0.017,335.316,-1.921,
5.788,4.144,1.187,-0.332,-0.654,-179.459,0.045,0.044,0.063,315.858,-3062.871,
5.906,4.144,1.188,-0.062,-0.268,-179.323,-0.000,0.004,0.004,6.418,1.147,
6.018,4.143,1.189,-0.122,-0.700,-179.118,-0.002,0.009,0.010,14.769,1.834,
6.137,4.143,1.189,0.135,-1.499,-178.983,-0.003,0.003,0.004,51.690,1.140,
6.255,4.142,1.189,0.659,-2.304,-178.775,-0.005,0.001,0.005,80.898,1.769,
6.370,4.142,1.189,0.584,-2.162,-178.748,0.001,-0.001,0.001,237.910,0.234,
6.487,4.143,1.189,0.698,-2.610,-178.854,0.002,-0.001,0.002,241.091,-0.909,
6.608,4.142,1.189,0.972,-2.937,-178.755,-0.001,0.001,0.001,55.943,0.816,
6.720,4.142,1.189,1.057,-3.274,-178.541,-0.003,-0.001,0.004,161.817,1.907,
6.842,4.139,1.185,-0.962,-1.003,-179.728,-0.027,-0.033,0.043,129.049,-9.719,
