Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,3.124,0,0.522,0.037,-0.059,0.517,-0.122,-0.021,1.568,
1,3.249,0,0.532,0.035,-0.056,0.528,-0.184,-0.048,1.561,
2,3.368,0,0.530,0.037,-0.054,0.526,-0.204,-0.063,1.564,
3,3.500,0,0.529,0.038,-0.053,0.525,-0.198,-0.059,1.566,
4,3.626,0,0.527,0.038,-0.053,0.523,-0.193,-0.061,1.570,
5,3.756,0,0.528,0.038,-0.053,0.524,-0.193,-0.059,1.573,
6,3.896,0,0.528,0.037,-0.053,0.524,-0.189,-0.058,1.573,
7,4.012,0,0.528,0.037,-0.053,0.524,-0.185,-0.050,1.576,
8,4.134,0,0.528,0.037,-0.052,0.524,-0.188,-0.045,1.576,
9,4.257,0,0.527,0.036,-0.052,0.523,-0.184,-0.047,1.577,
10,4.375,0,0.527,0.035,-0.053,0.523,-0.182,-0.040,1.577,
11,4.504,0,0.528,0.036,-0.054,0.524,-0.182,-0.038,1.578,
12,4.629,0,0.528,0.037,-0.054,0.524,-0.182,-0.037,1.579,
13,4.760,0,0.528,0.037,-0.054,0.524,-0.191,-0.036,1.579,
14,4.886,0,0.528,0.037,-0.054,0.524,-0.183,-0.034,1.579,
15,5.012,0,0.527,0.037,-0.054,0.523,-0.189,-0.035,1.579,
16,5.138,0,0.528,0.037,-0.055,0.524,-0.191,-0.030,1.579,
17,5.266,0,0.529,0.037,-0.053,0.525,-0.191,-0.028,1.583,
18,5.383,0,0.529,0.038,-0.053,0.525,-0.185,-0.024,1.584,
19,5.513,0,0.529,0.039,-0.054,0.525,-0.189,-0.021,1.588,
20,5.642,0,0.530,0.039,-0.053,0.525,-0.185,-0.022,1.589,
21,5.766,0,0.530,0.038,-0.053,0.526,-0.190,-0.021,1.589,
22,5.892,0,0.530,0.039,-0.053,0.526,-0.178,-0.016,1.592,
23,6.015,0,0.532,0.039,-0.053,0.528,-0.180,-0.012,1.592,
24,6.145,0,0.532,0.040,-0.053,0.527,-0.193,-0.017,1.595,
25,6.267,0,0.529,0.042,-0.055,0.524,-0.172,-0.007,1.599,
26,6.382,0,0.521,0.050,-0.061,0.515,-0.084,0.041,1.617,
