Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.023,4.216,1.055,-21.087,23.427,-173.232,2.084,0.521,2.148,345.952,-85.639,
2.138,4.213,1.052,-19.546,24.010,-173.491,-0.028,-0.021,0.035,144.011,-2.242,
2.249,4.234,1.066,-23.797,24.039,-171.429,0.192,0.123,0.228,327.345,18.631,
2.493,4.234,1.066,-21.202,24.102,-172.154,-0.001,0.001,0.001,54.852,-2.972,
2.616,4.231,1.070,-21.514,26.975,-171.993,-0.021,0.031,0.037,34.037,1.304,
2.737,4.235,1.068,-20.674,24.644,-172.077,0.031,-0.020,0.037,237.738,-0.697,
2.853,4.233,1.070,-21.839,27.105,-171.715,-0.014,0.023,0.027,30.648,3.124,
2.981,4.235,1.068,-20.161,24.663,-172.143,0.014,-0.017,0.022,219.392,-3.350,
3.101,4.236,1.069,-20.092,24.704,-172.062,0.009,0.004,0.010,334.647,0.677,
3.224,4.234,1.073,-21.657,27.589,-171.503,-0.014,0.034,0.037,23.201,4.521,
3.339,4.235,1.068,-19.917,24.804,-172.103,0.009,-0.041,0.042,192.562,-5.244,
3.479,4.234,1.067,-19.576,24.563,-172.328,-0.006,-0.010,0.012,120.342,-1.603,
3.603,4.235,1.068,-19.918,24.618,-172.229,0.004,0.010,0.011,290.277,0.798,
3.713,4.235,1.068,-19.923,24.657,-172.251,0.003,-0.003,0.004,232.405,-0.205,
