Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.065,4.120,1.248,10.779,-22.670,-6.732,1.996,0.605,2.085,343.145,-3.261,
2.186,4.102,1.226,9.635,-14.189,0.382,-0.149,-0.187,0.239,128.541,58.772,
2.296,4.100,1.224,4.892,-11.735,0.547,-0.018,-0.018,0.026,135.375,1.501,
2.408,4.099,1.222,1.929,-11.336,0.742,-0.008,-0.015,0.017,116.782,1.745,
2.541,4.098,1.219,1.096,-9.304,1.001,-0.004,-0.021,0.022,100.026,1.939,
2.665,4.098,1.218,2.974,-8.578,1.355,-0.003,-0.009,0.010,106.383,2.861,
2.915,4.099,1.217,8.607,-8.179,1.788,0.004,-0.005,0.006,216.555,1.728,
3.041,4.100,1.217,9.443,-7.961,1.584,0.004,0.004,0.006,321.207,-1.617,
3.155,4.100,1.217,8.689,-7.868,1.535,0.002,0.001,0.002,320.292,-0.428,
3.272,4.099,1.217,8.481,-7.771,1.590,-0.004,-0.003,0.005,146.583,0.466,
3.397,4.099,1.217,8.448,-7.795,1.554,-0.000,0.005,0.005,0.664,-0.290,
3.525,4.099,1.218,9.039,-7.906,1.646,-0.003,0.003,0.005,44.901,0.720,
3.675,4.099,1.218,9.309,-7.785,1.713,-0.001,0.003,0.003,16.138,0.445,
3.828,4.099,1.218,8.521,-7.667,1.666,0.000,-0.000,0.000,188.893,-0.306,
3.986,4.099,1.218,9.052,-7.611,1.727,-0.001,-0.000,0.001,160.499,0.384,
4.100,4.099,1.218,9.179,-7.601,1.723,0.001,-0.002,0.002,216.121,-0.030,
4.220,4.099,1.218,8.941,-7.428,1.691,0.002,0.001,0.002,327.147,-0.264,
4.338,4.099,1.218,8.914,-7.614,1.707,0.001,-0.000,0.001,261.725,0.132,
4.592,4.098,1.218,8.845,-7.977,1.880,-0.004,-0.002,0.004,149.167,0.683,
4.712,4.098,1.218,8.726,-8.068,1.916,0.001,0.001,0.001,304.823,0.293,
4.878,4.098,1.218,8.449,-8.192,1.936,0.000,0.001,0.001,286.096,0.125,
5.015,4.098,1.217,8.250,-7.944,1.944,-0.000,-0.003,0.003,98.643,0.056,
5.152,4.098,1.217,8.808,-8.082,2.081,-0.003,-0.002,0.003,137.659,1.006,
5.287,4.098,1.217,9.106,-8.439,2.190,-0.002,0.001,0.002,61.407,0.806,
5.466,4.097,1.217,8.876,-8.346,2.214,-0.001,-0.002,0.002,115.715,0.133,
5.632,4.097,1.217,8.260,-8.055,2.190,-0.001,0.002,0.002,24.717,-0.147,
5.797,4.097,1.218,8.219,-8.094,2.151,-0.003,0.002,0.004,57.080,-0.234,
5.978,4.093,1.218,7.184,-7.284,2.368,-0.020,0.002,0.020,84.751,1.199,
