Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.380,3.998,1.035,-9.583,10.410,96.670,1.680,0.435,1.736,345.489,40.627,
2.496,4.025,1.043,2.359,10.408,96.433,0.229,0.074,0.240,342.167,-2.048,
2.608,4.023,1.040,-4.004,8.561,96.587,-0.013,-0.032,0.035,111.777,1.374,
2.745,4.026,1.020,-7.636,8.476,97.359,0.020,-0.143,0.145,188.134,5.641,
2.875,4.032,1.010,-12.126,6.267,98.221,0.043,-0.075,0.086,210.212,6.625,
3.003,4.028,1.012,-9.105,8.091,97.805,-0.029,0.015,0.033,62.224,-3.239,
3.122,4.028,1.014,-7.684,8.762,97.857,0.003,0.009,0.010,289.269,0.435,
3.249,4.028,1.014,-6.507,9.161,97.790,-0.002,0.007,0.008,13.151,-0.529,
3.372,4.030,1.015,-7.306,8.846,98.008,0.012,0.003,0.012,348.039,1.778,
3.500,4.026,1.017,-2.616,10.669,97.462,-0.031,0.018,0.036,60.333,-4.249,
3.620,4.029,1.015,-7.456,8.581,98.030,0.031,-0.015,0.034,244.207,4.738,
3.890,4.029,1.016,-6.197,9.180,97.969,-0.000,0.001,0.001,19.858,-0.225,
4.031,4.030,1.016,-8.288,8.054,98.092,0.004,0.002,0.004,335.130,0.865,
4.156,4.030,1.016,-7.390,8.515,98.064,0.004,-0.001,0.005,261.756,-0.227,
4.276,4.029,1.017,-6.828,9.298,97.911,-0.014,0.012,0.019,49.608,-1.266,
4.524,4.028,1.018,-6.554,9.595,97.850,-0.001,0.004,0.004,12.494,-0.245,
4.659,4.030,1.017,-8.467,7.805,98.130,0.014,-0.011,0.018,233.761,2.075,
4.782,4.029,1.018,-7.339,8.348,97.983,-0.008,0.010,0.012,38.423,-1.200,
4.899,4.030,1.017,-7.570,8.165,98.066,0.007,-0.006,0.009,232.246,0.709,
5.034,4.029,1.018,-7.240,8.180,97.979,-0.012,0.003,0.012,74.042,-0.642,
5.154,4.030,1.017,-8.201,7.851,98.092,0.014,-0.004,0.014,253.923,0.938,
5.278,4.030,1.017,-8.741,7.581,98.092,-0.001,0.000,0.001,89.696,-0.001,
5.399,4.030,1.017,-7.897,8.033,98.074,0.001,0.001,0.001,317.636,-0.150,
5.515,4.031,1.017,-8.391,7.787,98.148,0.006,-0.008,0.010,219.159,0.639,
5.634,4.031,1.016,-9.428,7.219,98.245,0.004,-0.006,0.007,216.332,0.816,
5.750,4.032,1.015,-8.920,7.504,98.292,0.006,-0.005,0.008,230.862,0.412,
5.885,4.031,1.016,-8.682,7.637,98.208,-0.006,0.009,0.010,33.279,-0.626,
6.127,4.029,1.019,-7.275,8.491,97.927,-0.010,0.013,0.016,39.710,-1.159,
6.243,4.029,1.019,-6.873,8.565,97.922,-0.001,-0.001,0.001,149.384,-0.042,
6.368,4.030,1.019,-8.281,7.960,98.002,0.006,0.000,0.006,356.886,0.641,
6.490,4.031,1.017,-7.084,8.579,98.115,0.010,-0.021,0.023,205.551,0.931,
6.623,4.031,1.017,-7.758,8.855,98.099,0.001,0.003,0.003,286.321,-0.123,
6.752,4.031,1.018,-7.825,8.159,98.150,0.005,0.003,0.005,330.136,0.396,
6.871,4.026,1.022,-6.722,8.784,97.493,-0.049,0.041,0.064,50.482,-5.529,
6.993,4.027,1.021,-7.705,8.204,97.725,0.015,-0.015,0.021,225.205,1.909,
7.122,4.031,1.018,-7.533,8.418,98.061,0.028,-0.022,0.036,232.322,2.600,
7.235,4.032,1.018,-7.657,8.383,98.141,0.007,-0.002,0.007,254.377,0.701,
7.354,4.033,1.017,-7.535,8.490,98.198,0.008,-0.003,0.008,249.741,0.481,
7.495,4.032,1.017,-7.136,8.692,98.167,-0.009,0.001,0.009,86.272,-0.218,
7.742,4.033,1.017,-7.371,8.589,98.213,0.005,-0.001,0.006,258.729,0.186,
7.856,4.037,1.016,-12.480,5.530,98.533,0.033,-0.009,0.035,255.029,2.787,
7.979,4.032,1.017,-6.779,8.718,98.122,-0.037,0.006,0.038,80.236,-3.344,
8.101,4.033,1.017,-7.198,8.744,98.243,0.004,-0.002,0.005,245.725,0.995,
8.215,4.034,1.016,-7.312,8.689,98.347,0.013,-0.009,0.016,233.808,0.901,
8.340,4.031,1.017,-5.168,9.476,98.035,-0.027,0.014,0.030,63.164,-2.491,
8.465,4.032,1.017,-6.867,8.914,98.205,0.014,-0.001,0.014,264.356,1.371,
8.585,4.032,1.017,-7.094,8.849,98.215,-0.000,0.004,0.004,1.532,0.081,
8.846,4.028,1.021,-2.968,10.507,97.633,-0.017,0.013,0.021,52.730,-2.225,
8.974,4.033,1.017,-7.416,8.638,98.229,0.037,-0.027,0.046,233.986,4.637,
9.097,4.034,1.016,-8.148,8.264,98.373,0.009,-0.013,0.016,214.342,1.183,
9.216,4.033,1.016,-7.257,8.737,98.288,-0.008,0.003,0.008,66.600,-0.713,
9.334,4.031,1.017,-4.432,9.761,98.011,-0.016,0.008,0.018,62.527,-2.354,
9.453,4.033,1.016,-6.964,8.852,98.275,0.017,-0.005,0.018,252.383,2.215,
9.574,4.034,1.016,-7.169,8.683,98.334,0.004,-0.006,0.007,215.035,0.488,
9.692,4.035,1.015,-7.984,8.290,98.418,0.009,-0.003,0.009,250.080,0.716,
9.946,4.030,1.017,-3.903,9.926,97.943,-0.017,0.008,0.019,65.199,-1.870,
10.072,4.034,1.016,-7.604,8.486,98.363,0.027,-0.010,0.028,249.000,3.345,
10.203,4.034,1.016,-6.002,9.296,98.258,0.002,0.002,0.003,304.711,-0.802,
10.324,4.035,1.016,-7.895,8.385,98.484,0.011,-0.002,0.011,260.896,1.869,
10.445,4.036,1.015,-5.591,9.451,98.423,0.010,-0.012,0.015,218.361,-0.507,
10.694,4.034,1.017,-7.525,9.110,98.333,-0.011,0.011,0.015,44.906,-0.359,
10.817,4.034,1.018,-5.900,9.216,98.275,0.004,0.008,0.009,300.168,-0.470,
10.942,4.031,1.025,-5.936,8.457,98.209,-0.025,0.051,0.057,25.847,-0.532,
11.172,4.019,1.057,-9.335,1.799,97.613,-0.053,0.140,0.150,20.539,-2.597,
11.290,4.027,1.059,-21.553,-8.786,98.867,0.064,0.013,0.066,348.315,10.542,
11.419,4.043,1.042,-12.307,-6.441,102.881,0.125,-0.125,0.177,224.845,31.233,
11.544,4.048,1.037,-8.653,-9.461,104.279,0.040,-0.041,0.058,224.019,11.207,
11.676,4.026,1.052,-15.262,-11.814,100.244,-0.162,0.113,0.197,55.150,-30.630,
11.809,3.998,1.072,-26.087,-17.227,94.760,-0.212,0.147,0.258,55.298,-41.104,
12.053,4.080,1.144,-27.154,-11.592,97.226,0.334,0.296,0.446,318.516,10.092,
12.174,4.090,1.153,-15.426,-5.986,98.288,0.085,0.079,0.117,317.102,8.765,
12.339,4.060,1.183,-11.827,-7.769,96.312,-0.181,0.177,0.253,45.659,-12.004,
12.465,4.052,1.193,-10.010,-7.611,96.338,-0.069,0.086,0.111,38.819,0.211,
12.593,4.047,1.197,-13.840,-9.019,95.891,-0.034,0.029,0.044,49.610,-3.480,
12.728,4.047,1.195,-9.791,-8.425,96.059,-0.004,-0.014,0.014,107.913,1.243,
12.847,4.048,1.192,-14.317,-9.143,95.688,0.012,-0.031,0.033,201.513,-3.109,
12.969,4.051,1.183,-13.191,-9.044,95.988,0.018,-0.071,0.073,194.376,2.473,
13.123,4.050,1.180,-14.232,-9.302,96.034,-0.003,-0.019,0.019,98.385,0.298,
13.293,4.052,1.177,-13.249,-8.802,96.328,0.009,-0.015,0.018,211.266,1.727,
13.463,4.051,1.177,-13.689,-9.046,96.265,-0.001,-0.002,0.002,120.025,-0.372,
13.595,4.053,1.178,-13.441,-8.511,96.293,0.009,0.005,0.010,331.613,0.216,
13.723,4.065,1.172,-14.596,-8.467,96.518,0.098,-0.046,0.109,245.151,1.767,
13.845,4.077,1.179,-15.306,-8.450,96.734,0.099,0.062,0.117,328.095,1.758,
13.966,4.086,1.186,-12.318,-6.575,97.099,0.070,0.058,0.091,320.339,3.033,
14.089,4.089,1.202,-11.372,-6.135,97.188,0.030,0.126,0.130,283.213,0.723,
14.220,4.110,1.253,-11.558,-5.979,95.779,0.155,0.389,0.419,291.736,-10.778,
14.350,4.107,1.231,-10.228,-5.505,96.923,-0.024,-0.166,0.167,98.124,8.761,
14.473,4.105,1.229,-10.833,-5.080,97.226,-0.017,-0.018,0.025,132.967,2.461,
14.594,4.102,1.233,-10.840,-6.032,96.791,-0.022,0.036,0.042,30.743,-3.617,
14.713,4.100,1.218,-12.113,-7.122,96.603,-0.016,-0.132,0.133,96.693,-1.581,
14.856,4.098,1.196,-10.035,-5.363,97.800,-0.016,-0.149,0.150,96.195,8.386,
14.990,4.093,1.187,-10.842,-6.383,97.962,-0.038,-0.069,0.078,118.966,1.211,
15.125,4.091,1.180,-10.182,-6.048,98.402,-0.015,-0.050,0.052,107.042,3.267,
15.257,4.089,1.185,-10.635,-6.461,98.264,-0.011,0.032,0.034,19.452,-1.050,
15.377,4.084,1.183,-11.639,-7.265,97.886,-0.041,-0.015,0.043,159.317,-3.144,
15.500,4.085,1.179,-11.251,-7.026,98.170,0.003,-0.030,0.031,185.223,2.310,
15.615,4.085,1.179,-11.192,-6.840,98.190,0.006,0.000,0.006,359.919,0.179,
15.740,4.083,1.179,-11.838,-7.012,98.077,-0.015,0.003,0.016,78.645,-0.905,
15.871,4.083,1.181,-11.455,-7.191,97.981,-0.000,0.011,0.011,1.845,-0.734,
15.997,4.082,1.183,-11.209,-6.945,97.926,-0.009,0.013,0.016,33.045,-0.437,
16.120,4.082,1.185,-10.606,-6.893,97.797,0.000,0.016,0.016,270.434,-1.051,
16.242,4.082,1.183,-12.006,-7.257,97.708,-0.006,-0.013,0.014,114.749,-0.730,
16.373,4.083,1.183,-11.136,-7.128,97.680,0.008,0.002,0.008,346.514,-0.209,
16.499,4.082,1.183,-12.514,-7.352,97.588,-0.001,-0.005,0.005,101.483,-0.733,
16.627,4.083,1.182,-11.470,-7.042,97.704,0.003,-0.002,0.004,228.126,0.910,
16.750,4.083,1.180,-12.885,-7.192,97.716,-0.002,-0.020,0.020,96.789,0.096,
