Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
0.838,4.148,1.139,-4.436,5.308,-179.038,4.952,1.360,5.136,344.643,-213.734,
0.955,4.148,1.144,-7.281,9.360,179.364,-0.005,0.039,0.040,7.090,3058.529,
1.075,4.146,1.145,-6.872,9.186,178.267,-0.015,0.009,0.018,59.229,-9.135,
1.220,4.144,1.148,-7.543,10.951,177.640,-0.017,0.021,0.027,38.938,-4.332,
1.338,4.144,1.152,-9.755,18.590,177.829,0.001,0.035,0.035,271.485,1.605,
1.476,4.140,1.163,-8.020,14.183,176.550,-0.025,0.079,0.083,17.300,-9.234,
1.594,4.141,1.173,-6.236,13.315,176.437,0.003,0.079,0.079,272.211,-0.958,
1.717,4.140,1.184,-6.554,9.576,178.623,-0.003,0.092,0.092,1.714,17.904,
1.970,4.137,1.184,-4.541,10.112,178.106,-0.011,0.000,0.011,89.832,-2.043,
2.100,4.136,1.185,-6.891,-2.774,178.545,-0.012,0.011,0.016,47.524,3.374,
2.221,4.125,1.189,-10.071,-3.071,177.083,-0.093,0.033,0.099,70.262,-12.054,
2.346,4.118,1.191,-9.683,-3.356,175.937,-0.053,0.017,0.056,72.105,-9.168,
2.482,4.121,1.191,-9.550,-4.530,176.270,0.021,-0.004,0.021,259.876,2.450,
2.595,4.121,1.189,-12.131,-4.629,176.228,0.006,-0.017,0.018,200.313,-0.371,
2.725,4.126,1.187,-11.029,-5.001,177.019,0.033,-0.016,0.037,244.041,6.093,
2.841,4.128,1.186,-10.316,-4.617,177.287,0.017,-0.008,0.019,245.939,2.324,
2.962,4.129,1.184,-10.922,-4.957,177.552,0.012,-0.019,0.022,213.237,2.184,
3.078,4.128,1.184,-11.090,-4.856,177.273,-0.015,0.001,0.015,86.866,-2.406,
3.207,4.127,1.183,-10.787,-4.771,177.116,-0.005,-0.007,0.009,127.085,-1.218,
3.331,4.126,1.182,-12.154,-4.921,176.654,-0.007,-0.009,0.011,130.687,-3.736,
3.446,4.125,1.182,-12.270,-4.819,176.408,-0.008,-0.001,0.008,170.014,-2.127,
3.564,4.125,1.181,-12.737,-4.819,176.359,-0.001,-0.002,0.003,112.251,-0.419,
3.685,4.125,1.181,-10.947,-4.443,176.587,-0.000,-0.000,0.000,113.305,1.888,
3.811,4.125,1.181,-11.449,-4.478,176.529,-0.002,0.001,0.002,74.701,-0.463,
3.930,4.124,1.181,-10.588,-3.653,176.573,-0.003,-0.001,0.003,154.342,0.363,
4.039,4.124,1.181,-11.389,-3.795,176.397,-0.006,0.001,0.006,85.060,-1.619,
4.153,4.123,1.181,-11.119,-3.471,176.331,-0.004,0.001,0.004,73.553,-0.570,
4.273,4.123,1.182,-10.198,-2.421,176.097,-0.006,0.001,0.006,76.815,-1.960,
4.397,4.119,1.181,-9.166,0.798,175.421,-0.025,-0.004,0.025,170.545,-5.433,
4.516,4.118,1.180,-7.219,2.888,174.858,-0.015,-0.008,0.017,153.517,-4.722,
4.641,4.118,1.180,-7.708,2.667,174.856,0.000,-0.001,0.001,201.994,-0.011,
4.781,4.117,1.180,-7.583,2.629,174.817,-0.002,0.002,0.003,43.440,-0.285,
4.920,4.118,1.181,-8.754,2.100,174.916,0.002,0.002,0.003,324.132,0.713,
5.049,4.118,1.181,-9.985,0.956,174.915,0.002,0.000,0.002,346.763,-0.011,
5.166,4.118,1.181,-9.767,0.975,174.882,-0.002,-0.001,0.002,160.730,-0.281,
5.290,4.118,1.180,-9.735,1.024,174.978,0.002,-0.001,0.002,237.204,0.779,
5.442,4.118,1.180,-10.045,0.772,175.013,0.001,-0.002,0.002,220.174,0.233,
5.565,4.119,1.180,-10.084,0.738,175.109,0.003,-0.001,0.003,245.257,0.778,
5.681,4.118,1.180,-10.277,0.713,175.121,-0.001,0.001,0.002,34.838,0.106,
5.821,4.119,1.180,-10.038,0.442,175.197,0.003,-0.003,0.005,219.488,0.540,
5.946,4.118,1.180,-10.554,0.573,175.133,-0.003,-0.001,0.003,166.058,-0.507,
6.068,4.120,1.180,-12.633,2.254,175.690,0.014,0.004,0.014,343.569,4.583,
6.193,4.119,1.179,-10.094,0.838,175.214,-0.007,-0.008,0.011,132.095,-3.803,
6.313,4.119,1.179,-10.066,0.906,175.161,-0.001,-0.001,0.001,114.593,-0.444,
6.424,4.119,1.179,-10.432,0.763,175.216,-0.000,-0.003,0.003,92.077,0.496,
6.553,4.120,1.179,-9.534,0.768,175.177,0.003,0.001,0.003,340.090,-0.305,
6.696,4.120,1.178,-10.091,0.899,175.231,-0.000,-0.002,0.002,93.177,0.376,
6.818,4.120,1.179,-12.876,2.294,175.735,0.005,0.009,0.010,301.534,4.151,
6.933,4.120,1.178,-9.350,1.107,175.211,-0.003,-0.011,0.011,106.056,-4.533,
7.057,4.120,1.178,-10.649,0.760,175.268,0.004,-0.003,0.004,231.870,0.455,
7.180,4.122,1.177,-9.854,1.197,175.592,0.014,-0.009,0.017,236.502,2.635,
