Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.801,4.094,1.195,-20.822,-5.464,91.879,2.273,0.663,2.368,343.731,51.009,
1.915,4.090,1.213,-18.771,-3.512,90.699,-0.031,0.158,0.161,11.089,-10.347,
2.036,4.090,1.215,-18.656,-4.428,90.400,-0.004,0.022,0.022,10.160,-2.475,
2.160,4.091,1.215,-18.777,-5.221,90.497,0.013,0.000,0.013,359.557,0.778,
2.283,4.092,1.216,-17.743,-5.514,90.619,0.006,0.000,0.006,355.677,0.997,
2.412,4.093,1.214,-17.510,-5.594,90.951,0.005,-0.013,0.014,201.098,2.574,
2.531,4.092,1.212,-16.355,-5.878,91.372,-0.005,-0.012,0.013,114.644,3.548,
2.651,4.091,1.213,-16.189,-6.227,91.080,-0.005,0.003,0.006,61.714,-2.426,
2.787,4.091,1.212,-11.698,-3.854,91.960,-0.002,-0.009,0.009,102.939,6.502,
2.905,4.092,1.212,-15.853,-6.433,91.077,0.009,0.004,0.009,337.989,-7.490,
3.030,4.093,1.212,-15.663,-6.340,91.195,0.004,-0.003,0.005,229.755,0.948,
3.142,4.090,1.209,-15.800,-6.646,91.363,-0.020,-0.025,0.032,128.521,1.498,
3.256,4.090,1.209,-15.449,-7.027,91.780,-0.007,-0.000,0.007,179.894,3.643,
4.259,4.084,1.197,-3.994,-11.049,101.204,-0.006,-0.012,0.013,117.384,9.402,
4.383,4.083,1.196,-4.913,-8.375,101.901,-0.008,-0.012,0.014,122.706,5.591,
4.502,4.080,1.196,-7.184,-6.511,101.326,-0.024,0.003,0.024,83.853,-4.846,
4.629,4.079,1.195,-8.187,-7.975,101.261,-0.003,-0.005,0.006,125.283,-0.513,
4.740,4.079,1.194,-9.398,-10.588,101.366,0.001,-0.011,0.011,186.712,0.941,
4.947,4.080,1.193,-10.017,-11.265,101.324,0.000,-0.004,0.004,183.717,-0.204,
5.070,4.080,1.193,-9.899,-11.495,101.323,0.001,-0.002,0.002,199.490,-0.005,
5.179,4.079,1.191,-9.940,-11.668,101.427,-0.006,-0.014,0.015,113.774,0.959,
5.306,4.079,1.191,-9.671,-11.617,101.494,-0.001,-0.003,0.003,107.279,0.521,
5.426,4.078,1.191,-9.631,-11.707,101.475,-0.004,0.002,0.005,67.394,-0.154,
5.547,4.077,1.191,-8.810,-11.760,101.378,-0.013,-0.001,0.013,174.730,-0.805,
5.664,4.077,1.191,-8.855,-11.843,101.450,0.000,-0.004,0.004,184.423,0.617,
5.788,4.076,1.189,-8.706,-11.882,101.694,-0.003,-0.014,0.014,102.014,1.969,
5.916,4.077,1.190,-11.451,-12.040,101.080,0.004,0.005,0.007,306.333,-4.800,
6.028,4.076,1.189,-8.767,-12.042,101.601,-0.008,-0.008,0.011,135.865,4.647,
6.151,4.076,1.189,-8.347,-11.820,101.674,-0.003,0.003,0.004,48.001,0.598,
15.393,4.154,1.141,-4.728,11.125,179.959,0.008,-0.005,0.010,238.414,8.471,
15.519,4.155,1.171,-6.218,12.576,-179.496,0.005,0.240,0.240,271.190,-2854.839,
15.636,4.155,1.185,-8.505,14.678,-177.951,0.005,0.114,0.114,272.645,13.223,
15.759,4.153,1.195,-7.404,13.941,-177.953,-0.016,0.083,0.084,10.809,-0.022,
15.890,4.152,1.197,-7.351,14.312,-177.897,-0.006,0.017,0.018,19.295,0.427,
16.014,4.152,1.201,-6.824,14.359,-177.885,-0.004,0.029,0.029,8.120,0.102,
16.149,4.152,1.201,-7.410,14.318,-177.749,0.002,0.004,0.005,302.297,1.006,
16.278,4.154,1.204,-7.039,14.017,-177.374,0.015,0.019,0.025,308.552,2.912,
16.407,4.153,1.203,-5.023,13.873,-178.171,-0.010,-0.008,0.012,141.208,-6.179,
16.535,4.154,1.203,-6.548,13.568,-177.614,0.007,0.004,0.008,329.299,4.327,
16.661,4.154,1.203,-6.945,13.779,-177.487,0.003,-0.004,0.005,213.290,1.015,
16.800,4.154,1.202,-6.824,13.888,-177.478,-0.001,-0.004,0.004,106.214,0.059,
16.936,4.155,1.202,-7.104,13.976,-177.297,0.006,-0.003,0.007,246.351,1.332,
17.067,4.157,1.202,-8.871,15.202,-176.308,0.013,0.001,0.013,355.063,7.555,
17.189,4.157,1.200,-7.498,13.463,-177.006,0.006,-0.014,0.015,203.223,-5.703,
17.321,4.160,1.201,-7.830,13.698,-176.632,0.019,0.004,0.019,346.891,2.832,
17.446,4.159,1.200,-7.988,13.345,-176.731,-0.008,-0.004,0.009,156.655,-0.799,
17.563,4.159,1.198,-7.469,12.950,-177.222,0.002,-0.016,0.016,185.992,-4.201,
17.684,4.159,1.197,-6.879,12.653,-177.440,-0.003,-0.011,0.011,103.118,-1.794,
17.805,4.163,1.195,-7.990,13.169,-176.814,0.039,-0.021,0.044,241.537,5.175,
31.101,4.111,1.133,-11.851,18.350,171.264,-0.004,-0.005,0.006,130.527,26.181,
31.220,4.118,1.154,-12.472,15.483,176.306,0.057,0.173,0.182,288.278,42.135,
31.357,4.121,1.169,-7.550,14.684,-179.731,0.027,0.110,0.114,283.517,-2596.481,
31.499,4.125,1.171,-2.212,11.695,-179.200,0.021,0.015,0.026,325.263,3.737,
31.644,4.128,1.173,-0.809,11.939,-178.405,0.021,0.013,0.025,327.383,5.507,
31.764,4.127,1.173,-2.482,12.548,-178.242,-0.001,0.001,0.002,48.675,1.355,
31.891,4.128,1.174,-2.223,12.247,-178.124,0.008,0.008,0.012,315.603,0.933,
32.011,4.129,1.175,-2.814,12.313,-177.970,0.002,0.004,0.004,304.799,1.278,
32.151,4.130,1.176,-3.388,12.412,-177.695,0.007,0.006,0.009,321.378,1.974,
32.272,4.130,1.176,-2.421,11.968,-177.740,0.002,0.007,0.007,283.997,-0.378,
32.393,4.130,1.177,-3.385,12.278,-177.406,0.003,0.009,0.009,291.737,2.756,
32.524,4.130,1.178,-3.672,12.091,-177.293,-0.002,0.006,0.006,17.337,0.863,
32.646,4.130,1.179,-3.003,11.932,-177.113,0.003,0.008,0.008,290.181,1.468,
32.785,4.131,1.179,-2.831,11.984,-176.381,0.003,0.000,0.003,354.067,5.280,
33.151,4.168,1.226,-1.176,2.255,-129.039,0.102,0.129,0.164,308.329,129.399,
33.413,4.189,1.237,-16.314,-0.635,-120.098,0.078,0.042,0.089,331.404,34.052,
33.535,4.183,1.244,-16.225,3.490,-117.502,-0.043,0.054,0.069,38.345,21.430,
53.122,4.094,1.153,-1.026,12.131,169.073,-0.005,-0.005,0.007,134.335,14.631,
53.234,4.091,1.157,2.160,12.806,169.236,-0.026,0.036,0.044,35.466,1.455,
53.624,4.135,1.179,-7.300,12.452,176.937,0.113,0.058,0.127,332.926,19.711,
53.749,4.141,1.186,-8.704,11.900,177.935,0.046,0.050,0.068,312.866,8.029,
54.030,4.141,1.189,-7.391,9.149,177.720,-0.001,0.011,0.011,3.058,-0.765,
54.215,4.147,1.192,-7.311,9.461,178.861,0.032,0.019,0.037,329.301,6.136,
54.374,4.151,1.193,-8.037,8.278,179.212,0.023,0.005,0.023,347.454,2.218,
54.503,4.154,1.196,-8.197,7.882,179.812,0.024,0.019,0.030,321.542,4.633,
54.639,4.153,1.195,-8.458,8.251,179.638,-0.002,-0.003,0.003,120.183,-1.273,
54.761,4.153,1.195,-8.941,7.706,179.511,-0.006,-0.005,0.008,143.016,-1.040,
54.880,4.153,1.195,-9.039,7.626,179.611,-0.001,-0.000,0.001,173.910,0.835,
55.015,4.153,1.195,-9.118,7.529,179.572,0.000,0.001,0.001,274.054,-0.287,
55.139,4.152,1.194,-9.064,7.754,179.542,-0.001,-0.002,0.002,119.779,-0.239,
55.260,4.152,1.195,-9.361,7.829,179.547,-0.003,0.002,0.003,60.566,0.042,
55.393,4.152,1.195,-9.043,8.053,179.602,-0.001,0.001,0.002,41.930,0.408,
55.512,4.152,1.194,-8.830,8.123,179.514,-0.003,-0.003,0.004,129.542,-0.736,
55.624,4.152,1.195,-9.072,8.224,179.625,0.004,0.004,0.005,317.381,1.001,
55.749,4.152,1.195,-9.412,8.673,179.689,0.001,0.001,0.001,312.538,0.513,
55.879,4.152,1.195,-9.052,8.214,179.672,0.002,-0.000,0.002,259.996,-0.131,
56.000,4.152,1.195,-9.119,8.137,179.663,-0.002,-0.001,0.002,166.080,-0.076,
56.132,4.152,1.195,-9.055,8.178,179.595,-0.003,-0.001,0.004,161.154,-0.514,
56.261,4.151,1.194,-8.996,8.285,179.545,-0.005,-0.001,0.006,165.101,-0.389,
56.380,4.151,1.194,-8.937,8.535,179.474,-0.002,-0.002,0.003,140.876,-0.597,
56.509,4.151,1.194,-9.177,8.628,179.527,-0.000,0.002,0.002,5.870,0.408,
56.632,4.151,1.195,-9.036,8.732,179.563,0.006,0.000,0.006,355.585,0.292,
56.768,4.152,1.195,-9.357,8.937,179.729,0.006,0.003,0.007,332.058,1.221,
56.895,4.152,1.195,-9.365,8.996,179.731,0.000,0.000,0.000,326.341,0.020,
57.015,4.152,1.195,-9.325,8.851,179.665,-0.002,-0.002,0.003,143.480,-0.548,
57.144,4.152,1.195,-9.407,8.958,179.623,-0.001,-0.001,0.002,119.041,-0.324,
57.270,4.152,1.195,-9.357,9.009,179.629,-0.001,-0.000,0.001,141.344,0.045,
57.394,4.152,1.195,-9.543,8.984,179.701,0.004,0.003,0.005,326.645,0.581,
57.520,4.152,1.195,-9.422,9.209,179.667,-0.002,-0.002,0.003,139.421,-0.271,
57.646,4.152,1.195,-9.609,9.119,179.677,-0.002,0.000,0.002,87.970,0.076,
57.776,4.152,1.195,-9.318,9.167,179.663,0.002,0.001,0.002,341.110,-0.108,
57.904,4.152,1.195,-9.435,9.212,179.626,-0.001,-0.001,0.002,142.938,-0.281,
58.026,4.152,1.195,-9.673,9.327,179.612,-0.001,-0.001,0.001,131.543,-0.116,
58.155,4.151,1.194,-9.683,9.200,179.530,-0.006,-0.002,0.006,164.469,-0.644,
58.283,4.151,1.194,-9.556,9.251,179.479,-0.000,-0.001,0.001,99.645,-0.394,
58.398,4.151,1.194,-9.617,9.206,179.550,0.003,0.002,0.004,326.819,0.617,
58.522,4.151,1.194,-9.637,9.308,179.501,-0.003,-0.001,0.003,160.543,-0.397,
58.660,4.151,1.194,-9.621,9.305,179.489,-0.002,-0.001,0.003,158.740,-0.087,
58.786,4.151,1.194,-9.499,9.236,179.512,0.004,0.001,0.004,340.519,0.182,
58.927,4.152,1.194,-9.604,9.423,179.569,0.002,0.001,0.003,339.749,0.408,
59.052,4.151,1.194,-9.594,9.252,179.564,-0.001,-0.001,0.001,143.803,-0.040,
59.181,4.151,1.194,-9.608,9.384,179.602,-0.000,0.001,0.001,6.096,0.291,
59.303,4.151,1.194,-9.559,9.253,179.562,-0.004,-0.000,0.004,178.623,-0.326,
59.415,4.151,1.194,-9.559,9.617,179.526,0.000,-0.001,0.001,188.633,-0.321,
59.539,4.151,1.194,-9.496,9.155,179.512,-0.001,-0.000,0.001,165.746,-0.114,
59.665,4.151,1.194,-9.635,9.372,179.518,-0.000,-0.000,0.000,179.153,0.051,
59.795,4.151,1.194,-9.497,9.351,179.519,0.002,-0.000,0.002,262.357,0.010,
59.916,4.151,1.194,-9.554,9.419,179.518,0.002,-0.000,0.002,264.113,-0.009,
60.043,4.151,1.194,-9.659,9.420,179.533,0.000,0.000,0.000,287.181,0.113,
60.181,4.151,1.194,-9.575,9.410,179.503,-0.002,-0.001,0.002,145.413,-0.212,
60.311,4.151,1.194,-9.599,9.348,179.485,-0.000,0.000,0.000,1.723,-0.144,
60.443,4.151,1.194,-9.711,9.506,179.538,0.000,0.001,0.001,276.227,0.401,
60.566,4.151,1.194,-9.721,9.491,179.529,0.000,-0.000,0.001,222.043,-0.073,
60.687,4.151,1.194,-9.535,9.402,179.510,-0.001,-0.000,0.001,160.533,-0.160,
60.805,4.151,1.194,-9.560,9.357,179.520,0.001,0.000,0.001,340.051,0.088,
60.927,4.151,1.194,-9.673,9.444,179.541,-0.000,0.001,0.001,33.620,0.172,
61.048,4.151,1.194,-9.692,9.458,179.509,-0.001,-0.001,0.002,136.859,-0.265,
61.186,4.151,1.194,-9.535,9.311,179.490,-0.000,-0.000,0.000,101.677,-0.139,
61.329,4.151,1.194,-9.595,9.478,179.502,0.000,0.001,0.001,275.894,0.083,
