Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.538,4.263,1.107,4.870,17.512,-173.777,2.772,0.720,2.864,345.447,-112.993,
1.669,4.242,1.086,10.472,14.308,-175.367,-0.154,-0.158,0.221,134.191,-12.124,
1.797,4.234,1.077,10.937,13.197,-176.800,-0.065,-0.070,0.096,133.243,-11.186,
1.926,4.233,1.083,10.491,14.944,-177.748,-0.007,0.045,0.046,9.081,-7.383,
2.065,4.234,1.089,7.957,14.887,-177.628,0.009,0.044,0.045,282.232,0.863,
2.193,4.234,1.096,8.296,14.888,-177.253,-0.006,0.052,0.053,6.110,2.934,
2.323,4.234,1.098,7.876,14.416,-176.667,-0.000,0.022,0.022,0.897,4.484,
2.448,4.233,1.095,8.332,14.281,-176.759,-0.004,-0.023,0.023,101.044,-0.744,
2.583,4.228,1.095,7.536,14.030,-176.461,-0.039,-0.007,0.039,169.412,2.209,
2.717,4.222,1.091,7.794,13.026,-176.602,-0.046,-0.026,0.053,150.135,-1.047,
2.851,4.220,1.088,8.756,10.652,-176.766,-0.016,-0.024,0.029,122.870,-1.227,
3.138,4.216,1.105,1.383,5.541,-176.140,-0.013,0.062,0.063,11.586,2.188,
3.283,4.182,1.098,5.742,7.107,-178.178,-0.234,-0.048,0.239,168.337,-13.993,
3.444,4.180,1.099,4.510,5.604,-178.303,-0.014,0.003,0.014,78.212,-0.779,
3.599,4.194,1.094,4.795,5.736,-177.746,0.094,-0.028,0.099,253.463,3.600,
3.746,4.191,1.087,2.937,5.885,-177.777,-0.022,-0.052,0.056,112.888,-0.208,
3.893,4.133,1.060,-3.925,6.750,-176.760,-0.392,-0.184,0.433,154.886,6.887,
4.036,4.078,1.070,-1.231,9.041,-177.617,-0.387,0.074,0.394,79.142,-6.036,
4.184,4.053,1.092,-7.884,4.984,-177.400,-0.171,0.144,0.224,49.816,1.455,
4.305,4.072,1.092,-11.486,4.718,-175.638,0.154,-0.001,0.154,269.549,14.586,
4.427,4.107,1.080,-10.635,5.742,-174.594,0.291,-0.093,0.305,252.294,8.604,
4.554,4.116,1.078,-7.964,6.059,-174.886,0.068,-0.019,0.071,254.761,-2.289,
4.675,4.129,1.078,-7.020,6.178,-174.664,0.109,0.004,0.109,357.952,1.840,
4.800,4.140,1.077,-7.374,5.662,-174.088,0.089,-0.013,0.090,261.974,4.595,
4.927,4.143,1.076,-6.954,5.537,-173.976,0.026,-0.009,0.028,250.600,0.885,
5.047,4.147,1.076,-6.909,5.687,-173.652,0.036,0.006,0.036,351.100,2.701,
5.168,4.148,1.079,-6.877,5.903,-173.625,0.009,0.022,0.024,291.235,0.227,
5.306,4.156,1.076,-7.714,5.422,-173.035,0.051,-0.020,0.055,248.370,4.265,
5.429,4.149,1.072,-7.593,4.742,-173.202,-0.057,-0.031,0.065,151.751,-1.355,
5.689,4.156,1.068,-5.144,7.289,-173.423,0.028,-0.018,0.033,237.240,-0.852,
5.806,4.151,1.069,-5.091,6.274,-173.521,-0.041,0.012,0.043,73.731,-0.835,
5.926,4.153,1.072,-6.328,6.230,-173.461,0.016,0.024,0.029,302.757,0.499,
6.043,4.157,1.071,-6.608,6.185,-173.310,0.038,-0.011,0.040,253.275,1.280,
6.171,4.156,1.070,-5.902,6.633,-173.590,-0.011,-0.008,0.014,145.143,-2.182,
6.293,4.155,1.070,-5.524,6.879,-173.639,-0.007,-0.002,0.008,161.895,-0.408,
6.408,4.155,1.070,-5.462,7.138,-173.623,0.003,0.001,0.003,336.771,0.141,
6.530,4.156,1.069,-5.193,7.286,-173.469,0.009,-0.008,0.012,228.713,1.265,
6.660,4.155,1.069,-5.111,7.205,-173.508,-0.008,0.001,0.008,80.178,-0.304,
6.787,4.152,1.069,-5.101,7.106,-173.730,-0.025,0.005,0.026,79.621,-1.737,
6.907,4.157,1.068,-4.336,8.105,-173.496,0.038,-0.015,0.041,247.816,1.966,
7.041,4.158,1.068,-5.416,8.115,-173.271,0.009,0.004,0.009,336.582,1.677,
7.149,4.161,1.067,-5.247,7.372,-173.100,0.027,-0.007,0.028,255.206,1.572,
7.264,4.164,1.066,-4.635,7.831,-173.071,0.024,-0.015,0.028,239.258,0.252,
7.382,4.161,1.067,-5.129,7.448,-173.136,-0.025,0.010,0.027,67.580,-0.550,
7.506,4.160,1.067,-5.461,7.373,-173.146,-0.005,0.000,0.005,86.586,-0.078,
7.626,4.160,1.067,-5.267,7.529,-173.167,0.000,-0.002,0.002,181.397,-0.175,
