Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
0.128,4.239,1.053,-9.341,21.847,-176.512,33.092,8.219,34.097,346.052,-1377.987,
0.226,4.238,1.055,-8.754,19.795,-176.706,-0.006,0.021,0.022,14.855,-1.984,
0.312,4.238,1.057,-8.701,19.542,-176.720,-0.001,0.021,0.021,1.799,-0.165,
0.399,4.238,1.057,-8.897,20.046,-176.634,-0.000,0.002,0.002,16.448,0.981,
0.485,4.238,1.057,-8.932,20.220,-176.608,-0.005,-0.002,0.005,158.081,0.311,
0.594,4.238,1.056,-9.053,19.914,-176.565,-0.002,-0.008,0.008,101.828,0.387,
0.719,4.233,1.051,-8.481,17.874,-176.965,-0.041,-0.036,0.055,138.140,-3.192,
0.849,4.232,1.050,-7.867,17.248,-177.153,-0.008,-0.011,0.013,126.726,-1.452,
0.981,4.232,1.050,-7.813,16.483,-177.062,0.004,0.004,0.006,314.317,0.688,
1.109,4.233,1.050,-7.621,16.732,-176.884,0.008,0.000,0.008,357.491,1.400,
1.274,4.235,1.050,-7.407,16.498,-176.654,0.014,-0.001,0.014,267.921,1.396,
1.399,4.238,1.046,-7.356,16.642,-176.559,0.017,-0.031,0.035,209.239,0.757,
1.541,4.237,1.045,-7.781,16.897,-176.687,-0.008,-0.009,0.012,129.473,-0.904,
1.669,4.235,1.043,-7.487,16.702,-176.927,-0.016,-0.018,0.024,131.356,-1.881,
1.792,4.222,1.040,-2.828,10.996,-178.575,-0.102,-0.020,0.104,169.141,-13.421,
1.909,4.214,1.038,-1.966,8.893,-179.771,-0.064,-0.022,0.068,160.880,-10.193,
2.025,4.215,1.037,-1.433,8.467,-179.682,0.002,-0.007,0.007,194.405,0.766,
2.148,4.214,1.037,-1.842,8.479,-179.817,-0.005,0.002,0.005,63.244,-1.106,
2.278,4.215,1.034,-1.526,8.592,-179.686,0.009,-0.021,0.023,203.146,1.011,
2.397,4.219,1.038,-2.915,7.559,-179.156,0.027,0.026,0.038,315.994,4.439,
2.518,4.222,1.038,-3.824,8.257,-178.993,0.025,0.001,0.025,358.766,1.346,
2.648,4.230,1.044,-4.875,8.889,-177.519,0.068,0.046,0.082,325.620,11.314,
2.775,4.231,1.043,-5.117,8.117,-177.586,0.005,-0.009,0.010,206.334,-0.527,
2.903,4.226,1.035,2.468,6.754,-177.077,-0.040,-0.061,0.073,123.107,3.971,
3.047,4.222,1.033,-0.722,4.240,-176.750,-0.029,-0.011,0.031,158.826,2.273,
3.170,4.149,1.086,-7.385,-1.223,173.513,-0.585,0.425,0.723,53.992,2835.611,
3.311,4.059,1.165,-4.677,11.311,160.686,-0.641,0.563,0.853,48.702,-91.171,
3.457,3.992,1.305,-14.266,-7.112,139.032,-0.457,0.958,1.062,25.498,-147.974,
3.606,4.058,1.368,-17.088,-4.050,129.511,0.437,0.424,0.609,315.840,-63.882,
3.757,4.105,1.371,-20.361,-1.681,125.389,0.318,0.021,0.319,356.252,-27.432,
3.903,4.130,1.380,-20.201,-5.790,121.858,0.171,0.056,0.179,341.838,-24.101,
4.070,4.142,1.373,-17.674,-4.945,121.803,0.069,-0.040,0.080,239.553,-0.327,
4.232,4.143,1.365,-16.056,-4.706,121.909,0.011,-0.049,0.050,192.153,0.652,
4.376,4.143,1.366,-16.097,-5.405,121.664,-0.001,0.006,0.007,12.185,-1.703,
4.522,4.142,1.364,-16.243,-5.619,121.917,-0.009,-0.012,0.015,127.130,1.721,
4.680,4.140,1.368,-16.537,-5.045,121.770,-0.009,0.022,0.024,22.962,-0.937,
4.830,4.136,1.357,-17.475,-4.824,122.997,-0.029,-0.072,0.077,112.273,8.164,
