Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,3.216,0,1.248,0.011,-0.065,1.246,-0.410,0.366,-2.985,
1,3.326,0,1.230,0.020,-0.070,1.227,-0.385,0.438,-3.000,
2,3.435,0,1.229,0.030,-0.057,1.228,-0.095,0.223,-3.115,
3,3.547,0,1.227,0.031,-0.054,1.226,-0.117,0.228,-3.113,
4,3.692,0,1.227,0.031,-0.052,1.225,-0.092,0.227,-3.122,
5,3.804,0,1.222,0.033,-0.056,1.220,-0.082,0.197,-3.098,
6,3.925,0,1.245,0.026,-0.060,1.243,-0.188,0.140,-3.061,
7,4.061,0,1.257,0.020,-0.063,1.255,-0.216,0.144,-3.050,
8,4.172,0,1.239,0.020,-0.061,1.238,-0.110,0.057,-3.064,
9,4.281,0,1.239,0.022,-0.064,1.237,-0.189,0.086,-3.071,
10,4.394,0,1.236,0.040,-0.067,1.233,-0.165,0.063,-3.076,
11,4.506,0,1.201,0.031,-0.043,1.200,0.123,0.197,3.131,
12,4.614,0,1.213,0.030,-0.041,1.211,-0.091,0.214,3.090,
13,4.846,0,1.296,0.075,-0.026,1.294,0.094,0.286,3.071,
14,4.959,0,1.310,0.085,-0.025,1.307,0.222,0.311,3.062,
15,5.073,0,1.301,0.087,-0.024,1.298,0.173,0.212,3.094,
16,5.190,0,1.281,0.085,-0.022,1.278,0.022,0.168,3.094,
17,5.303,0,1.284,0.086,-0.021,1.281,0.011,0.194,3.085,
18,5.423,0,1.296,0.092,-0.015,1.292,0.056,0.220,3.102,
19,5.541,0,1.294,0.088,-0.014,1.291,0.025,0.223,3.095,
20,5.664,0,1.291,0.086,-0.012,1.288,0.036,0.186,3.101,
21,5.798,0,1.290,0.084,-0.016,1.287,0.037,0.204,3.092,
22,5.929,0,1.288,0.083,-0.021,1.285,0.015,0.218,3.075,
23,6.045,0,1.290,0.087,-0.023,1.287,0.008,0.207,3.069,
24,6.158,0,1.295,0.094,-0.020,1.292,0.032,0.207,3.075,
25,6.279,0,1.295,0.094,-0.020,1.292,0.027,0.226,3.074,
26,6.398,0,1.292,0.098,-0.016,1.288,0.021,0.222,3.084,
27,6.516,0,1.292,0.099,-0.015,1.288,0.014,0.220,3.088,
28,6.644,0,1.294,0.100,-0.014,1.290,0.019,0.220,3.090,
29,6.769,0,1.296,0.099,-0.014,1.292,0.025,0.224,3.089,
30,6.885,0,1.294,0.100,-0.013,1.290,0.021,0.226,3.092,
31,7.002,0,1.291,0.101,-0.013,1.287,0.012,0.225,3.095,
32,7.113,0,1.291,0.102,-0.012,1.287,0.010,0.222,3.098,
33,7.229,0,1.292,0.102,-0.013,1.288,0.018,0.226,3.096,
34,7.334,0,1.291,0.103,-0.013,1.287,0.018,0.224,3.098,
35,7.448,0,1.289,0.102,-0.012,1.285,0.012,0.221,3.099,
36,7.565,0,1.290,0.103,-0.012,1.286,0.018,0.221,3.100,
37,7.682,0,1.291,0.103,-0.013,1.286,0.026,0.224,3.099,
38,7.796,0,1.286,0.104,-0.012,1.281,0.011,0.220,3.103,
39,7.935,0,1.285,0.105,-0.012,1.281,0.007,0.219,3.105,
40,8.078,0,1.287,0.104,-0.014,1.283,0.030,0.219,3.102,
41,8.214,0,1.282,0.101,-0.020,1.278,0.043,0.209,3.097,
42,8.372,0,1.237,0.040,-0.089,1.233,0.260,0.234,3.009,
