Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.892,4.089,1.262,5.727,-13.125,-4.167,2.161,0.667,2.262,342.842,-2.203,
2.004,4.084,1.266,4.953,-13.493,-1.499,-0.039,0.030,0.049,52.325,23.910,
2.116,4.086,1.267,5.513,-14.430,-0.882,0.010,0.011,0.014,311.813,5.500,
2.227,4.085,1.266,5.792,-15.497,-0.542,-0.003,-0.008,0.008,107.626,3.049,
2.346,4.086,1.268,6.278,-14.671,-0.577,0.004,0.012,0.012,286.470,-0.298,
2.470,4.086,1.267,6.846,-15.328,-0.389,0.000,-0.002,0.002,180.001,1.520,
2.590,4.086,1.268,6.266,-15.458,-0.551,0.005,0.002,0.005,335.888,-1.344,
2.708,4.085,1.267,6.510,-15.843,-0.308,-0.007,-0.005,0.009,142.052,2.069,
2.823,4.084,1.268,5.898,-15.833,-0.324,-0.011,0.007,0.013,58.900,-0.138,
2.935,4.082,1.267,6.967,-15.861,0.209,-0.020,-0.003,0.020,171.763,4.726,
3.058,4.082,1.268,6.331,-15.938,0.136,-0.003,0.004,0.005,37.886,-0.595,
3.174,4.081,1.268,6.219,-15.863,0.149,-0.005,-0.001,0.005,170.186,0.112,
3.296,4.081,1.267,6.937,-16.014,0.344,-0.001,-0.004,0.004,103.016,1.605,
3.419,4.081,1.267,6.284,-15.969,0.221,0.003,-0.000,0.003,261.714,-1.000,
3.543,4.081,1.267,6.789,-16.171,0.400,-0.001,-0.004,0.004,100.899,1.440,
3.657,4.081,1.267,6.508,-16.151,0.316,-0.001,0.001,0.001,53.829,-0.744,
3.769,4.081,1.266,6.727,-16.221,0.392,-0.001,-0.003,0.004,109.069,0.675,
3.885,4.081,1.267,6.558,-16.122,0.399,-0.001,0.001,0.001,58.504,0.061,
4.002,4.080,1.266,6.913,-16.253,0.609,-0.005,-0.005,0.007,139.067,1.801,
4.123,4.080,1.266,6.940,-16.215,0.614,-0.000,-0.001,0.001,109.403,0.039,
4.232,4.080,1.265,6.580,-16.290,0.607,-0.001,-0.005,0.005,105.422,-0.066,
4.350,4.080,1.265,6.731,-16.350,0.583,0.004,-0.003,0.006,231.982,-0.198,
4.473,4.081,1.265,6.360,-16.242,0.496,0.005,-0.001,0.005,260.618,-0.715,
4.600,4.082,1.265,6.316,-16.171,0.487,0.004,-0.000,0.004,269.240,-0.065,
4.718,4.082,1.264,6.739,-16.342,0.562,0.003,-0.004,0.005,216.050,0.632,
4.835,4.082,1.264,6.314,-16.275,0.533,0.001,-0.000,0.001,253.328,-0.247,
4.962,4.082,1.264,6.493,-16.456,0.608,-0.001,-0.002,0.002,111.667,0.590,
5.085,4.081,1.264,6.092,-16.451,0.672,-0.005,0.000,0.005,86.801,0.524,
5.202,4.080,1.265,5.972,-16.257,0.831,-0.012,0.004,0.012,69.137,1.352,
5.316,4.078,1.264,6.969,-16.458,1.280,-0.017,-0.004,0.018,165.834,3.934,
5.427,4.078,1.264,6.352,-16.366,1.169,-0.000,0.002,0.003,5.726,-1.005,
5.542,4.078,1.265,6.056,-16.080,1.069,-0.000,0.005,0.005,6.142,-0.870,
5.649,4.078,1.264,6.747,-16.183,1.347,-0.003,-0.004,0.006,126.652,2.590,
5.766,4.078,1.265,5.918,-16.085,1.102,0.005,0.003,0.006,327.298,-2.111,
5.885,4.077,1.264,6.504,-16.317,1.426,-0.006,-0.008,0.010,124.414,2.704,
5.999,4.077,1.264,6.570,-16.354,1.449,-0.001,-0.000,0.001,162.799,0.200,
