Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.717,3.997,1.314,-3.588,-14.406,-1.209,1.471,0.484,1.548,341.800,-0.445,
2.832,4.013,1.324,-0.935,-14.781,-0.240,0.136,0.085,0.161,328.012,8.475,
2.959,4.018,1.326,0.159,-15.107,0.284,0.039,0.017,0.042,336.297,4.114,
3.075,4.019,1.331,1.530,-15.080,0.774,0.011,0.039,0.040,285.136,4.237,
3.213,4.018,1.332,2.782,-15.211,1.136,-0.004,0.013,0.013,19.037,2.626,
3.336,4.018,1.334,3.067,-15.192,1.294,-0.005,0.018,0.019,15.125,1.286,
3.593,4.018,1.338,3.784,-15.155,1.358,-0.000,0.014,0.014,1.741,0.248,
3.715,4.017,1.339,4.321,-15.247,1.433,-0.001,0.006,0.006,10.131,0.614,
3.834,4.016,1.338,3.971,-15.247,1.465,-0.009,-0.003,0.009,158.184,0.266,
3.964,4.015,1.338,3.907,-15.303,1.547,-0.009,-0.001,0.009,176.271,0.630,
4.090,4.014,1.338,3.890,-15.309,1.630,-0.011,-0.003,0.012,163.363,0.660,
4.204,4.013,1.337,4.346,-14.834,1.774,-0.005,-0.004,0.007,139.849,1.262,
4.315,4.012,1.338,3.407,-15.317,1.718,-0.008,0.002,0.008,72.851,-0.493,
4.444,4.010,1.336,4.565,-15.576,2.221,-0.022,-0.017,0.027,142.543,3.919,
4.563,4.009,1.335,4.280,-15.327,2.230,-0.006,-0.009,0.010,124.430,0.075,
4.679,4.008,1.335,4.079,-15.077,2.184,-0.005,0.000,0.005,88.648,-0.391,
4.792,4.008,1.334,3.444,-15.186,2.259,-0.007,-0.005,0.009,142.808,0.658,
5.018,4.004,1.333,3.938,-15.125,2.653,-0.017,-0.005,0.017,162.773,1.742,
5.138,4.003,1.333,3.617,-15.180,2.731,-0.003,-0.002,0.004,141.981,0.654,
5.266,4.002,1.330,4.377,-14.372,2.535,-0.010,-0.017,0.020,120.146,-1.535,
5.382,4.000,1.328,4.167,-14.987,2.994,-0.017,-0.018,0.025,133.049,3.953,
5.505,3.999,1.328,4.113,-15.030,3.147,-0.010,-0.004,0.011,157.253,1.244,
5.621,3.999,1.328,3.914,-15.131,3.094,-0.000,0.005,0.005,4.640,-0.455,
5.740,3.997,1.326,3.530,-15.095,3.224,-0.018,-0.015,0.024,139.784,1.089,
5.861,3.998,1.324,3.713,-15.015,3.258,0.010,-0.016,0.019,211.727,0.288,
