Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.428,0,0.465,-0.010,-0.051,0.463,0.089,-0.078,-1.697,
1,2.776,0,0.480,0.041,-0.021,0.477,0.218,0.216,-1.657,
2,2.884,0,0.488,0.041,-0.020,0.486,0.233,0.176,-1.671,
3,2.999,0,0.496,0.047,-0.007,0.494,0.279,0.136,-1.594,
4,3.126,0,0.499,0.047,-0.006,0.497,0.272,0.128,-1.583,
5,3.243,0,0.505,0.046,-0.008,0.503,0.245,0.061,-1.598,
6,3.371,0,0.508,0.047,-0.009,0.506,0.271,0.070,-1.610,
7,3.493,0,0.508,0.046,-0.008,0.506,0.215,0.113,-1.604,
8,3.610,0,0.508,0.045,-0.009,0.506,0.239,0.085,-1.615,
9,3.725,0,0.510,0.043,-0.012,0.508,0.222,0.078,-1.634,
10,3.845,0,0.509,0.043,-0.012,0.507,0.249,0.080,-1.641,
11,3.976,0,0.509,0.044,-0.011,0.507,0.244,0.084,-1.636,
12,4.091,0,0.509,0.044,-0.011,0.507,0.239,0.070,-1.634,
13,4.207,0,0.509,0.044,-0.011,0.507,0.232,0.081,-1.631,
14,4.328,0,0.510,0.044,-0.010,0.508,0.236,0.061,-1.627,
15,4.438,0,0.509,0.044,-0.010,0.507,0.235,0.075,-1.628,
16,4.555,0,0.510,0.044,-0.010,0.508,0.232,0.070,-1.625,
17,4.680,0,0.511,0.045,-0.010,0.509,0.234,0.060,-1.621,
18,4.799,0,0.508,0.045,-0.009,0.506,0.230,0.080,-1.620,
19,4.908,0,0.509,0.045,-0.009,0.507,0.232,0.072,-1.619,
20,5.025,0,0.508,0.044,-0.009,0.506,0.224,0.075,-1.622,
21,5.153,0,0.507,0.044,-0.009,0.505,0.223,0.086,-1.621,
22,5.269,0,0.509,0.045,-0.009,0.507,0.225,0.065,-1.617,
23,5.389,0,0.507,0.045,-0.008,0.505,0.220,0.081,-1.618,
24,5.515,0,0.508,0.045,-0.008,0.506,0.219,0.075,-1.617,
25,5.630,0,0.508,0.044,-0.009,0.506,0.220,0.067,-1.617,
26,5.744,0,0.508,0.044,-0.009,0.506,0.215,0.066,-1.616,
27,5.870,0,0.508,0.044,-0.008,0.506,0.214,0.063,-1.616,
28,5.988,0,0.508,0.044,-0.008,0.506,0.213,0.068,-1.615,
29,6.107,0,0.508,0.044,-0.008,0.506,0.211,0.065,-1.615,
30,6.222,0,0.508,0.044,-0.008,0.506,0.213,0.066,-1.615,
31,6.381,0,0.509,0.045,-0.008,0.507,0.213,0.064,-1.613,
32,6.522,0,0.508,0.044,-0.008,0.506,0.210,0.067,-1.615,
33,6.659,0,0.509,0.044,-0.008,0.507,0.211,0.060,-1.614,
34,6.786,0,0.508,0.044,-0.008,0.506,0.210,0.069,-1.615,
35,6.905,0,0.509,0.045,-0.008,0.507,0.211,0.063,-1.613,
36,7.037,0,0.509,0.045,-0.008,0.507,0.211,0.063,-1.613,
37,7.158,0,0.508,0.045,-0.008,0.506,0.211,0.065,-1.612,
38,7.289,0,0.509,0.045,-0.008,0.507,0.210,0.066,-1.612,
39,7.415,0,0.509,0.045,-0.008,0.507,0.212,0.063,-1.612,
