Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
0.706,3.990,1.333,-5.781,-21.981,9.447,5.655,1.889,5.963,341.525,13.391,
0.956,4.021,1.301,7.909,-21.682,7.403,0.124,-0.130,0.180,223.834,-8.170,
1.085,4.024,1.301,6.661,-18.978,6.408,0.029,0.003,0.029,353.596,-7.687,
1.271,4.039,1.299,3.302,-10.282,3.734,0.076,-0.010,0.077,262.172,-14.378,
1.403,4.057,1.283,5.241,-11.172,1.861,0.140,-0.118,0.183,229.744,-14.177,
1.542,4.065,1.280,7.441,-7.768,1.045,0.061,-0.027,0.067,246.234,-5.907,
1.735,4.072,1.278,4.784,-7.733,0.218,0.035,-0.010,0.036,253.355,-4.287,
1.912,4.077,1.279,7.028,-7.587,-0.357,0.027,0.008,0.028,342.564,-3.233,
2.050,4.075,1.282,6.291,-6.996,-0.461,-0.011,0.018,0.021,31.908,-0.753,
2.178,4.076,1.283,8.316,-6.151,-0.668,0.002,0.007,0.008,286.750,-1.624,
2.303,4.075,1.285,7.958,-6.259,-0.578,-0.007,0.019,0.021,21.144,0.718,
2.437,4.070,1.289,8.150,-7.161,-0.349,-0.036,0.033,0.049,47.611,1.697,
2.560,4.066,1.292,7.593,-6.795,-0.127,-0.032,0.024,0.039,52.993,1.815,
2.724,4.063,1.293,7.890,-7.492,-0.009,-0.016,0.006,0.017,69.490,0.725,
2.859,4.062,1.293,8.619,-8.047,0.124,-0.009,-0.001,0.009,174.092,0.978,
2.975,4.063,1.294,7.596,-6.602,-0.284,0.006,0.008,0.010,305.639,-3.508,
3.109,4.063,1.295,7.296,-8.559,-0.197,0.005,0.008,0.009,300.716,0.648,
3.239,4.064,1.296,7.015,-8.275,-0.312,0.005,0.007,0.008,306.060,-0.885,
3.373,4.065,1.297,7.766,-8.084,-0.527,0.007,0.004,0.008,331.835,-1.600,
3.502,4.066,1.296,7.510,-8.087,-0.783,0.007,-0.003,0.008,249.415,-1.996,
3.628,4.065,1.298,7.827,-9.136,-0.363,-0.006,0.017,0.018,19.831,3.319,
3.757,4.065,1.300,7.160,-8.981,-0.431,0.001,0.016,0.016,274.356,-0.527,
3.885,4.064,1.302,6.708,-8.325,-0.760,-0.013,0.009,0.016,55.858,-2.572,
4.026,4.068,1.301,7.684,-9.434,-1.033,0.029,-0.004,0.030,261.731,-1.927,
4.160,4.068,1.303,6.666,-8.769,-1.279,-0.000,0.017,0.017,1.316,-1.846,
4.283,4.068,1.303,7.527,-11.423,-1.005,0.002,-0.006,0.006,202.509,2.223,
4.410,4.069,1.301,5.911,-9.127,-1.680,0.009,-0.013,0.015,213.776,-5.295,
4.543,4.044,1.312,11.326,-12.020,-0.911,-0.187,0.083,0.205,65.978,5.830,
4.672,3.980,1.351,11.281,-14.953,1.967,-0.495,0.299,0.578,58.848,22.223,
4.797,3.977,1.355,14.202,-15.130,3.945,-0.027,0.037,0.046,36.131,15.815,
5.291,3.905,1.110,-30.235,-4.963,84.480,-0.146,-0.497,0.518,106.358,163.019,
5.542,3.949,1.129,-19.161,-8.068,86.935,0.174,0.078,0.191,335.928,9.790,
5.663,3.956,1.128,-15.834,-5.733,88.965,0.060,-0.011,0.061,260.067,16.822,
5.780,3.955,1.132,-16.659,-7.063,87.953,-0.011,0.037,0.038,16.910,-8.639,
5.906,3.958,1.133,-14.851,-6.627,87.791,0.030,0.007,0.031,346.799,-1.287,
6.024,3.962,1.134,-12.495,-3.424,88.391,0.031,0.006,0.032,349.367,5.107,
6.151,3.976,1.138,-13.420,-3.419,88.214,0.105,0.028,0.109,345.338,-1.386,
6.270,3.980,1.137,-16.139,-6.008,87.610,0.041,-0.006,0.041,261.220,-5.092,
6.389,3.984,1.133,-13.578,-4.481,87.665,0.032,-0.033,0.046,224.739,0.459,
6.519,3.986,1.130,-13.104,-4.357,87.814,0.013,-0.019,0.023,213.245,1.149,
6.640,3.987,1.131,-12.096,-3.587,87.760,0.010,0.008,0.013,320.785,-0.443,
6.775,3.986,1.132,-12.465,-3.587,87.879,-0.007,0.003,0.008,67.819,0.880,
6.903,3.980,1.131,-13.101,-4.044,87.903,-0.045,-0.007,0.045,170.525,0.182,
7.029,3.979,1.128,-12.046,-3.707,87.886,-0.010,-0.022,0.024,115.117,-0.133,
7.149,3.978,1.127,-12.022,-3.586,87.833,-0.012,-0.011,0.016,137.435,-0.440,
7.402,3.976,1.129,-11.650,-3.808,87.545,-0.008,0.010,0.013,38.586,-1.142,
7.531,3.976,1.130,-12.127,-2.861,87.810,0.003,0.006,0.006,296.143,2.057,
7.656,3.975,1.132,-11.802,-2.630,87.670,-0.005,0.017,0.018,16.838,-1.125,
7.785,3.974,1.130,-11.900,-2.800,87.558,-0.008,-0.014,0.017,119.726,-0.868,
7.907,3.974,1.129,-12.441,-2.867,87.712,-0.003,-0.012,0.013,102.433,1.256,
8.036,3.974,1.130,-12.310,-2.590,87.686,0.000,0.008,0.008,273.559,-0.206,
8.169,3.973,1.129,-12.210,-2.281,87.708,-0.005,-0.004,0.006,144.834,0.168,
8.295,3.973,1.129,-13.011,-2.887,87.564,-0.004,-0.005,0.006,133.686,-1.146,
8.411,3.975,1.129,-12.346,-2.395,87.516,0.016,-0.001,0.016,264.751,-0.411,
8.548,3.975,1.130,-12.914,-3.311,87.309,0.006,0.007,0.009,311.037,-1.503,
8.673,3.978,1.130,-12.051,-2.627,87.280,0.020,0.007,0.021,340.313,-0.237,
8.811,3.980,1.132,-13.197,-3.234,87.148,0.013,0.008,0.015,329.247,-0.953,
8.930,3.982,1.132,-12.458,-2.875,87.192,0.018,0.000,0.018,359.808,0.367,
9.059,3.981,1.132,-12.947,-2.910,87.206,-0.006,0.002,0.006,67.551,0.107,
9.185,3.979,1.132,-12.812,-3.017,87.195,-0.016,0.005,0.017,72.727,-0.082,
9.313,3.978,1.132,-12.579,-2.486,87.254,-0.008,-0.000,0.008,178.623,0.454,
9.449,3.977,1.132,-14.085,-3.390,87.073,-0.007,-0.001,0.007,169.763,-1.326,
9.579,3.976,1.132,-12.996,-2.700,87.265,-0.007,-0.003,0.007,152.790,1.480,
9.708,3.975,1.132,-13.498,-3.091,87.222,-0.009,-0.001,0.009,176.145,-0.328,
9.838,3.974,1.132,-12.645,-2.430,87.248,-0.007,0.001,0.007,77.410,0.195,
9.961,3.974,1.133,-13.102,-3.052,87.138,-0.003,0.008,0.008,22.985,-0.887,
10.097,3.974,1.134,-12.820,-2.666,87.157,-0.000,0.007,0.007,2.081,0.139,
10.216,3.974,1.135,-12.986,-2.938,87.116,-0.001,0.008,0.008,9.574,-0.341,
10.349,3.974,1.136,-12.970,-2.808,87.036,0.001,0.010,0.010,274.491,-0.609,
10.477,3.973,1.137,-12.743,-2.705,87.002,-0.011,0.007,0.013,59.772,-0.266,
10.610,3.974,1.137,-12.746,-2.461,87.017,0.008,0.004,0.008,334.913,0.113,
10.728,3.973,1.138,-13.187,-2.850,86.929,-0.008,0.004,0.009,63.090,-0.740,
10.862,3.972,1.137,-12.968,-2.069,87.019,-0.006,-0.007,0.009,132.863,0.668,
