Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
1.649,4.355,1.051,5.186,24.721,177.702,2.641,0.638,2.717,346.427,107.766,
1.912,4.332,1.173,-2.692,13.974,-178.257,-0.088,0.464,0.472,10.703,-1353.293,
2.163,4.263,1.152,-0.660,14.763,178.550,-0.276,-0.086,0.289,162.729,1421.666,
2.293,4.251,1.156,-3.137,14.610,179.386,-0.088,0.033,0.094,69.379,6.413,
2.416,4.240,1.153,-1.788,14.271,178.564,-0.090,-0.029,0.094,162.284,-6.689,
2.552,4.235,1.150,-1.178,13.612,178.570,-0.038,-0.017,0.042,156.344,0.043,
2.678,4.233,1.149,-0.580,13.209,178.467,-0.019,-0.013,0.024,145.042,-0.812,
2.803,4.232,1.142,-0.940,13.688,178.600,-0.005,-0.050,0.050,95.565,1.073,
2.947,4.237,1.139,-0.420,13.451,178.557,0.035,-0.022,0.041,237.563,-0.302,
3.062,4.241,1.140,0.155,13.355,178.686,0.033,0.010,0.035,343.186,1.129,
3.179,4.241,1.140,-0.107,13.318,178.796,0.002,-0.005,0.005,201.916,0.933,
3.299,4.243,1.140,0.147,13.282,178.973,0.018,-0.002,0.018,262.738,1.483,
3.429,4.245,1.139,0.401,13.151,179.076,0.013,-0.001,0.013,265.522,0.795,
3.565,4.247,1.139,0.248,13.352,179.201,0.016,-0.003,0.016,258.512,0.908,
3.689,4.249,1.139,0.456,13.548,179.243,0.015,-0.003,0.015,259.252,0.345,
3.812,4.250,1.139,0.235,13.617,179.405,0.009,0.004,0.010,336.041,1.312,
3.933,4.250,1.139,0.828,12.970,179.344,0.001,-0.005,0.005,187.245,-0.498,
4.061,4.249,1.138,0.166,13.899,179.362,-0.007,-0.001,0.008,171.435,0.136,
4.184,4.250,1.140,-0.254,13.889,179.425,0.002,0.016,0.017,278.519,0.512,
4.310,4.249,1.141,-0.306,14.118,179.354,-0.005,0.006,0.008,38.249,-0.567,
4.428,4.249,1.142,-0.471,13.972,179.387,0.000,0.011,0.011,271.012,0.286,
4.553,4.250,1.142,-0.111,13.706,179.387,0.006,-0.003,0.007,239.444,-0.007,
4.677,4.251,1.143,-0.621,13.896,179.459,0.013,0.008,0.015,326.532,0.583,
