Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
0.165,4.051,1.309,6.151,-15.731,-0.589,24.613,7.956,25.867,342.087,-3.578,
0.292,4.049,1.309,6.546,-15.903,-0.386,-0.016,-0.003,0.016,169.229,1.597,
0.395,4.048,1.308,7.011,-16.164,-0.216,-0.016,-0.008,0.018,153.533,1.656,
0.484,4.047,1.307,6.843,-16.033,-0.206,-0.011,-0.013,0.017,129.679,0.107,
0.574,4.046,1.306,6.624,-15.716,-0.263,-0.009,-0.011,0.015,129.296,-0.636,
0.696,4.043,1.304,7.090,-16.011,-0.207,-0.019,-0.013,0.023,144.604,0.463,
0.834,4.038,1.296,6.813,-14.582,0.220,-0.038,-0.060,0.071,122.061,3.097,
0.969,4.038,1.297,7.128,-14.263,0.273,0.001,0.005,0.005,283.244,0.391,
1.102,4.038,1.298,7.056,-13.970,0.349,-0.000,0.009,0.009,1.826,0.573,
1.294,4.038,1.299,6.767,-13.908,0.304,-0.001,0.005,0.005,12.623,-0.236,
1.417,4.039,1.299,6.212,-13.865,0.339,0.007,0.003,0.008,337.402,0.287,
1.551,4.041,1.300,6.712,-13.699,0.232,0.016,0.007,0.018,337.610,-0.796,
1.683,4.039,1.303,4.530,-12.087,0.493,-0.016,0.020,0.026,38.883,1.989,
1.806,4.037,1.309,3.589,-10.818,0.840,-0.016,0.052,0.054,17.062,2.801,
1.937,4.041,1.321,4.723,-12.559,0.318,0.030,0.087,0.092,288.634,-3.999,
2.073,4.050,1.331,4.172,-11.974,-0.113,0.067,0.078,0.103,310.810,-3.161,
