Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,1.507,4,3.857,-0.372,0.694,3.775,0.026,-0.204,0.058,
0,1.508,2,3.999,1.277,-0.266,3.781,0.723,-0.038,0.112,
1,1.665,4,3.889,-0.300,0.818,3.790,-0.016,-0.107,0.072,
1,1.665,205,2.863,-0.235,0.587,2.792,0.335,-0.308,0.031,
1,1.666,2,3.938,1.338,-0.137,3.701,-0.081,-0.095,0.045,
1,1.666,0,3.731,-0.234,-0.222,3.717,0.004,0.024,0.051,
1,1.666,5,3.875,-0.199,-0.874,3.770,-0.145,-0.071,0.058,
2,2.143,4,3.864,-0.020,0.917,3.754,0.153,-0.095,0.002,
2,2.144,0,3.728,0.021,-0.118,3.726,0.113,0.099,0.021,
3,2.298,4,3.887,-0.082,0.997,3.756,-0.195,0.547,0.086,
3,2.299,0,3.723,-0.056,-0.044,3.722,0.278,-0.024,0.032,
3,2.299,5,3.888,-0.041,-0.698,3.825,-0.327,-0.095,-0.009,
4,2.452,4,3.875,-0.155,1.000,3.740,0.054,-0.081,0.023,
4,2.452,2,3.962,1.452,-0.007,3.687,-0.031,-0.056,0.011,
4,2.453,0,3.730,-0.126,-0.037,3.728,-0.009,0.123,0.014,
4,2.453,5,3.849,-0.111,-0.681,3.786,-0.092,0.024,0.034,
5,2.603,4,3.840,-0.155,0.984,3.708,0.054,-0.072,0.021,
5,2.603,2,3.952,1.445,-0.015,3.679,-0.038,-0.057,0.010,
5,2.603,0,3.712,-0.129,-0.046,3.710,0.032,0.162,0.014,
5,2.603,5,3.853,-0.114,-0.691,3.789,-0.099,0.082,0.039,
6,2.745,4,3.836,-0.155,0.986,3.704,0.044,-0.065,0.017,
6,2.746,2,3.949,1.445,-0.013,3.675,-0.038,-0.048,0.009,
6,2.746,0,3.699,-0.128,-0.043,3.697,0.056,0.071,0.016,
6,2.746,5,3.847,-0.113,-0.690,3.783,-0.110,-0.015,0.029,
7,2.902,4,3.874,-0.159,0.998,3.740,-0.020,-0.051,0.027,
7,2.903,2,3.942,1.440,-0.012,3.670,-0.041,-0.050,0.014,
7,2.903,0,3.701,-0.130,-0.042,3.698,-0.107,0.114,0.021,
7,2.904,5,3.843,-0.116,-0.688,3.779,-0.147,0.016,0.033,
