Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.867,4.203,1.199,-11.883,13.197,173.949,1.466,0.418,1.524,344.075,60.671,
2.989,4.203,1.200,-10.349,11.709,173.391,0.000,0.005,0.005,271.171,-4.583,
3.115,4.202,1.203,-11.610,11.557,174.535,-0.002,0.028,0.028,3.723,9.090,
3.240,4.203,1.204,-10.982,11.322,174.778,0.005,0.007,0.009,307.012,1.937,
3.363,4.204,1.205,-10.468,10.144,174.562,0.004,0.005,0.006,313.668,-1.760,
3.487,4.204,1.205,-10.317,9.873,174.390,-0.001,0.001,0.002,42.437,-1.383,
3.614,4.204,1.205,-12.562,8.724,173.524,0.006,0.003,0.007,337.110,-6.793,
3.735,4.204,1.208,-12.784,9.387,173.796,0.001,0.020,0.020,273.721,2.263,
3.853,4.202,1.211,-14.936,10.489,174.856,-0.021,0.031,0.038,33.391,8.969,
3.976,4.203,1.207,-13.597,9.029,173.273,0.004,-0.038,0.038,185.642,-12.914,
