Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.141,0,0.518,0.019,-0.110,0.505,0.434,0.007,-1.601,
1,2.245,0,0.516,0.023,-0.103,0.505,0.193,0.013,-1.598,
2,2.343,0,0.519,0.025,-0.099,0.509,0.229,-0.004,-1.592,
3,2.449,0,0.521,0.026,-0.095,0.512,0.247,0.000,-1.591,
4,2.558,0,0.523,0.027,-0.089,0.514,0.255,0.018,-1.602,
5,2.665,0,0.526,0.028,-0.086,0.518,0.288,0.021,-1.607,
6,2.777,0,0.527,0.027,-0.085,0.520,0.279,0.018,-1.603,
7,2.877,0,0.527,0.028,-0.084,0.520,0.252,0.019,-1.600,
8,2.982,0,0.529,0.028,-0.083,0.522,0.263,0.022,-1.602,
9,3.088,0,0.528,0.029,-0.082,0.521,0.245,0.022,-1.602,
10,3.196,0,0.528,0.028,-0.081,0.521,0.240,0.026,-1.601,
11,3.299,0,0.529,0.028,-0.081,0.522,0.260,0.025,-1.602,
12,3.404,0,0.529,0.028,-0.081,0.522,0.254,0.027,-1.602,
13,3.559,0,0.528,0.027,-0.081,0.521,0.251,0.027,-1.602,
14,3.731,0,0.529,0.026,-0.077,0.523,0.248,0.025,-1.604,
15,3.860,0,0.529,0.025,-0.069,0.524,0.241,0.036,-1.609,
16,3.977,0,0.531,0.024,-0.052,0.528,0.273,0.036,-1.618,
17,4.096,0,0.530,0.023,-0.040,0.528,0.282,0.075,-1.641,
18,4.212,0,0.530,0.020,-0.036,0.528,0.307,0.087,-1.660,
19,4.325,0,0.527,0.020,-0.037,0.526,0.276,0.084,-1.656,
20,4.442,0,0.528,0.020,-0.037,0.526,0.268,0.079,-1.655,
21,4.561,0,0.527,0.020,-0.037,0.525,0.275,0.082,-1.658,
22,4.686,0,0.527,0.021,-0.038,0.525,0.272,0.081,-1.658,
23,4.802,0,0.525,0.021,-0.038,0.524,0.263,0.079,-1.657,
24,4.913,0,0.525,0.021,-0.038,0.524,0.267,0.077,-1.657,
25,5.028,0,0.524,0.020,-0.038,0.522,0.262,0.080,-1.658,
26,5.154,0,0.525,0.020,-0.038,0.523,0.264,0.076,-1.659,
27,5.269,0,0.524,0.019,-0.038,0.522,0.258,0.080,-1.660,
28,5.382,0,0.524,0.019,-0.038,0.522,0.262,0.077,-1.661,
29,5.499,0,0.524,0.020,-0.039,0.522,0.257,0.080,-1.662,
30,5.730,0,0.523,0.020,-0.039,0.521,0.260,0.083,-1.667,
31,5.842,0,0.522,0.020,-0.039,0.521,0.251,0.075,-1.662,
32,5.953,0,0.524,0.021,-0.041,0.522,0.171,0.042,-1.650,
