Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.700,0,0.473,0.038,0.014,0.471,0.170,0.101,-1.493,
1,2.945,0,0.496,0.040,0.009,0.494,0.201,0.051,-1.481,
2,3.067,0,0.500,0.041,0.007,0.498,0.164,0.045,-1.481,
3,3.188,0,0.501,0.040,0.006,0.499,0.156,0.051,-1.485,
4,3.317,0,0.502,0.040,0.006,0.500,0.152,0.052,-1.485,
5,3.821,0,0.497,0.039,-0.002,0.495,0.074,0.047,-1.494,
6,4.222,0,0.495,0.039,-0.003,0.494,0.065,0.049,-1.495,
7,4.354,0,0.495,0.040,-0.003,0.493,0.061,0.052,-1.494,
8,4.487,0,0.496,0.039,-0.003,0.494,0.067,0.051,-1.494,
9,4.628,0,0.492,0.040,-0.005,0.490,0.050,0.052,-1.493,
10,4.752,0,0.492,0.041,-0.004,0.490,0.049,0.053,-1.491,
11,4.885,0,0.492,0.042,-0.004,0.491,0.048,0.050,-1.489,
12,5.008,0,0.493,0.042,-0.004,0.491,0.049,0.050,-1.486,
13,5.136,0,0.493,0.042,-0.004,0.491,0.063,0.055,-1.487,
14,5.258,0,0.493,0.042,-0.004,0.492,0.052,0.049,-1.487,
15,5.387,0,0.493,0.042,-0.004,0.491,0.047,0.049,-1.489,
16,5.644,0,0.492,0.041,-0.005,0.491,0.042,0.049,-1.489,
17,5.769,0,0.493,0.041,-0.004,0.491,0.046,0.046,-1.488,
18,5.889,0,0.493,0.041,-0.004,0.491,0.050,0.049,-1.488,
19,6.007,0,0.493,0.042,-0.004,0.491,0.048,0.048,-1.487,
20,6.131,0,0.492,0.042,-0.004,0.491,0.048,0.046,-1.486,
21,6.263,0,0.492,0.043,-0.004,0.490,0.044,0.047,-1.484,
22,6.383,0,0.491,0.043,-0.004,0.489,0.049,0.052,-1.482,
23,6.513,0,0.489,0.048,-0.003,0.486,0.048,0.037,-1.478,
