Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,0.124,0,0.480,0.005,-0.075,0.474,-0.103,0.061,3.061,
1,0.214,0,0.482,0.005,-0.074,0.477,-0.107,0.070,3.070,
2,0.294,0,0.484,0.005,-0.073,0.479,-0.104,0.076,3.079,
3,0.367,0,0.486,0.006,-0.071,0.481,-0.089,0.086,3.087,
4,0.436,0,0.485,0.007,-0.070,0.479,-0.100,-0.006,3.100,
5,0.539,0,0.492,0.006,-0.068,0.488,-0.088,0.048,3.109,
6,0.772,0,0.508,0.006,-0.059,0.504,-0.111,0.169,3.118,
7,0.879,0,0.508,0.007,-0.057,0.505,-0.095,0.152,3.129,
8,0.992,0,0.507,0.008,-0.056,0.504,-0.096,0.181,3.130,
9,1.285,0,0.508,0.007,-0.057,0.505,-0.099,0.160,3.126,
10,1.397,0,0.507,0.006,-0.057,0.504,-0.092,0.156,3.127,
11,1.519,0,0.506,0.004,-0.056,0.503,-0.155,0.196,3.064,
12,1.772,0,0.499,-0.012,-0.048,0.497,-0.291,0.222,2.365,
13,2.132,0,0.499,-0.032,-0.061,0.494,-0.034,0.200,2.196,
14,2.255,0,0.496,-0.015,-0.063,0.492,-0.026,0.052,2.382,
15,2.403,0,0.507,0.006,-0.074,0.502,-0.178,-0.094,2.730,
16,2.527,0,0.519,0.004,-0.067,0.514,-0.323,-0.163,2.744,
17,2.651,0,0.511,0.008,-0.071,0.506,-0.275,-0.151,2.759,
18,2.767,0,0.507,0.012,-0.076,0.501,-0.234,-0.148,2.772,
19,2.891,0,0.507,0.013,-0.079,0.500,-0.231,-0.152,2.773,
20,3.013,0,0.519,0.016,-0.081,0.512,-0.245,-0.127,2.800,
21,3.263,0,0.522,0.011,-0.077,0.517,-0.149,0.078,2.693,
22,3.510,0,0.514,-0.002,-0.065,0.510,-0.161,0.108,2.527,
