Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,0.791,0,1.341,0.126,-0.183,1.323,-0.126,0.270,1.485,
1,0.925,0,1.339,0.155,-0.167,1.319,-0.315,-0.072,1.554,
2,1.047,0,1.340,0.155,-0.169,1.321,-0.354,-0.098,1.555,
3,1.176,0,1.355,0.152,-0.170,1.336,-0.342,-0.063,1.598,
4,1.356,0,1.369,0.142,-0.167,1.351,-0.202,0.017,1.644,
5,1.487,0,1.365,0.127,-0.163,1.350,-0.292,-0.109,1.629,
6,1.617,0,1.367,0.098,-0.163,1.354,-0.278,-0.113,1.629,
7,1.737,0,1.402,0.083,-0.169,1.389,-0.321,0.047,1.621,
8,1.857,0,1.386,0.033,-0.109,1.381,-0.263,-0.110,1.585,
9,1.984,0,1.391,0.038,-0.060,1.390,-0.145,-0.081,1.597,
10,2.103,0,1.392,0.054,-0.050,1.390,-0.107,-0.093,1.614,
11,2.224,0,1.401,0.067,-0.052,1.398,-0.128,-0.095,1.625,
12,2.348,0,1.399,0.077,-0.055,1.396,-0.106,-0.099,1.638,
13,2.483,0,1.394,0.074,-0.057,1.391,-0.098,-0.093,1.635,
14,2.615,0,1.391,0.069,-0.057,1.388,-0.095,-0.094,1.631,
15,2.761,0,1.389,0.068,-0.059,1.386,-0.093,-0.089,1.630,
16,2.889,0,1.394,0.068,-0.060,1.391,-0.103,-0.090,1.628,
17,3.008,0,1.394,0.069,-0.060,1.391,-0.108,-0.091,1.627,
18,3.136,0,1.393,0.069,-0.061,1.390,-0.109,-0.089,1.626,
19,3.252,0,1.392,0.070,-0.061,1.389,-0.109,-0.089,1.627,
20,3.374,0,1.394,0.070,-0.062,1.391,-0.112,-0.085,1.627,
21,3.495,0,1.393,0.070,-0.062,1.390,-0.114,-0.087,1.627,
22,3.610,0,1.394,0.070,-0.063,1.391,-0.113,-0.085,1.627,
23,3.728,0,1.391,0.073,-0.068,1.387,-0.131,-0.091,1.618,
