Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,4.295,0,1.142,0.001,0.026,1.141,-0.149,-0.216,1.546,
1,4.429,0,1.224,0.010,-0.000,1.224,-0.216,-0.143,1.558,
2,4.568,0,1.265,0.016,-0.039,1.265,-0.240,-0.138,1.554,
3,4.702,0,1.294,0.026,-0.046,1.293,-0.255,-0.114,1.570,
4,4.843,0,1.307,0.029,-0.048,1.305,-0.273,-0.099,1.577,
5,4.997,0,1.306,0.033,-0.052,1.305,-0.243,-0.093,1.588,
6,5.137,0,1.309,0.036,-0.058,1.308,-0.254,-0.098,1.589,
7,5.275,0,1.311,0.041,-0.064,1.309,-0.240,-0.097,1.589,
8,5.412,0,1.309,0.043,-0.067,1.307,-0.243,-0.098,1.590,
9,5.551,0,1.304,0.044,-0.069,1.302,-0.234,-0.095,1.592,
10,5.699,0,1.303,0.044,-0.070,1.300,-0.236,-0.093,1.594,
11,5.842,0,1.303,0.044,-0.070,1.301,-0.233,-0.090,1.595,
12,5.983,0,1.306,0.047,-0.066,1.303,-0.239,-0.091,1.601,
13,6.129,0,1.304,0.047,-0.069,1.301,-0.226,-0.090,1.600,
14,6.263,0,1.305,0.051,-0.066,1.302,-0.234,-0.091,1.607,
15,6.401,0,1.303,0.052,-0.067,1.300,-0.226,-0.080,1.607,
16,6.543,0,1.294,0.054,-0.067,1.291,-0.223,-0.098,1.611,
17,6.708,0,1.283,0.058,-0.063,1.280,-0.203,-0.084,1.615,
18,6.843,0,1.228,0.084,-0.050,1.224,-0.148,-0.103,1.643,
