Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,4.341,0,1.275,0.091,-0.209,1.254,0.234,0.095,-1.622,
1,4.570,0,1.259,0.095,-0.203,1.239,0.249,0.116,-1.620,
2,4.693,0,1.252,0.092,-0.202,1.232,0.227,0.113,-1.617,
3,4.809,0,1.249,0.093,-0.205,1.229,0.129,0.115,-1.612,
4,5.157,0,1.253,0.098,-0.206,1.232,0.142,0.091,-1.596,
5,5.968,0,1.252,0.102,-0.199,1.232,0.254,0.135,-1.602,
6,6.892,0,1.249,0.106,-0.204,1.227,0.119,0.119,-1.587,
7,7.601,0,1.247,0.111,-0.201,1.226,0.132,0.102,-1.579,
8,8.204,0,1.246,0.112,-0.201,1.225,0.129,0.099,-1.575,
9,8.315,0,1.245,0.113,-0.202,1.223,0.129,0.105,-1.575,
10,8.665,0,1.208,0.123,-0.200,1.184,0.169,0.100,-1.578,
11,8.909,0,1.198,0.128,-0.197,1.175,0.095,0.047,-1.556,
