Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.853,4.167,1.254,-7.125,9.069,-80.028,1.461,0.439,1.525,343.257,-28.050,
2.971,4.168,1.254,-4.133,7.556,-80.271,0.005,0.000,0.005,356.157,-2.052,
3.096,4.167,1.257,-4.534,7.910,-80.154,-0.006,0.026,0.027,12.632,0.936,
3.225,4.161,1.256,-4.512,8.098,-80.142,-0.049,-0.008,0.050,170.921,0.090,
3.351,4.158,1.256,-4.814,8.431,-80.132,-0.020,0.002,0.020,84.644,0.085,
3.598,4.163,1.253,-7.846,10.882,-79.719,0.017,-0.015,0.022,229.577,1.670,
3.719,4.167,1.250,-5.677,10.819,-80.401,0.036,-0.021,0.041,239.064,-5.610,
3.975,4.173,1.248,-5.352,11.487,-80.495,0.023,-0.007,0.024,253.532,-0.367,
4.103,4.175,1.256,-7.269,11.565,-80.101,0.019,0.057,0.060,288.123,3.074,
4.230,4.177,1.261,-5.968,11.896,-80.195,0.012,0.043,0.045,285.167,-0.743,
4.356,4.177,1.277,-6.879,12.121,-79.451,0.004,0.127,0.127,271.644,5.891,
