Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.752,0,0.482,0.046,-0.095,0.471,-0.344,-0.148,1.645,
1,2.853,0,0.496,0.050,-0.092,0.485,-0.390,-0.157,1.645,
2,2.953,0,0.502,0.053,-0.089,0.492,-0.394,-0.170,1.654,
3,3.047,0,0.505,0.056,-0.088,0.494,-0.369,-0.191,1.667,
4,3.147,0,0.509,0.056,-0.088,0.498,-0.360,-0.183,1.671,
5,3.357,0,0.509,0.054,-0.087,0.498,-0.367,-0.191,1.666,
6,3.452,0,0.511,0.055,-0.087,0.500,-0.353,-0.186,1.675,
7,3.558,0,0.512,0.057,-0.084,0.502,-0.361,-0.189,1.679,
8,3.657,0,0.516,0.056,-0.080,0.507,-0.357,-0.193,1.680,
9,3.760,0,0.516,0.056,-0.079,0.507,-0.366,-0.200,1.680,
10,3.853,0,0.516,0.056,-0.080,0.507,-0.361,-0.198,1.685,
11,3.961,0,0.516,0.056,-0.079,0.507,-0.355,-0.199,1.686,
12,4.064,0,0.515,0.055,-0.079,0.506,-0.358,-0.197,1.684,
13,4.161,0,0.513,0.054,-0.078,0.504,-0.366,-0.208,1.676,
