Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,2.379,0,1.162,0.167,-0.139,1.141,-0.167,0.182,1.687,
1,2.495,0,1.215,0.162,-0.111,1.199,0.041,0.182,1.683,
2,2.608,0,1.255,0.165,-0.113,1.239,-0.070,0.149,1.686,
3,2.745,0,1.307,0.184,-0.115,1.288,-0.133,0.148,1.699,
4,2.875,0,1.320,0.192,-0.114,1.301,-0.212,0.109,1.714,
5,3.003,0,1.324,0.191,-0.116,1.305,-0.159,0.141,1.707,
6,3.121,0,1.323,0.189,-0.116,1.304,-0.134,0.153,1.708,
7,3.249,0,1.320,0.189,-0.115,1.302,-0.114,0.160,1.707,
8,3.372,0,1.318,0.188,-0.115,1.300,-0.128,0.154,1.711,
9,3.500,0,1.318,0.186,-0.117,1.299,-0.046,0.186,1.701,
10,3.620,0,1.317,0.188,-0.115,1.298,-0.130,0.150,1.711,
11,3.890,0,1.314,0.187,-0.115,1.296,-0.108,0.160,1.710,
12,4.031,0,1.313,0.187,-0.115,1.294,-0.145,0.141,1.712,
13,4.156,0,1.311,0.187,-0.114,1.293,-0.129,0.149,1.712,
14,4.276,0,1.312,0.186,-0.115,1.294,-0.119,0.162,1.709,
15,4.524,0,1.310,0.185,-0.115,1.292,-0.114,0.167,1.708,
16,4.659,0,1.309,0.186,-0.114,1.291,-0.148,0.136,1.713,
17,4.782,0,1.309,0.185,-0.114,1.290,-0.128,0.146,1.710,
18,4.899,0,1.308,0.186,-0.114,1.290,-0.132,0.143,1.712,
19,5.034,0,1.311,0.185,-0.115,1.293,-0.126,0.143,1.710,
20,5.154,0,1.308,0.186,-0.114,1.290,-0.143,0.137,1.712,
21,5.277,0,1.309,0.186,-0.114,1.290,-0.153,0.132,1.712,
22,5.399,0,1.309,0.185,-0.114,1.291,-0.138,0.140,1.712,
23,5.515,0,1.309,0.186,-0.114,1.291,-0.146,0.136,1.713,
24,5.634,0,1.310,0.187,-0.114,1.292,-0.165,0.126,1.715,
25,5.749,0,1.309,0.187,-0.113,1.291,-0.156,0.131,1.716,
26,5.885,0,1.309,0.186,-0.113,1.291,-0.152,0.133,1.714,
27,6.127,0,1.307,0.184,-0.115,1.289,-0.127,0.148,1.709,
28,6.243,0,1.309,0.184,-0.115,1.291,-0.120,0.149,1.709,
29,6.368,0,1.309,0.184,-0.114,1.291,-0.145,0.139,1.710,
30,6.490,0,1.309,0.186,-0.114,1.291,-0.124,0.150,1.712,
31,6.622,0,1.309,0.186,-0.113,1.291,-0.135,0.155,1.712,
32,6.752,0,1.307,0.185,-0.113,1.289,-0.137,0.142,1.713,
33,6.871,0,1.307,0.181,-0.116,1.289,-0.117,0.153,1.702,
34,6.992,0,1.308,0.183,-0.115,1.290,-0.134,0.143,1.706,
35,7.121,0,1.308,0.185,-0.113,1.290,-0.131,0.147,1.711,
36,7.235,0,1.308,0.185,-0.113,1.290,-0.134,0.146,1.713,
37,7.354,0,1.308,0.186,-0.112,1.290,-0.132,0.148,1.714,
38,7.495,0,1.308,0.186,-0.113,1.290,-0.125,0.152,1.713,
39,7.741,0,1.309,0.186,-0.112,1.291,-0.129,0.150,1.714,
40,7.856,0,1.304,0.187,-0.109,1.286,-0.218,0.097,1.720,
41,7.979,0,1.309,0.186,-0.112,1.291,-0.118,0.152,1.713,
42,8.100,0,1.309,0.186,-0.112,1.290,-0.126,0.153,1.715,
43,8.215,0,1.309,0.187,-0.111,1.291,-0.128,0.152,1.716,
44,8.340,0,1.312,0.186,-0.113,1.294,-0.090,0.165,1.711,
45,8.464,0,1.308,0.186,-0.112,1.290,-0.120,0.156,1.714,
46,8.584,0,1.308,0.185,-0.112,1.290,-0.124,0.154,1.714,
47,8.846,0,1.308,0.183,-0.114,1.290,-0.052,0.183,1.704,
48,8.974,0,1.307,0.186,-0.112,1.289,-0.129,0.151,1.714,
49,9.097,0,1.307,0.187,-0.111,1.289,-0.142,0.144,1.717,
50,9.216,0,1.307,0.187,-0.112,1.289,-0.127,0.152,1.715,
51,9.334,0,1.309,0.186,-0.113,1.291,-0.077,0.170,1.711,
52,9.453,0,1.306,0.186,-0.112,1.288,-0.122,0.154,1.715,
53,9.574,0,1.307,0.187,-0.112,1.289,-0.125,0.152,1.716,
54,9.692,0,1.307,0.187,-0.111,1.288,-0.139,0.145,1.718,
55,9.946,0,1.308,0.186,-0.113,1.290,-0.068,0.173,1.709,
56,10.072,0,1.305,0.187,-0.112,1.287,-0.133,0.148,1.717,
57,10.203,0,1.304,0.187,-0.111,1.286,-0.105,0.162,1.715,
58,10.323,0,1.302,0.187,-0.111,1.284,-0.138,0.146,1.719,
59,10.445,0,1.301,0.188,-0.109,1.283,-0.098,0.165,1.718,
60,10.694,0,1.305,0.185,-0.111,1.287,-0.131,0.159,1.716,
61,10.817,0,1.301,0.185,-0.111,1.283,-0.103,0.161,1.715,
62,10.942,0,1.297,0.178,-0.112,1.280,-0.104,0.148,1.714,
63,11.171,0,1.251,0.146,-0.118,1.237,-0.163,0.031,1.704,
64,11.290,0,1.207,0.143,-0.114,1.193,-0.376,-0.153,1.726,
65,11.419,0,1.187,0.154,-0.111,1.172,-0.215,-0.112,1.796,
66,11.544,0,1.156,0.157,-0.111,1.139,-0.151,-0.165,1.820,
67,11.675,0,1.158,0.146,-0.118,1.143,-0.266,-0.206,1.750,
68,11.809,0,1.171,0.135,-0.130,1.156,-0.455,-0.301,1.654,
69,12.053,0,1.226,0.068,-0.046,1.223,-0.474,-0.202,1.697,
70,12.174,0,1.227,0.059,-0.036,1.225,-0.269,-0.104,1.715,
71,12.339,0,1.198,0.028,-0.060,1.196,-0.206,-0.136,1.681,
72,12.464,0,1.200,0.016,-0.067,1.198,-0.175,-0.133,1.681,
73,12.593,0,1.206,0.013,-0.071,1.204,-0.242,-0.157,1.674,
74,12.728,0,1.206,0.014,-0.072,1.204,-0.171,-0.147,1.677,
75,12.847,0,1.218,0.019,-0.071,1.216,-0.250,-0.160,1.670,
76,12.969,0,1.228,0.027,-0.070,1.226,-0.230,-0.158,1.675,
77,13.123,0,1.231,0.030,-0.070,1.228,-0.248,-0.162,1.676,
78,13.293,0,1.231,0.032,-0.069,1.228,-0.231,-0.154,1.681,
79,13.463,0,1.230,0.033,-0.069,1.228,-0.239,-0.158,1.680,
80,13.595,0,1.230,0.032,-0.068,1.228,-0.235,-0.149,1.681,
81,13.723,0,1.232,0.039,-0.057,1.230,-0.255,-0.148,1.685,
82,13.845,0,1.222,0.033,-0.044,1.221,-0.267,-0.147,1.688,
83,13.965,0,1.212,0.026,-0.035,1.212,-0.215,-0.115,1.695,
84,14.089,0,1.215,0.011,-0.029,1.215,-0.198,-0.107,1.696,
85,14.220,0,1.203,-0.036,-0.004,1.203,-0.202,-0.104,1.672,
86,14.350,0,1.200,-0.015,-0.008,1.199,-0.179,-0.096,1.692,
87,14.473,0,1.204,-0.014,-0.011,1.204,-0.189,-0.089,1.697,
88,14.593,0,1.203,-0.018,-0.013,1.203,-0.189,-0.105,1.689,
89,14.713,0,1.202,-0.003,-0.017,1.202,-0.211,-0.124,1.686,
90,14.856,0,1.201,0.018,-0.022,1.201,-0.175,-0.094,1.707,
91,14.989,0,1.201,0.026,-0.028,1.200,-0.189,-0.111,1.710,
92,15.124,0,1.201,0.032,-0.031,1.200,-0.178,-0.106,1.717,
93,15.257,0,1.203,0.028,-0.032,1.203,-0.186,-0.113,1.715,
94,15.377,0,1.202,0.029,-0.037,1.201,-0.203,-0.127,1.708,
95,15.500,0,1.203,0.033,-0.037,1.202,-0.196,-0.123,1.713,
96,15.615,0,1.208,0.033,-0.037,1.207,-0.195,-0.119,1.714,
97,15.740,0,1.204,0.032,-0.038,1.203,-0.207,-0.122,1.712,
98,15.871,0,1.203,0.031,-0.038,1.202,-0.200,-0.126,1.710,
99,15.997,0,1.203,0.029,-0.039,1.202,-0.196,-0.121,1.709,
100,16.120,0,1.203,0.027,-0.039,1.203,-0.185,-0.120,1.707,
101,16.242,0,1.205,0.029,-0.040,1.204,-0.210,-0.127,1.705,
102,16.373,0,1.203,0.029,-0.039,1.202,-0.194,-0.124,1.705,
103,16.499,0,1.205,0.030,-0.039,1.204,-0.218,-0.128,1.703,
104,16.627,0,1.207,0.030,-0.039,1.206,-0.200,-0.123,1.705,
105,16.750,0,1.210,0.032,-0.039,1.209,-0.225,-0.126,1.705,
