Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
4.036,0.067,0.030,19.978,9.748,-87.633,0.016,0.008,0.018,335.501,-21.715,
4.152,0.066,0.039,18.558,10.656,-88.387,-0.004,0.072,0.072,3.459,-6.499,
4.265,0.073,0.043,17.663,8.186,-90.363,0.057,0.039,0.069,325.915,-17.398,
4.378,0.074,0.044,16.562,7.419,-90.836,0.017,0.007,0.019,337.175,-4.198,
4.486,0.076,0.044,16.912,5.442,-90.950,0.011,0.005,0.012,336.133,-1.050,
4.609,0.074,0.046,17.672,5.082,-90.339,-0.011,0.010,0.015,46.443,4.983,
4.711,0.073,0.046,17.349,5.223,-89.907,-0.017,0.007,0.018,67.863,4.240,
4.802,0.072,0.047,17.776,5.721,-90.109,-0.011,0.002,0.011,78.934,-2.228,
4.900,0.068,0.051,17.064,9.377,-89.356,-0.037,0.042,0.056,41.682,7.702,
5.002,0.071,0.049,16.676,10.746,-90.726,0.031,-0.018,0.035,239.872,-13.458,
5.107,0.070,0.052,18.514,12.582,-90.509,-0.014,0.030,0.033,25.135,2.066,
5.206,0.070,0.051,19.764,11.359,-90.571,0.007,-0.007,0.010,227.040,-0.621,
5.307,0.069,0.052,19.513,11.845,-90.224,-0.011,0.007,0.013,55.471,3.438,
5.411,0.068,0.053,19.875,12.099,-90.098,-0.008,0.007,0.011,50.780,1.217,
5.507,0.067,0.054,19.787,12.130,-89.723,-0.011,0.014,0.018,38.628,3.896,
5.610,0.067,0.055,19.925,12.272,-89.641,-0.004,0.005,0.006,37.512,0.795,
5.714,0.066,0.055,19.778,11.771,-89.410,-0.005,0.009,0.010,29.983,2.224,
5.813,0.066,0.056,19.871,11.941,-89.321,-0.004,0.008,0.008,26.742,0.898,
5.914,0.066,0.057,18.725,12.067,-89.045,-0.000,0.004,0.004,4.775,2.733,
6.024,0.065,0.057,19.784,11.899,-89.170,-0.005,0.002,0.006,67.758,-1.132,
6.132,0.065,0.057,19.850,12.095,-89.155,-0.000,0.001,0.001,20.647,0.138,
6.233,0.065,0.057,19.697,12.179,-89.067,-0.005,0.005,0.007,42.868,0.867,
6.332,0.065,0.058,18.802,12.080,-88.909,0.003,0.001,0.003,336.894,1.583,
6.434,0.065,0.057,19.836,13.054,-89.152,-0.003,-0.003,0.005,139.095,-2.395,
6.542,0.065,0.057,19.745,12.850,-89.226,0.001,-0.003,0.003,196.773,-0.683,
6.642,0.065,0.057,19.935,12.501,-89.292,0.003,-0.003,0.005,227.024,-0.664,
6.745,0.065,0.056,19.578,12.456,-89.198,-0.007,-0.005,0.008,146.039,0.915,
6.843,0.061,0.047,20.532,11.208,-92.958,-0.034,-0.092,0.098,110.511,-38.279,
7.061,0.020,0.022,15.618,23.248,-122.367,-0.191,-0.113,0.222,149.314,-135.098,
7.166,0.017,0.018,7.211,22.078,-136.231,-0.024,-0.040,0.047,121.165,-131.018,
7.279,0.033,0.009,-1.180,28.051,-159.005,0.141,-0.083,0.164,239.536,-202.097,
7.386,0.035,0.001,-1.197,24.241,-164.507,0.021,-0.070,0.073,196.440,-51.600,
7.494,0.034,-0.008,-0.934,21.479,-168.795,-0.009,-0.090,0.090,95.723,-39.616,
7.595,0.035,-0.019,-2.750,21.955,-172.427,0.009,-0.104,0.104,184.988,-35.797,
7.744,0.037,-0.020,-2.811,20.830,-173.118,0.014,-0.006,0.016,245.693,-4.639,
7.859,0.042,-0.025,-4.791,20.866,-176.352,0.037,-0.049,0.062,217.166,-28.280,
7.967,0.045,-0.032,-6.165,17.797,-178.485,0.028,-0.063,0.069,203.630,-19.707,
8.065,0.045,-0.033,-5.466,18.329,-178.475,0.002,-0.008,0.009,192.892,0.098,
8.187,0.045,-0.033,-5.686,18.801,-178.105,0.005,0.003,0.005,329.486,3.014,
8.295,0.046,-0.035,-5.710,17.424,-178.345,0.003,-0.017,0.018,188.833,-2.230,
8.403,0.045,-0.034,-5.101,18.743,-178.064,-0.006,0.005,0.008,50.696,2.604,
8.503,0.045,-0.035,-4.249,18.628,-177.767,0.001,-0.006,0.006,192.386,2.981,
8.603,0.046,-0.034,-2.790,16.790,-176.453,0.005,0.006,0.007,309.740,13.089,
8.716,0.042,-0.025,-0.159,18.565,-173.949,-0.035,0.084,0.091,22.747,22.274,
8.838,0.034,-0.009,2.702,18.076,-168.827,-0.062,0.124,0.139,26.697,41.924,
9.056,-0.010,0.008,8.678,15.248,-137.606,-0.200,0.080,0.215,68.209,143.025,
9.155,-0.011,-0.000,10.815,15.320,-124.862,-0.019,-0.084,0.086,102.958,129.035,
9.264,0.013,-0.002,8.793,2.181,-102.303,0.225,-0.014,0.226,266.398,206.715,
9.368,0.021,0.007,6.439,0.067,-94.484,0.077,0.088,0.117,311.366,75.212,
9.473,0.026,0.030,6.353,-1.438,-85.451,0.045,0.220,0.224,281.509,85.830,
9.568,0.028,0.036,5.779,-3.160,-84.264,0.020,0.059,0.063,289.036,12.459,
9.664,0.033,0.046,10.138,1.969,-83.939,0.058,0.101,0.116,299.872,3.408,
9.771,0.040,0.045,10.821,3.065,-84.358,0.067,-0.006,0.067,264.798,-3.894,
