Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
4.341,4.331,1.297,13.418,5.431,-92.912,0.998,0.299,1.041,343.322,-21.404,
4.570,4.324,1.302,14.242,6.650,-92.804,-0.029,0.021,0.036,53.798,0.473,
4.693,4.323,1.300,13.032,6.494,-92.632,-0.005,-0.019,0.019,103.673,1.392,
4.810,4.326,1.302,7.369,6.605,-92.358,0.019,0.015,0.024,320.826,2.351,
5.157,4.325,1.309,8.149,5.230,-91.447,-0.000,0.022,0.022,1.011,2.623,
5.968,4.319,1.313,14.535,7.738,-91.775,-0.007,0.005,0.009,57.956,-0.404,
6.892,4.322,1.320,6.799,6.834,-90.941,0.003,0.007,0.008,295.074,0.902,
7.602,4.319,1.326,7.566,5.822,-90.447,-0.005,0.010,0.011,25.486,0.696,
8.204,4.319,1.328,7.377,5.650,-90.267,-0.001,0.003,0.004,11.128,0.299,
8.315,4.319,1.329,7.387,6.025,-90.236,0.003,0.008,0.009,288.534,0.277,
8.665,4.318,1.339,9.706,5.748,-90.397,-0.003,0.026,0.026,5.865,-0.459,
8.909,4.312,1.348,5.441,2.679,-89.129,-0.026,0.039,0.047,33.540,5.186,
