Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,1.180,4,3.524,0.900,-1.008,3.255,0.507,-0.402,-0.054,
1,2.003,0,3.734,-0.214,-0.064,3.728,-0.138,-0.153,-0.014,
1,2.003,5,3.884,-0.213,-0.714,3.812,-0.136,0.094,0.023,
2,2.155,4,3.870,-0.251,1.141,3.689,-0.002,-0.007,0.023,
2,2.155,2,3.935,1.354,0.134,3.692,-0.062,-0.022,0.012,
2,2.156,0,3.707,-0.219,0.101,3.699,0.052,0.082,0.016,
2,2.156,1,4.113,-1.789,0.058,3.703,-0.926,0.086,0.080,
2,2.157,5,3.876,-0.205,-0.547,3.832,-0.135,-0.086,0.033,
3,2.549,4,3.886,-0.262,0.259,3.869,0.045,-0.277,0.039,
3,2.549,2,4.004,1.350,-0.728,3.699,-0.070,-0.248,-0.002,
3,2.549,0,3.780,-0.233,-0.761,3.695,0.001,-0.256,0.026,
3,2.550,1,4.204,-1.818,-0.809,3.703,0.009,-0.184,0.032,
4,2.671,0,3.788,-0.208,-0.740,3.710,-0.049,-0.423,0.014,
4,2.672,1,4.315,-1.841,-0.807,3.819,-0.042,-0.227,0.032,
4,2.672,2,4.058,1.394,-0.713,3.743,-0.032,-0.276,-0.009,
5,2.809,4,3.916,-0.269,0.280,3.897,0.059,-0.233,0.027,
5,2.809,2,4.004,1.343,-0.713,3.705,-0.080,-0.242,-0.005,
5,2.810,0,3.774,-0.241,-0.745,3.692,0.010,-0.315,0.033,
5,2.810,1,4.225,-1.836,-0.799,3.720,0.018,-0.202,0.035,
6,3.022,4,3.913,-0.762,0.285,3.827,-0.120,-0.238,-0.004,
6,3.022,2,3.980,0.838,-0.742,3.819,-0.177,-0.237,-0.025,
6,3.023,0,3.756,-0.730,-0.736,3.610,-0.148,-0.272,-0.008,
7,3.149,4,3.907,-0.715,0.286,3.830,-0.092,-0.236,0.005,
7,3.150,0,3.765,-0.682,-0.736,3.629,-0.066,-0.245,0.019,
8,3.277,4,3.892,-0.695,0.282,3.819,-0.241,0.383,0.003,
8,3.278,2,3.959,0.899,-0.734,3.785,-0.171,-0.243,-0.027,
8,3.278,0,3.746,-0.664,-0.735,3.612,-0.161,-0.298,-0.006,
9,3.403,4,3.887,-0.695,0.288,3.814,-0.104,-0.264,-0.002,
9,3.403,2,3.974,0.903,-0.731,3.800,-0.159,-0.230,-0.021,
9,3.404,0,3.747,-0.665,-0.730,3.614,-0.168,-0.291,-0.007,
10,3.532,4,3.955,-0.683,0.302,3.884,-0.043,-0.183,0.001,
10,3.533,0,3.756,-0.638,-0.724,3.629,0.098,-0.176,0.048,
11,3.682,4,3.921,-0.532,0.309,3.873,-0.062,-0.197,0.008,
11,3.683,2,3.968,1.076,-0.698,3.754,-0.144,-0.259,-0.021,
11,3.683,0,3.760,-0.496,-0.716,3.657,-0.064,-0.243,0.014,
12,3.811,4,3.904,-0.526,0.304,3.856,-0.061,-0.240,0.012,
12,3.811,2,3.970,1.079,-0.701,3.755,-0.129,-0.225,-0.011,
12,3.812,0,3.740,-0.491,-0.715,3.638,-0.110,-0.327,0.002,
13,3.945,4,4.054,-0.544,0.318,4.004,-0.159,0.177,0.001,
13,3.945,2,3.982,1.083,-0.701,3.768,-0.120,-0.216,-0.010,
13,3.945,0,3.747,-0.491,-0.714,3.646,-0.069,-0.289,0.014,
14,4.075,4,3.920,-0.518,0.311,3.873,-0.033,-0.202,0.014,
14,4.075,0,3.763,-0.482,-0.713,3.663,-0.268,-0.215,-0.028,
15,4.215,4,3.918,-0.392,0.325,3.884,-0.237,0.394,0.049,
15,4.216,2,3.976,1.219,-0.671,3.725,-0.122,-0.245,-0.009,
15,4.216,0,3.779,-0.359,-0.702,3.696,0.001,-0.208,0.025,
15,4.216,5,3.938,-0.349,-1.365,3.678,-0.127,-0.219,0.014,
16,4.347,4,3.890,-0.382,0.319,3.858,-0.048,-0.254,0.012,
16,4.347,2,3.973,1.222,-0.675,3.720,-0.095,-0.249,-0.013,
16,4.348,0,3.746,-0.351,-0.701,3.663,-0.067,-0.299,0.016,
16,4.348,5,3.881,-0.340,-1.350,3.623,-0.040,-0.079,0.036,
17,4.477,0,3.734,-0.237,-0.694,3.662,-0.388,-0.393,-0.069,
18,4.603,4,3.928,-0.267,0.327,3.905,0.017,-0.197,0.018,
18,4.603,2,3.982,1.343,-0.663,3.690,-0.071,-0.240,-0.006,
18,4.604,0,3.763,-0.233,-0.700,3.690,-0.103,-0.294,0.001,
18,4.605,1,4.193,-1.817,-0.753,3.703,0.010,-0.195,0.042,
18,4.606,5,3.889,-0.218,-1.349,3.641,-0.074,-0.164,0.031,
19,4.735,4,3.912,-0.265,0.328,3.889,0.010,-0.212,0.020,
19,4.736,2,3.971,1.340,-0.657,3.680,-0.073,-0.241,-0.008,
19,4.736,0,3.759,-0.233,-0.696,3.686,-0.000,-0.276,0.025,
19,4.736,1,4.189,-1.815,-0.748,3.700,0.010,-0.185,0.034,
19,4.736,5,3.881,-0.218,-1.342,3.635,-0.107,-0.150,0.023,
20,4.871,4,3.901,-0.261,0.336,3.878,0.044,-0.233,0.030,
20,4.871,0,3.757,-0.229,-0.685,3.687,-0.063,-0.363,0.010,
20,4.871,1,4.264,-1.844,-0.751,3.771,-0.026,-0.198,0.036,
20,4.871,5,3.883,-0.214,-1.331,3.641,-0.131,-0.073,0.019,
21,5.044,4,3.878,-0.264,0.294,3.857,-0.241,0.419,0.072,
22,5.550,4,3.780,-0.256,0.755,3.695,-0.263,0.560,0.129,
22,5.551,0,3.716,-0.223,-0.264,3.700,0.331,-0.144,0.041,
23,5.685,4,3.899,-0.267,0.790,3.809,0.018,-0.107,0.018,
23,5.685,2,3.949,1.340,-0.213,3.708,-0.064,-0.112,0.013,
23,5.686,0,3.742,-0.234,-0.253,3.726,-0.094,-0.025,0.017,
23,5.686,5,3.852,-0.216,-0.900,3.739,-0.123,-0.029,0.034,
24,5.817,4,3.910,-0.269,0.786,3.821,0.023,-0.075,0.024,
24,5.817,2,3.941,1.337,-0.218,3.701,-0.066,-0.097,0.016,
24,5.818,0,3.740,-0.234,-0.258,3.724,-0.038,0.010,0.014,
24,5.818,5,3.866,-0.217,-0.908,3.752,-0.101,-0.042,0.038,
25,5.961,4,3.896,-0.267,0.786,3.806,0.020,-0.103,0.019,
25,5.961,2,3.927,1.333,-0.215,3.688,-0.077,-0.116,0.009,
25,5.961,0,3.727,-0.233,-0.254,3.711,0.019,-0.119,0.025,
25,5.962,5,3.857,-0.217,-0.903,3.744,-0.116,-0.039,0.037,
26,6.104,4,3.908,-0.268,0.788,3.819,-0.036,-0.104,0.017,
26,6.104,2,3.924,1.332,-0.214,3.685,-0.076,-0.115,0.013,
26,6.105,0,3.720,-0.232,-0.254,3.704,0.038,-0.008,0.026,
26,6.105,5,3.858,-0.216,-0.904,3.745,-0.144,-0.036,0.031,
27,6.247,4,3.894,-0.266,0.788,3.804,-0.024,-0.111,0.022,
27,6.247,2,3.946,1.341,-0.212,3.705,-0.069,-0.109,0.009,
27,6.247,0,3.727,-0.231,-0.251,3.712,-0.111,-0.160,0.020,
27,6.248,1,4.160,-1.815,-0.303,3.731,0.007,-0.087,0.040,
27,6.248,5,3.861,-0.216,-0.901,3.749,-0.145,-0.038,0.032,
28,6.384,4,3.894,-0.266,0.786,3.804,-0.016,-0.113,0.014,
28,6.384,2,3.928,1.334,-0.214,3.688,-0.072,-0.114,0.011,
28,6.384,0,3.721,-0.232,-0.253,3.705,0.030,0.014,0.025,
28,6.384,1,4.138,-1.805,-0.304,3.711,0.017,-0.081,0.035,
28,6.385,5,3.866,-0.216,-0.905,3.752,-0.128,-0.049,0.032,
29,6.519,4,3.905,-0.267,0.788,3.815,-0.020,-0.109,0.014,
29,6.519,2,3.928,1.334,-0.215,3.688,-0.072,-0.109,0.012,
29,6.520,0,3.720,-0.231,-0.254,3.704,0.014,0.015,0.024,
29,6.521,1,4.147,-1.809,-0.305,3.719,0.013,-0.085,0.037,
29,6.521,5,3.866,-0.216,-0.906,3.752,-0.121,-0.045,0.037,
30,6.664,4,3.887,-0.265,0.788,3.797,0.010,-0.111,0.022,
30,6.664,2,3.956,1.345,-0.211,3.714,-0.058,-0.111,0.015,
30,6.664,0,3.727,-0.230,-0.249,3.711,-0.113,-0.182,0.015,
30,6.665,1,4.180,-1.823,-0.302,3.749,0.004,-0.087,0.038,
30,6.665,5,3.881,-0.216,-0.903,3.768,-0.080,-0.022,0.038,
31,6.799,4,3.901,-0.255,0.800,3.809,0.035,-0.100,0.023,
31,6.799,2,3.942,1.353,-0.201,3.697,-0.083,-0.088,0.018,
31,6.799,0,3.729,-0.218,-0.241,3.715,-0.195,-0.154,0.009,
31,6.799,1,4.164,-1.804,-0.293,3.741,0.037,-0.070,0.039,
31,6.800,5,3.903,-0.202,-0.899,3.792,-0.219,-0.096,0.018,
32,6.934,4,3.879,-0.164,0.901,3.769,0.092,-0.146,0.027,
32,6.934,2,4.019,1.468,-0.097,3.740,0.759,0.029,0.036,
32,6.935,0,3.734,-0.130,-0.135,3.729,0.042,0.198,0.016,
33,7.361,4,3.905,-0.135,1.229,3.704,0.015,-0.010,0.029,
33,7.361,2,3.935,1.471,0.214,3.643,-0.035,0.020,0.024,
33,7.362,0,3.717,-0.101,0.180,3.711,-0.026,-0.015,0.024,
33,7.362,1,4.170,-1.698,0.138,3.807,0.011,0.010,0.037,
33,7.362,5,3.858,-0.082,-0.464,3.829,-0.078,0.093,0.051,
34,7.504,4,3.905,-0.178,0.945,3.785,0.024,-0.049,0.025,
34,7.505,2,3.940,1.428,-0.062,3.672,-0.041,-0.063,0.018,
34,7.505,0,3.714,-0.142,-0.101,3.710,-0.028,0.069,0.018,
34,7.505,1,4.145,-1.723,-0.152,3.767,0.039,-0.067,0.041,
34,7.505,5,3.859,-0.125,-0.751,3.784,-0.143,0.002,0.039,
35,7.650,4,3.886,-0.178,0.932,3.768,0.036,-0.061,0.016,
35,7.651,2,3.926,1.421,-0.069,3.659,-0.051,-0.063,0.020,
35,7.651,0,3.720,-0.144,-0.109,3.715,-0.072,-0.129,0.022,
35,7.652,1,4.145,-1.724,-0.161,3.766,0.032,-0.076,0.039,
35,7.652,5,3.874,-0.127,-0.761,3.796,-0.112,-0.009,0.037,
36,7.791,4,3.912,-0.182,0.937,3.794,-0.002,-0.063,0.027,
