Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,1.892,0,0.490,0.031,-0.043,0.487,0.100,-0.229,-0.073,
1,2.003,0,0.502,0.034,-0.048,0.499,0.086,-0.235,-0.026,
2,2.116,0,0.509,0.032,-0.050,0.506,0.096,-0.252,-0.015,
3,2.227,0,0.510,0.032,-0.049,0.507,0.101,-0.270,-0.009,
4,2.346,0,0.510,0.032,-0.050,0.506,0.110,-0.256,-0.010,
5,2.470,0,0.510,0.032,-0.050,0.507,0.119,-0.268,-0.007,
6,2.590,0,0.511,0.031,-0.050,0.508,0.109,-0.270,-0.010,
7,2.708,0,0.512,0.032,-0.050,0.508,0.114,-0.277,-0.005,
8,2.823,0,0.513,0.033,-0.050,0.509,0.103,-0.276,-0.006,
9,2.935,0,0.512,0.035,-0.050,0.508,0.122,-0.277,0.004,
10,3.058,0,0.512,0.035,-0.051,0.508,0.110,-0.278,0.002,
11,3.174,0,0.512,0.036,-0.051,0.509,0.109,-0.277,0.003,
12,3.295,0,0.512,0.036,-0.050,0.508,0.121,-0.280,0.006,
13,3.419,0,0.512,0.036,-0.050,0.509,0.110,-0.279,0.004,
14,3.543,0,0.512,0.036,-0.050,0.508,0.118,-0.282,0.007,
15,3.656,0,0.513,0.036,-0.050,0.509,0.114,-0.282,0.006,
16,3.769,0,0.513,0.036,-0.050,0.509,0.117,-0.283,0.007,
17,3.885,0,0.513,0.036,-0.050,0.509,0.114,-0.281,0.007,
18,4.002,0,0.513,0.036,-0.049,0.509,0.121,-0.284,0.011,
19,4.123,0,0.513,0.036,-0.049,0.509,0.121,-0.283,0.011,
20,4.232,0,0.513,0.037,-0.049,0.510,0.115,-0.284,0.011,
21,4.350,0,0.514,0.036,-0.048,0.510,0.117,-0.285,0.010,
22,4.473,0,0.514,0.036,-0.048,0.510,0.111,-0.283,0.009,
23,4.600,0,0.514,0.035,-0.048,0.510,0.110,-0.282,0.009,
24,4.718,0,0.514,0.035,-0.048,0.510,0.118,-0.285,0.010,
25,4.835,0,0.514,0.035,-0.048,0.511,0.110,-0.284,0.009,
26,4.962,0,0.514,0.035,-0.047,0.511,0.113,-0.287,0.011,
27,5.085,0,0.515,0.035,-0.047,0.511,0.106,-0.287,0.012,
28,5.202,0,0.514,0.036,-0.048,0.511,0.104,-0.284,0.014,
29,5.316,0,0.514,0.038,-0.048,0.510,0.122,-0.287,0.022,
30,5.427,0,0.514,0.038,-0.048,0.510,0.111,-0.286,0.020,
31,5.542,0,0.514,0.038,-0.049,0.510,0.106,-0.281,0.019,
32,5.649,0,0.513,0.038,-0.048,0.509,0.118,-0.282,0.024,
33,5.765,0,0.514,0.038,-0.049,0.510,0.103,-0.281,0.019,
34,5.885,0,0.514,0.038,-0.048,0.510,0.114,-0.285,0.025,
35,5.998,0,0.514,0.038,-0.048,0.510,0.115,-0.285,0.025,
