Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
2.131,3.926,1.418,-0.581,-14.923,8.677,1.842,0.665,1.959,340.144,4.072,
2.252,3.944,1.450,-0.452,-15.281,7.310,0.152,0.264,0.304,299.910,-11.312,
2.364,3.957,1.465,-0.647,-15.746,5.783,0.112,0.136,0.176,309.477,-13.652,
2.484,3.954,1.454,1.498,-18.402,6.482,-0.024,-0.087,0.090,105.330,5.824,
2.608,3.955,1.455,-0.511,-14.560,6.175,0.004,0.005,0.006,310.924,-2.478,
2.723,3.953,1.454,-0.346,-15.947,6.245,-0.011,-0.005,0.012,153.812,0.606,
2.841,3.953,1.453,-0.068,-16.104,6.283,-0.007,-0.014,0.016,115.626,0.319,
2.951,3.952,1.454,-0.856,-14.998,6.214,-0.008,0.013,0.016,32.434,-0.625,
3.070,3.949,1.448,1.166,-18.395,6.828,-0.024,-0.053,0.058,114.384,5.171,
3.311,3.949,1.449,-0.853,-15.020,6.520,0.002,0.005,0.005,291.597,-1.280,
3.427,3.949,1.448,-0.401,-15.736,6.614,-0.002,-0.010,0.010,99.620,0.813,
3.549,3.949,1.448,-0.921,-14.949,6.534,-0.000,0.001,0.001,17.854,-0.660,
3.901,3.946,1.447,-0.837,-14.761,6.761,-0.007,-0.004,0.009,148.536,0.645,
4.144,3.946,1.444,-0.006,-16.310,7.086,-0.001,-0.009,0.009,96.652,1.336,
4.261,3.944,1.442,1.464,-18.352,7.513,-0.016,-0.024,0.029,122.957,3.659,
4.378,3.946,1.445,-1.112,-14.378,6.987,0.013,0.030,0.033,292.764,-4.487,
4.497,3.944,1.440,1.761,-18.908,7.556,-0.017,-0.039,0.043,113.711,4.782,
4.614,3.945,1.444,-1.024,-14.627,7.047,0.007,0.028,0.029,283.672,-4.346,
4.741,3.944,1.442,0.243,-16.683,7.262,-0.004,-0.016,0.017,104.373,1.687,
4.862,3.944,1.440,1.323,-18.267,7.463,-0.000,-0.014,0.014,91.400,1.665,
4.998,3.944,1.441,0.946,-17.835,7.382,-0.001,0.006,0.006,12.403,-0.592,
5.147,3.944,1.443,-1.047,-15.019,7.080,0.002,0.016,0.016,276.561,-2.031,
5.289,3.944,1.443,-0.748,-15.079,7.121,0.000,-0.002,0.002,186.534,0.293,
