Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,10.312,0,1.254,0.160,-0.097,1.240,-0.486,-0.224,1.541,
1,10.441,0,1.271,0.167,-0.092,1.256,-0.535,-0.280,1.534,
2,10.561,0,1.304,0.167,-0.090,1.291,-0.563,-0.274,1.553,
3,10.688,0,1.334,0.162,-0.092,1.321,-0.563,-0.254,1.559,
4,10.822,0,1.347,0.163,-0.092,1.334,-0.569,-0.254,1.561,
5,10.955,0,1.354,0.163,-0.093,1.341,-0.575,-0.255,1.559,
6,11.090,0,1.356,0.163,-0.092,1.343,-0.557,-0.243,1.562,
7,11.216,0,1.356,0.161,-0.093,1.343,-0.557,-0.242,1.560,
8,11.339,0,1.355,0.160,-0.092,1.343,-0.547,-0.237,1.562,
9,11.465,0,1.354,0.163,-0.091,1.341,-0.555,-0.244,1.563,
10,11.597,0,1.354,0.164,-0.091,1.341,-0.553,-0.242,1.563,
11,11.733,0,1.352,0.164,-0.090,1.339,-0.551,-0.243,1.565,
12,11.868,0,1.353,0.164,-0.091,1.340,-0.552,-0.242,1.565,
13,11.997,0,1.353,0.165,-0.090,1.340,-0.553,-0.243,1.566,
14,12.130,0,1.353,0.165,-0.090,1.340,-0.552,-0.243,1.566,
15,12.260,0,1.353,0.165,-0.090,1.340,-0.551,-0.243,1.566,
16,12.390,0,1.353,0.164,-0.091,1.340,-0.556,-0.245,1.563,
17,12.525,0,1.352,0.165,-0.091,1.339,-0.554,-0.245,1.564,
18,12.654,0,1.355,0.164,-0.091,1.342,-0.550,-0.242,1.562,
19,12.776,0,1.363,0.165,-0.092,1.350,-0.533,-0.231,1.572,
20,12.910,0,1.352,0.165,-0.091,1.339,-0.557,-0.248,1.561,
21,13.042,0,1.352,0.167,-0.089,1.339,-0.546,-0.241,1.569,
22,13.168,0,1.353,0.169,-0.089,1.340,-0.556,-0.245,1.568,
23,13.294,0,1.355,0.168,-0.090,1.342,-0.554,-0.244,1.566,
24,13.426,0,1.353,0.168,-0.089,1.340,-0.548,-0.242,1.571,
25,13.561,0,1.353,0.167,-0.090,1.339,-0.552,-0.244,1.567,
26,13.701,0,1.352,0.166,-0.089,1.339,-0.546,-0.241,1.569,
27,13.829,0,1.351,0.166,-0.090,1.338,-0.549,-0.243,1.567,
28,13.963,0,1.346,0.167,-0.089,1.333,-0.548,-0.245,1.569,
29,14.093,0,1.348,0.169,-0.088,1.335,-0.552,-0.245,1.570,
30,14.222,0,1.348,0.169,-0.088,1.335,-0.547,-0.243,1.571,
31,14.345,0,1.347,0.170,-0.089,1.333,-0.555,-0.247,1.568,
32,14.472,0,1.344,0.170,-0.088,1.330,-0.545,-0.242,1.570,
33,14.606,0,1.345,0.170,-0.088,1.331,-0.547,-0.243,1.571,
34,14.734,0,1.345,0.170,-0.089,1.331,-0.547,-0.244,1.571,
35,15.001,0,1.339,0.167,-0.090,1.325,-0.551,-0.253,1.561,
