Time,X,Y,Pitch,Roll,Yaw,Velx,Vely,Velmag,Veltheta,AngVel
3.552,4.122,1.188,-3.890,18.538,-176.442,1.160,0.334,1.207,343.921,-49.669,
3.665,4.123,1.185,-4.741,9.821,-175.257,0.012,-0.029,0.031,202.178,10.528,
3.788,4.125,1.187,0.490,9.825,-177.930,0.020,0.022,0.029,312.012,-21.801,
3.899,4.126,1.191,0.977,7.053,-179.083,0.006,0.029,0.029,282.612,-10.358,
4.012,4.125,1.191,0.014,4.693,-179.255,-0.010,0.003,0.010,70.626,-1.525,
4.125,4.123,1.193,0.904,3.331,-179.848,-0.013,0.017,0.021,36.199,-5.247,
4.238,4.123,1.194,-1.175,-0.171,179.981,-0.005,0.006,0.007,39.286,3179.375,
4.357,4.121,1.196,-3.423,-6.177,179.477,-0.017,0.020,0.026,40.951,-4.216,
4.473,4.121,1.195,0.060,-3.393,179.648,0.004,-0.005,0.006,218.032,1.490,
4.589,4.121,1.195,4.912,-2.060,179.871,-0.000,-0.004,0.004,91.440,1.909,
4.727,4.121,1.196,4.353,-2.657,179.684,-0.003,0.005,0.006,31.027,-1.364,
4.837,4.121,1.196,0.842,-3.487,179.445,0.001,0.005,0.005,283.729,-2.157,
4.949,4.121,1.196,0.524,-3.427,179.446,0.002,-0.003,0.003,218.471,0.004,
5.099,4.121,1.196,2.773,-2.524,179.478,-0.005,-0.001,0.005,164.414,0.216,
5.223,4.120,1.196,3.539,-2.451,179.476,-0.002,-0.000,0.002,168.793,-0.019,
5.337,4.120,1.195,1.732,-2.983,179.369,-0.002,-0.001,0.002,159.763,-0.936,
5.461,4.120,1.196,2.106,-2.678,179.295,-0.001,0.002,0.002,38.253,-0.604,
5.576,4.120,1.195,2.473,-2.453,179.280,-0.002,-0.003,0.004,129.568,-0.127,
5.710,4.120,1.195,2.454,-2.639,179.394,0.002,-0.004,0.004,205.462,0.853,
5.878,4.120,1.195,2.528,-2.696,179.358,-0.000,-0.000,0.000,161.358,-0.214,
6.033,4.120,1.194,2.732,-2.418,179.372,0.002,-0.002,0.003,229.847,0.085,
6.149,4.121,1.193,1.546,-2.741,179.517,0.003,-0.012,0.013,194.624,1.260,
6.265,4.120,1.193,0.125,-3.443,179.475,-0.003,-0.003,0.004,133.976,-0.358,
6.379,4.095,1.219,1.461,-0.429,173.683,-0.223,0.230,0.320,44.086,-50.700,
6.497,4.073,1.231,13.806,0.226,171.227,-0.182,0.103,0.209,60.504,-20.905,
6.611,4.077,1.219,26.102,2.190,171.943,0.028,-0.106,0.110,194.547,6.257,
6.723,4.101,1.200,18.462,-2.117,176.953,0.214,-0.168,0.272,232.005,44.614,
6.837,4.114,1.191,6.613,-3.909,178.584,0.116,-0.078,0.140,235.921,14.398,
6.958,4.115,1.190,7.888,-3.217,178.966,0.006,-0.010,0.012,212.682,3.155,
7.068,4.115,1.189,10.882,-1.511,179.627,0.008,-0.012,0.015,212.382,5.998,
7.179,4.116,1.189,8.596,-2.019,179.676,0.010,-0.002,0.010,259.187,0.446,
7.290,4.117,1.189,8.148,-1.932,179.777,0.008,0.000,0.008,357.882,0.908,
7.412,4.117,1.189,7.736,-1.650,179.813,-0.002,0.006,0.006,17.084,0.294,
7.526,4.117,1.189,8.388,-1.548,179.734,-0.004,-0.004,0.006,138.003,-0.691,
7.640,4.116,1.189,8.662,-1.619,179.674,-0.002,-0.001,0.003,159.585,-0.520,
7.756,4.116,1.189,8.693,-1.520,179.340,-0.008,0.006,0.010,51.763,-2.892,
7.866,4.116,1.189,8.925,-1.419,179.400,0.005,-0.004,0.006,236.298,0.550,
7.977,4.116,1.189,7.998,-1.580,179.290,-0.003,0.002,0.003,60.170,-0.996,
8.101,4.116,1.189,8.923,-1.501,179.470,0.005,-0.006,0.008,220.523,1.461,
8.216,4.117,1.189,7.956,-1.727,179.400,0.002,0.000,0.002,350.424,-0.609,
8.338,4.120,1.207,5.561,-4.062,178.502,0.027,0.149,0.152,280.146,-7.368,
8.444,4.125,1.240,6.889,1.733,177.105,0.051,0.312,0.316,279.244,-13.074,
8.557,4.128,1.247,10.618,0.942,177.283,0.025,0.058,0.063,293.225,1.580,
8.683,4.138,1.221,7.901,-0.609,179.022,0.078,-0.207,0.221,200.765,13.821,
8.804,4.135,1.219,6.612,-0.805,179.016,-0.027,-0.015,0.031,150.619,-0.046,
8.916,4.129,1.218,6.762,0.375,178.413,-0.048,-0.003,0.048,175.977,-5.410,
9.026,4.128,1.218,7.386,0.334,177.961,-0.012,-0.000,0.012,178.505,-4.095,
9.134,4.128,1.217,6.967,0.517,178.696,0.003,-0.015,0.015,190.072,6.834,
9.256,4.128,1.218,8.786,1.810,178.246,-0.005,0.006,0.008,38.187,-3.661,
9.373,4.129,1.219,6.994,2.337,177.405,0.013,0.016,0.021,309.718,-7.247,
9.501,4.133,1.220,5.447,0.955,176.887,0.025,0.003,0.025,353.689,-4.031,
9.613,4.134,1.221,4.776,0.727,175.821,0.012,0.010,0.015,321.034,-9.492,
9.732,4.137,1.220,4.576,0.991,175.360,0.022,-0.003,0.022,263.132,-3.888,
9.838,4.137,1.220,2.350,2.461,175.210,0.007,-0.004,0.008,240.458,-1.410,
9.957,4.138,1.219,2.006,2.556,174.922,0.003,-0.007,0.008,202.037,-2.429,
10.073,4.137,1.219,2.073,2.418,174.955,-0.002,-0.000,0.002,168.284,0.285,
10.189,4.136,1.218,2.966,1.519,174.953,-0.015,-0.008,0.017,152.091,-0.015,
10.302,4.135,1.218,3.073,1.283,174.858,-0.007,-0.003,0.008,152.709,-0.841,
10.421,4.135,1.218,2.934,1.720,174.723,-0.001,0.000,0.001,70.382,-1.143,
10.535,4.135,1.218,2.804,1.667,174.722,-0.001,-0.002,0.002,107.755,-0.009,
10.660,4.135,1.217,3.226,1.401,174.606,0.000,-0.005,0.005,185.837,-0.923,
10.767,4.135,1.217,3.007,1.524,174.566,-0.001,0.001,0.001,60.628,-0.372,
10.886,4.134,1.217,3.071,1.368,174.583,-0.001,-0.001,0.001,152.783,0.148,
11.006,4.134,1.217,3.344,1.226,174.583,-0.003,-0.001,0.003,156.974,0.000,
11.124,4.134,1.217,3.303,1.178,174.474,-0.002,-0.002,0.002,129.585,-0.935,
11.233,4.134,1.217,3.184,1.358,174.393,0.002,-0.002,0.002,224.939,-0.739,
11.344,4.134,1.216,3.329,1.181,174.378,0.000,-0.001,0.001,199.354,-0.134,
11.459,4.134,1.217,3.094,1.551,174.392,-0.001,0.001,0.001,60.354,0.122,
11.576,4.134,1.217,3.146,1.535,174.391,-0.000,0.000,0.000,31.038,-0.012,
11.688,4.134,1.216,3.131,1.385,174.298,-0.000,-0.002,0.002,99.275,-0.820,
11.804,4.134,1.216,3.541,1.035,174.321,0.001,-0.001,0.002,241.402,0.201,
11.918,4.134,1.216,3.586,0.990,174.409,0.003,0.002,0.003,327.506,0.772,
12.040,4.134,1.216,3.915,0.882,174.520,-0.000,0.000,0.001,40.838,0.906,
12.161,4.134,1.217,4.156,0.592,174.699,-0.001,0.003,0.003,10.984,1.481,
12.278,4.134,1.217,4.627,0.367,174.834,0.001,0.001,0.001,329.956,1.161,
12.397,4.135,1.217,4.702,0.358,174.863,0.005,0.000,0.005,358.908,0.245,
12.516,4.135,1.217,4.506,0.420,174.852,0.003,0.000,0.003,356.023,-0.097,
12.629,4.135,1.217,3.792,1.026,174.701,0.001,-0.002,0.002,213.113,-1.333,
12.747,4.135,1.216,3.604,1.018,174.535,-0.002,-0.003,0.004,119.963,-1.416,
12.869,4.135,1.216,3.190,1.483,174.459,-0.005,0.000,0.005,86.655,-0.624,
12.983,4.134,1.216,3.274,1.436,174.431,-0.004,-0.002,0.004,159.548,-0.245,
