Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
0,1.405,0,0.526,0.011,-0.022,0.525,0.010,-0.330,0.048,
1,1.577,0,0.529,0.022,-0.014,0.529,0.115,-0.002,0.043,
2,1.740,0,0.538,0.027,-0.012,0.537,0.079,0.037,0.052,
3,1.887,0,0.542,0.027,-0.011,0.541,0.075,0.005,0.053,
4,2.039,0,0.543,0.027,-0.012,0.542,0.085,0.004,0.050,
5,2.233,0,0.544,0.027,-0.012,0.543,0.092,-0.001,0.050,
6,2.412,0,0.544,0.027,-0.012,0.544,0.091,0.006,0.051,
7,2.568,0,0.544,0.027,-0.012,0.544,0.093,0.009,0.050,
8,2.867,0,0.543,0.026,-0.013,0.542,0.096,0.006,0.045,
9,3.023,0,0.542,0.026,-0.013,0.542,0.108,0.003,0.040,
10,3.187,0,0.542,0.026,-0.013,0.542,0.102,0.004,0.040,
11,3.349,0,0.541,0.026,-0.013,0.541,0.112,0.009,0.038,
12,3.522,0,0.541,0.025,-0.013,0.541,0.107,0.005,0.039,
13,3.683,0,0.542,0.025,-0.013,0.541,0.107,0.002,0.038,
14,3.855,0,0.542,0.025,-0.013,0.541,0.105,0.002,0.039,
15,3.997,0,0.542,0.025,-0.013,0.541,0.107,0.003,0.039,
16,4.141,0,0.542,0.025,-0.013,0.541,0.108,0.005,0.037,
17,4.298,0,0.542,0.025,-0.013,0.541,0.104,0.002,0.038,
18,4.464,0,0.540,0.025,-0.014,0.539,0.105,0.040,0.036,
19,4.648,0,0.539,0.025,-0.014,0.539,0.105,0.050,0.036,
20,4.794,0,0.539,0.024,-0.014,0.539,0.107,0.046,0.033,
21,4.944,0,0.540,0.023,-0.016,0.539,0.109,0.015,0.004,
22,5.094,0,0.538,0.021,-0.023,0.537,0.121,0.032,-0.049,
23,5.242,0,0.538,0.021,-0.023,0.538,0.121,0.033,-0.055,
24,5.547,0,0.538,0.021,-0.022,0.537,0.114,0.036,-0.047,
25,5.704,0,0.538,0.021,-0.022,0.537,0.113,0.033,-0.047,
26,5.876,0,0.538,0.021,-0.022,0.537,0.114,0.040,-0.045,
27,6.050,0,0.538,0.021,-0.022,0.537,0.111,0.033,-0.042,
28,6.221,0,0.538,0.021,-0.022,0.537,0.115,0.034,-0.044,
29,6.385,0,0.537,0.021,-0.022,0.537,0.114,0.037,-0.043,
30,6.537,0,0.537,0.021,-0.023,0.536,0.115,0.039,-0.046,
31,6.681,0,0.538,0.020,-0.022,0.537,0.114,0.032,-0.045,
32,6.815,0,0.537,0.020,-0.023,0.537,0.115,0.033,-0.046,
33,6.975,0,0.537,0.020,-0.023,0.536,0.113,0.036,-0.047,
34,7.137,0,0.537,0.020,-0.023,0.536,0.114,0.033,-0.046,
35,7.283,0,0.537,0.020,-0.023,0.536,0.115,0.034,-0.046,
36,7.437,0,0.519,0.012,-0.028,0.518,0.096,0.007,-0.019,
37,7.589,0,0.474,-0.030,-0.053,0.470,0.352,0.090,-0.187,
